,bvp_n_below_mean,scr_pct_95,scl_energy,scr_iqr_5_95,scr_energy,hrv_pct_5,bvp_kurtosis,scr_iqr,hrv_iqr,hrv_svd_entropy,scl_iqr,scl_perm_entropy,bvp_iqr,bvp_skewness,bvp_n_sign_changes,scl_svd_entropy,scr_lineintegral,bvp_n_above_mean,bvp_svd_entropy,scl_rms,scr_kurtosis,hrv_ptp,bvp_pct_95,hrv_peaks,scr_n_above_mean,hrv_entropy,hrv_skewness,bvp_iqr_5_95,scr_svd_entropy,hrv_n_above_mean,scr_min,bvp_mean,scl_kurtosis,scl_mean,hrv_n_below_mean,scl_n_above_mean,hrv_n_sign_changes,hrv_energy,scr_sum,hrv_rms,bvp_sum,scl_n_sign_changes,scl_n_below_mean,scr_rms,scr_peaks,bvp_entropy,scl_peaks,scl_ptp,scr_mean,scr_n_sign_changes,scr_entropy,scr_ptp,scr_n_below_mean,scr_pct_5,bvp_pct_5,hrv_kurtosis,scr_perm_entropy,bvp_ptp,scl_iqr_5_95,bvp_perm_entropy,bvp_rms,bvp_std,scl_skewness,scr_skewness,hrv_iqr_5_95,bvp_energy,hrv_mean,bvp_peaks,hrv_std,hrv_max,hrv_min,hrv_perm_entropy,scl_max,hrv_sum,scl_std,scl_lineintegral,scl_pct_5,hrv_lineintegral,scr_max,bvp_lineintegral,scr_std,scl_sum,hrv_pct_95,bvp_min,scl_entropy,bvp_max,scl_min,scl_pct_95
0,-0.001463997609799872 +/- 0.0009300497410381424,0.0011054675829100247 +/- 0.0010609668900247685,-0.0019719151478936768 +/- 0.0008679915773130526,0.00047804003585294463 +/- 0.0001463692705577203,0.0 +/- 0.0,-0.003107260233044562 +/- 0.0006005303627798607,-0.0012548550941141822 +/- 0.0017152913169294754,-0.008544965640872471 +/- 0.0008039213652269804,0.004899910367493243 +/- 0.002014018469835986,-0.008963250672243827 +/- 0.0013159674661216154,5.9755004481576446e-05 +/- 0.0006786863873080765,0.00020914251568566745 +/- 0.00035477568231364226,0.017089931281744797 +/- 0.0020777219779759587,0.010994920824619036 +/- 0.0021202503733743854,-0.000776815058261171 +/- 0.002732444186477132,-0.0034359127576934823 +/- 0.003270870175457141,0.008007170600537761 +/- 0.001140052825117353,-0.024648939348670497 +/- 0.006913592042442126,0.0007768150582610934 +/- 0.0009745746298356869,0.024708694353152028 +/- 0.0019179867159491008,-0.005975500448162585 +/- 0.0010087805805876321,0.001493875112040599 +/- 0.0006813118763663976,0.0029877502240812314 +/- 0.0008555614618031744,2.9877502240804876e-05 +/- 8.963250672241464e-05,0.0 +/- 0.0,-0.003704810277860826 +/- 0.0008149496084246063,-0.004720645354048469 +/- 0.0007534819368340711,-0.002390200179265045 +/- 0.0004008487560501513,0.009949208246190578 +/- 0.0018176230862569536,-0.0003884075291306077 +/- 0.0004441610023100957,0.0 +/- 0.0,0.0 +/- 0.0,0.0004182850313713349 +/- 0.00042673608775277124,0.02435016432626228 +/- 0.00133783168074325,0.0 +/- 0.0,0.0006573050492978405 +/- 0.0005476636623789412,0.0 +/- 0.0,-8.963250672245904e-05 +/- 0.0001913093587521005,-0.004750522856289241 +/- 0.0010474184728388504,0.007379743053480681 +/- 0.0014143770993181538,0.0 +/- 0.0,0.0001493875112040355 +/- 0.00020042437802505081,0.0008664475649835191 +/- 0.00033934319365403045,0.010158350761876267 +/- 0.0010349870376867938,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.02778607708395575 +/- 0.005080932577109357,0.0 +/- 0.0,0.0 +/- 0.0,-0.020137436510307784 +/- 0.00030469193388661995,0.0 +/- 0.0,2.9877502240804876e-05 +/- 8.963250672241464e-05,0.002121302659097657 +/- 0.0010559066057407869,-8.963250672244794e-05 +/- 0.00013691591559475194,0.0 +/- 0.0,-0.018852703913952818 +/- 0.0013054109515956626,0.0 +/- 0.0,-0.022916044218703392 +/- 0.002146402755382356,0.0 +/- 0.0,0.0023304451747833354 +/- 0.0010245848939039368,-5.975500448163196e-05 +/- 0.0001195100089632639,0.022019719151478913 +/- 0.001875631444961979,0.007857783089333681 +/- 0.0012249775918733168,0.0018822826411711735 +/- 0.00048268582077692055,0.0031371377352853004 +/- 0.0005862389265117394,-0.02145204660890353 +/- 0.0031130006041544113,0.0007170600537794502 +/- 0.0005541451147592118,0.03827308037048098 +/- 0.002873370822091209,0.0030176277263220365 +/- 0.0008176834289455707,-0.0021810576635793665 +/- 0.0008022540533072887,0.014251568568867602 +/- 0.001336496519052579,-0.0027786077083956084 +/- 0.0003547756823136394,0.00032865252464888697 +/- 0.0006740671749434207,0.0011054675829100247 +/- 0.0008022540533072973,-0.009023005676725482 +/- 0.001412798376759704,0.050403346280250935 +/- 0.0029669126962242865,-0.0010158350761876878 +/- 0.0005377950403346383,0.016731401254855026 +/- 0.0020914251568568756,0.002210935165820105 +/- 0.0005541451147592428,0.0014042426053181623 +/- 0.0008349679481614619,0.0054974604123094965 +/- 0.0017173717195338963,0.008365700627427485 +/- 0.0009160268728267638,-0.004571257842844378 +/- 0.0029669126962242657,5.9755004481587545e-05 +/- 0.0020604648520545724,0.001374365103077335 +/- 0.0013240824503233156,-0.009232148192411149 +/- 0.0015377483397021733
