,bvp_peaks,scr_lineintegral,scr_iqr,scl_max,scl_pct_5,scl_min,bvp_perm_entropy,scl_rms,scl_iqr_5_95,bvp_svd_entropy,scl_mean,scl_std,hrv_ptp,bvp_pct_95,bvp_kurtosis,hrv_svd_entropy,scr_entropy,bvp_n_sign_changes,scr_svd_entropy,scr_min,scl_entropy,scl_ptp,bvp_max,scl_n_above_mean,scr_max,bvp_n_above_mean,scl_sum,scl_pct_95,hrv_entropy,bvp_energy,bvp_iqr_5_95,scr_pct_5,hrv_peaks,scr_ptp,scl_skewness,hrv_n_above_mean,scl_kurtosis,hrv_kurtosis,bvp_mean,bvp_pct_5,hrv_skewness,hrv_sum,scr_n_sign_changes,scr_pct_95,bvp_entropy,hrv_rms,hrv_std,scr_n_above_mean,hrv_n_below_mean,hrv_iqr_5_95,hrv_perm_entropy,hrv_pct_5,hrv_n_sign_changes,hrv_mean,hrv_energy,scr_perm_entropy,bvp_std,bvp_sum,bvp_lineintegral,bvp_rms,scr_mean,scl_peaks,scl_energy,scl_n_sign_changes,scr_sum,scr_energy,scr_kurtosis,scr_peaks,scl_perm_entropy,scr_std,scl_lineintegral,scl_n_below_mean,hrv_pct_95,scr_n_below_mean,scl_iqr,hrv_iqr,scr_skewness,hrv_max,bvp_ptp,hrv_lineintegral,bvp_skewness,bvp_min,scr_rms,hrv_min,scr_iqr_5_95,scl_svd_entropy,bvp_iqr,bvp_n_below_mean
0,0.015397017331721075 +/- 0.0038610012139711535,0.075453446191052 +/- 0.00489286284739816,0.02132204756146714 +/- 0.003983807001390171,0.0 +/- 0.0,0.009875050382910134 +/- 0.0018667531119563683,-0.002216848045143083 +/- 0.0008876547982887972,0.02188633615477632 +/- 0.0034345627396650718,-0.03502619911326077 +/- 0.002105595789860378,0.00016122531237403593 +/- 0.00026736193392626036,0.001531640467553419 +/- 0.0030205552592011413,-0.001733172108020964 +/- 0.0008654135652391776,0.0 +/- 0.0,-0.0026199113260781948 +/- 0.0006561394839217663,0.01245465538089482 +/- 0.0022761479892777973,0.0003627569528415808 +/- 0.0003802491387366468,0.002015316404675538 +/- 0.001632281880799391,0.0 +/- 0.0,0.020435308343409907 +/- 0.0019334437654512484,0.001813784764208004 +/- 0.0009914045849455033,0.00032245062474808297 +/- 0.0003513824218896282,-0.000241837968561065 +/- 0.0009740464307613588,0.0 +/- 0.0,0.0 +/- 0.0005098392035740824,0.0 +/- 0.0,0.0 +/- 0.0,0.020556227327690448 +/- 0.002007238951711209,0.0 +/- 0.0,0.006972994760177343 +/- 0.0041460696439933505,0.012293430068520761 +/- 0.0029687464455171904,0.0 +/- 0.0,-0.00028214429665456285 +/- 0.00025808642633746786,0.00012091898428052694 +/- 0.00018470679947423,0.0 +/- 0.0,0.0 +/- 0.0,-0.007658202337767039 +/- 0.001248845899623524,-0.0003627569528415808 +/- 0.0004920014355394272,-0.001854091092301502 +/- 0.0011709664688701147,-8.061265618701796e-05 +/- 0.00035138242188960015,-0.0003627569528415808 +/- 0.00012091898428052694,-4.030632809350898e-05 +/- 0.00012091898428052693,0.0 +/- 0.0,-0.00016122531237403593 +/- 0.00026736193392626036,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0027408303103587327 +/- 0.0008976645486223213,0.0 +/- 0.0,-0.001813784764207993 +/- 0.0005177441587531417,0.0 +/- 0.0,0.0 +/- 0.0,0.001249496170898845 +/- 0.0007085205897318566,0.001692865779927466 +/- 0.0008220910138803309,0.00024183796856105388 +/- 0.00019745987446860742,0.0 +/- 0.0,0.0 +/- 0.0,0.0003627569528415808 +/- 0.00033480950676814685,0.005763804917372028 +/- 0.00044336960902863307,0.0 +/- 0.0,0.022450624748085457 +/- 0.004492121731220723,0.002216848045143105 +/- 0.0003249600059773563,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0022571543732365805 +/- 0.0010068517530670543,0.007859733978234595 +/- 0.0017957814921358624,0.0 +/- 0.0,-0.01991132607819429 +/- 0.0016928657799274596,0.01285771866182992 +/- 0.003181137206348362,0.0 +/- 0.0,0.0074566706972994945 +/- 0.0015843002020986315,0.0 +/- 0.0,-0.004715840386940751 +/- 0.002007643596197055,0.025876662636033866 +/- 0.001948092861522712,-0.0003627569528415919 +/- 0.000854075779944277,0.01144699717855705 +/- 0.0015422109205730763,4.030632809353119e-05 +/- 0.0007949650513226923,0.00016122531237404701 +/- 0.0004488322743111736,0.0 +/- 0.0,0.003950020153164047 +/- 0.001451027811366391,0.0 +/- 0.0,-0.013462313583232566 +/- 0.0012898024989923347,-0.009713825070536053 +/- 0.0009782072631609577,0.14848851269649335 +/- 0.007551818414271905
