,scr_lineintegral,hrv_rms,bvp_rms,hrv_n_above_mean,hrv_n_below_mean,hrv_min,scl_sum,scl_mean,bvp_std,hrv_mean,hrv_sum,hrv_pct_95,hrv_max,scr_rms,hrv_pct_5,scl_pct_5,hrv_svd_entropy,hrv_ptp,scr_std,bvp_svd_entropy,scl_std,scl_ptp,bvp_energy,hrv_iqr_5_95,bvp_skewness,bvp_n_sign_changes,scl_entropy,scl_iqr,bvp_iqr,scr_iqr_5_95,scr_pct_95,scr_perm_entropy,scl_n_sign_changes,scr_svd_entropy,hrv_skewness,hrv_perm_entropy,scr_skewness,hrv_kurtosis,hrv_n_sign_changes,bvp_entropy,scl_peaks,scr_pct_5,scr_min,hrv_peaks,scl_skewness,scr_entropy,scr_n_sign_changes,scr_kurtosis,hrv_entropy,scr_n_below_mean,scr_n_above_mean,scl_n_below_mean,scl_n_above_mean,scl_perm_entropy,bvp_mean,bvp_sum,scr_energy,bvp_kurtosis,scl_kurtosis,scr_peaks,bvp_pct_5,scr_iqr,bvp_lineintegral,scr_sum,scr_mean,hrv_iqr,scl_energy,bvp_perm_entropy,scr_ptp,scl_iqr_5_95,scr_max,hrv_lineintegral,bvp_n_below_mean,bvp_n_above_mean,hrv_energy,bvp_peaks,bvp_iqr_5_95,hrv_std,scl_lineintegral,scl_pct_95,scl_min,bvp_max,scl_svd_entropy,bvp_pct_95,bvp_ptp,bvp_min,scl_rms,scl_max
0,0.023228495642288783 +/- 0.00370907854188397,0.26119742326638884 +/- 0.008607750471717026,0.26752557787040543 +/- 0.005960194843814089,0.13974990526714665 +/- 0.006759014821221172,0.13300492610837442 +/- 0.007680258316124742,0.16047745358090187 +/- 0.006917444586407231,-0.0015157256536566521 +/- 0.0011617817140398277,-0.0015157256536566521 +/- 0.0011617817140398277,0.2604395604395605 +/- 0.006363453340952697,0.24441076165214098 +/- 0.00911012904901198,0.24441076165214098 +/- 0.00911012904901198,0.1268283440697234 +/- 0.004512466993694154,0.14463812050018948 +/- 0.005061394704764357,-0.005115574081091312 +/- 0.000916512817161617,0.13201970443349756 +/- 0.0064800595568338375,-0.0007957559681697424 +/- 0.0011916775440330438,0.009700644183402829 +/- 0.002223781849355254,0.003751420992800314 +/- 0.0014324409375851169,0.00966275104206139 +/- 0.0029217061805534243,0.02440318302387271 +/- 0.0022494614747488877,0.0021220159151193905 +/- 0.001100859344170826,0.008904888215233053 +/- 0.002892068496110977,0.026979916635089075 +/- 0.001799824492161864,0.024630541871921208 +/- 0.003277263859104146,0.04156877605153471 +/- 0.0019325502084122917,-0.0039408866995073845 +/- 0.0028568513565700223,0.0005305039787798394 +/- 0.0006385865686378531,0.0035619552860932436 +/- 0.00127040959562257,0.015195149677908314 +/- 0.003292344882189595,0.0005305039787798282 +/- 0.00034729637703340144,0.0005305039787798282 +/- 0.00034729637703340144,0.005001894657067107 +/- 0.00201083731131816,0.0 +/- 0.0,0.003258810155361902 +/- 0.00166212294046692,0.0012125805229253994 +/- 0.0008772896478052715,0.001818870784388049 +/- 0.001551306516897217,0.0005305039787798282 +/- 0.0004852689835113828,-0.00015157256536566522 +/- 0.00045471769609699563,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,3.7893141341416305e-05 +/- 0.00020406081118356863,-3.7893141341416305e-05 +/- 0.00011367942402424891,0.00037893141341416303 +/- 0.0,-0.005191360363774133 +/- 0.001553618794998084,-0.0002652519893899141 +/- 0.001991103396046932,-0.0026525198938991746 +/- 0.0013343551998225974,-0.0026146267525577692 +/- 0.0012504736642667863,-0.0004926108374384119 +/- 0.000635204797811285,0.0003410382720727467 +/- 0.00031476407210753607,0.0003410382720727467 +/- 0.00031476407210753607,0.0007578628268283371 +/- 0.0005083898395225031,0.0007578628268283371 +/- 0.0005083898395225031,0.00037893141341416303 +/- 0.0005358899440595155,7.578628268284371e-05 +/- 0.0007912320203797324,3.7893141341427404e-05 +/- 0.0007663413571866907,-0.0002652519893899141 +/- 0.00017364818851670072,0.003751420992800325 +/- 0.0013391888629838478,3.7893141341427404e-05 +/- 0.001510506360590749,0.0 +/- 0.00016946327984082883,0.0013262599469496261 +/- 0.00474875299148285,-0.004319818112921569 +/- 0.0007616427147495757,0.015346722243273991 +/- 0.004944292667942351,0.0009094353921940357 +/- 0.0006385865686378716,0.0009094353921940357 +/- 0.0006385865686378716,-0.00030314513073133044 +/- 0.0007347752720600553,-0.00037893141341416303 +/- 0.00041509856574850553,0.009624857900719996 +/- 0.0017870141906103421,-0.007389162561576334 +/- 0.001152474901534355,-0.008677529367184522 +/- 0.0016469354916332508,-0.007123910572186398 +/- 0.0012994640545268942,0.04433497536945814 +/- 0.005214955382747654,0.01504357711254265 +/- 0.0030174458585249574,0.01504357711254265 +/- 0.0030174458585249574,0.038006820765441485 +/- 0.004474119436336753,0.018794998105342964 +/- 0.0025146889008013555,-0.0032967032967032737 +/- 0.004013990968281594,0.026411519514967795 +/- 0.00450291072080448,-0.011746873815839309 +/- 0.0015251695185675065,-0.024175824175824156 +/- 0.0020602163272554876,-0.0005305039787798172 +/- 0.0009764379482171373,-0.0003410382720727467 +/- 0.0003574831804492755,0.008601743084501701 +/- 0.0016694498500879633,-0.005987116331943898 +/- 0.003332873577460552,-0.013338385752178838 +/- 0.0032144463903673245,-0.004168245547555893 +/- 0.0041751295250744575,-0.0067828723001136515 +/- 0.001593765884411748,0.013186813186813206 +/- 0.002371275156826384
