,bvp_n_below_mean,bvp_n_above_mean,bvp_svd_entropy,bvp_peaks,bvp_perm_entropy,bvp_pct_95,bvp_n_sign_changes,hrv_lineintegral,scl_pct_5,scl_pct_95,bvp_iqr_5_95,scl_std,bvp_ptp,bvp_kurtosis,scl_iqr,scr_mean,scl_svd_entropy,bvp_lineintegral,hrv_max,hrv_ptp,hrv_iqr_5_95,hrv_pct_95,scr_pct_95,scr_ptp,bvp_rms,scr_kurtosis,scr_skewness,scr_lineintegral,scr_pct_5,bvp_iqr,bvp_max,scl_kurtosis,bvp_energy,scl_mean,hrv_skewness,scl_n_below_mean,scr_n_below_mean,hrv_iqr,bvp_mean,scl_ptp,scl_max,scr_perm_entropy,bvp_pct_5,bvp_skewness,hrv_peaks,scr_entropy,scr_iqr_5_95,scr_n_sign_changes,bvp_entropy,scl_peaks,hrv_n_sign_changes,bvp_sum,scr_min,hrv_std,scr_peaks,scr_svd_entropy,scr_std,scr_n_above_mean,scl_n_sign_changes,hrv_n_below_mean,hrv_kurtosis,bvp_min,scr_energy,scl_rms,scr_iqr,scl_sum,scl_n_above_mean,hrv_entropy,scl_skewness,hrv_perm_entropy,scr_max,bvp_std,scr_rms,scl_lineintegral,scl_entropy,hrv_n_above_mean,scl_perm_entropy,scl_energy,scl_iqr_5_95,scr_sum,scl_min,hrv_pct_5,hrv_svd_entropy,hrv_energy,hrv_rms,hrv_sum,hrv_min,hrv_mean
0,0.016366322008862576 +/- 0.002004513495265899,0.014387001477104821 +/- 0.002710960318407971,-0.0059084194977844 +/- 0.0013729926190395904,-0.017872968980797654 +/- 0.0019202363367799014,0.005790251107828626 +/- 0.0013290661009396673,-0.004017725258493388 +/- 0.0015699060863322632,-0.0011816838995568624 +/- 0.0004381801174059453,0.007237813884785782 +/- 0.0016567296771414924,-0.002511078286558344 +/- 0.0008485321486762436,-0.0017725258493352936 +/- 0.0007114679219375027,-0.0024224519940915677 +/- 0.000525151811953651,0.0035745937961595086 +/- 0.00116269829566643,0.001152141802067941 +/- 0.001206895020136803,-8.862629246676468e-05 +/- 0.0008041747467542764,0.004756277695716371 +/- 0.0004661664353931881,-0.0002954209748892156 +/- 0.0008960561824580811,-0.0003249630723781372 +/- 0.0013758500469358884,-0.0006794682422451958 +/- 0.0008149550501703782,-0.007267355982274815 +/- 0.0011147983612474512,-0.0015952732644017643 +/- 0.0006632184437413156,-0.0014180206794682348 +/- 0.0015452522104132294,-0.003220088626292472 +/- 0.0009100692349039753,0.0011225997045790192 +/- 0.0006308465732367064,0.002215657311669117 +/- 0.0010083337173338804,-0.0009453471196454899 +/- 0.001063515509601176,0.00047267355982274497 +/- 0.00046146231467690475,-2.954209748892156e-05 +/- 0.00042708514903399956,-0.002688330871491873 +/- 0.0010356601561570683,-0.0003249630723781372 +/- 0.0005193026833455495,0.0039881831610044105 +/- 0.0011073361780792445,0.0033382570162481364 +/- 0.0009713017561461454,0.0002954209748892156 +/- 0.00045766420634651663,-0.0011225997045790192 +/- 0.0011272545954705356,0.003013293943869999 +/- 0.0009134194879610178,-0.00336779911373708 +/- 0.000805800986527997,0.0010339734121122546 +/- 0.0006638760725035189,0.0008567208271787252 +/- 0.00042708514903399956,0.0002067946824224509 +/- 0.0006871316602430101,0.0008271787296898036 +/- 0.0007090103397341174,-0.0006499261447562743 +/- 0.0006308465732367064,0.001270310192023627 +/- 0.001529641768508071,0.0004135893648449018 +/- 0.0004800022691069966,0.002156573116691274 +/- 0.0012948069128987305,0.000738552437223039 +/- 0.001393497951559314,-0.0002067946824224509 +/- 0.000477267191178831,-0.00023633677991137249 +/- 0.00025754203506887156,-0.001004431314623333 +/- 0.0006762495209606818,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,2.954209748892156e-05 +/- 0.0003840472673559803,-0.00017725258493352935 +/- 0.00032896687520413544,0.0025701624815361755 +/- 0.0008255946004420707,0.0 +/- 0.0,-0.00023633677991137249 +/- 0.0004341783886764843,-0.002097488921713442 +/- 0.0010606394724381983,0.0005612998522895096 +/- 0.00027869959031186274,2.954209748892156e-05 +/- 8.862629246676468e-05,-8.862629246676468e-05 +/- 0.0003507929715520785,8.862629246676468e-05 +/- 0.00029689440535068945,-0.002511078286558344 +/- 0.0013489453538352697,-0.002511078286558344 +/- 0.000917708984756832,-0.0018020679468242374 +/- 0.0015204855813835167,0.00047267355982274497 +/- 0.0009636340579202367,-0.0010930576070900977 +/- 0.0015634999849216157,0.0004431314623338234 +/- 0.00042297846568024454,0.000265878877400294 +/- 0.0007976366322008821,0.0009748892171344114 +/- 0.0004391748522102933,0.0015952732644017643 +/- 0.0007260387431281798,-0.0031905465288035507 +/- 0.0010798030654355954,0.001063515509601176 +/- 0.0013486218269439607,-0.0023929098966026575 +/- 0.0010013855986220764,0.001063515509601176 +/- 0.0004219455496923375,0.0024519940915804896 +/- 0.0008567208271787252,5.908419497784312e-05 +/- 0.0006308465732367064,0.0001477104874446078 +/- 0.0003794751131067965,-8.862629246676468e-05 +/- 0.0012606551428863666,0.002954209748892156 +/- 0.001031861104671958,-0.0024224519940915677 +/- 0.0009690528488541588,0.003485967503692744 +/- 0.0010469746024619946,0.003426883308714901 +/- 0.001233714210801831,0.000265878877400294 +/- 0.000786619022493015,0.0019793205317577443 +/- 0.0012606551428863666,0.0005022156573116666 +/- 0.001806904423441412,-0.0012998522895125487 +/- 0.0009904315872520013,0.0025110782865583325 +/- 0.0017034804423442741,-0.0019793205317577443 +/- 0.0012397125706562586
