,bvp_svd_entropy,bvp_pct_95,bvp_peaks,bvp_perm_entropy,bvp_n_below_mean,bvp_n_above_mean,scl_energy,scl_sum,scl_pct_95,scl_ptp,scl_mean,scl_svd_entropy,bvp_kurtosis,hrv_peaks,hrv_lineintegral,hrv_energy,hrv_max,scl_pct_5,bvp_pct_5,hrv_std,bvp_rms,scl_min,scr_rms,bvp_energy,scr_iqr,scl_rms,scr_ptp,hrv_pct_95,scr_std,scr_sum,scl_iqr,hrv_entropy,hrv_n_below_mean,scr_pct_5,bvp_iqr_5_95,bvp_iqr,hrv_kurtosis,scr_entropy,hrv_rms,hrv_n_above_mean,bvp_sum,scr_pct_95,scl_perm_entropy,bvp_std,bvp_skewness,bvp_lineintegral,bvp_n_sign_changes,scl_kurtosis,hrv_ptp,scr_perm_entropy,scl_iqr_5_95,scr_peaks,scr_n_sign_changes,bvp_entropy,hrv_n_sign_changes,scl_peaks,scl_n_sign_changes,scr_energy,scl_skewness,hrv_skewness,scr_n_above_mean,hrv_perm_entropy,scr_lineintegral,scr_min,bvp_mean,hrv_iqr,scr_n_below_mean,scl_lineintegral,scl_n_above_mean,scr_iqr_5_95,scr_kurtosis,scl_n_below_mean,scr_skewness,scr_mean,scr_svd_entropy,scl_std,hrv_iqr_5_95,hrv_pct_5,bvp_max,scl_entropy,scr_max,bvp_ptp,scl_max,hrv_svd_entropy,hrv_sum,bvp_min,hrv_min,hrv_mean
0,-0.011071640023682628 +/- 0.001469469940318617,0.001154529307282437 +/- 0.0016559344311364152,-0.007193605683836557 +/- 0.0033098836862494145,0.008821788040260547 +/- 0.0017453407901697536,0.008348134991119038 +/- 0.002234216964370995,0.0026050917702783007 +/- 0.0027028329687420515,-0.0006216696269982003 +/- 0.0014469330266252164,0.004262877442273561 +/- 0.00157872014517152,0.010479573712255797 +/- 0.0017968017650081243,-5.9206631142660895e-05 +/- 0.00126845975640194,0.002486678507992934 +/- 0.0011092358789339854,-0.0008880994671402909 +/- 0.0011233668419781079,-0.004203670811130811 +/- 0.0012263064048080152,0.0013913558318532139 +/- 0.00045956704251808055,-0.0015097690941385244 +/- 0.001702898403584337,-0.0020722320899940637 +/- 0.002308299430386985,-0.03238602723505031 +/- 0.004255470177872472,0.0030491415038484517 +/- 0.0016324826144419487,0.0006808762581409389 +/- 0.0017665516575293965,-0.004381290704558882 +/- 0.0011139661173609457,-0.007282415630550576 +/- 0.001163225737382389,0.004440497335701621 +/- 0.002293062964006754,0.0037004144464180323 +/- 0.001584538033282726,-0.00449970396684426 +/- 0.0014550865278205424,-0.005624629958555338 +/- 0.0009267303636766427,0.0008880994671403575 +/- 0.0013501189166360286,-0.0026642984014209614 +/- 0.0009454540806791762,-0.017465956187092912 +/- 0.002577359249221899,0.0001480165778567466 +/- 0.001229518037732098,0.005772646536412118 +/- 0.0019468541204804405,-0.0018946121965659924 +/- 0.001027196659141344,0.0030787448194197985 +/- 0.0009095495260945666,-0.00017761989342801598 +/- 0.0005490597096208126,-0.0010657193605683624 +/- 0.0006237805655922318,-0.004144464179988139 +/- 0.001388518578988562,-0.0032859680284191618 +/- 0.0011948156347312215,-0.0001480165778566911 +/- 0.0007160086810211828,0.0002368265245707546 +/- 0.0003452310180488576,-0.008910597986974512 +/- 0.0016612182174775762,5.551115123125783e-17 +/- 0.0003971701558614112,-0.0005032563647128008 +/- 0.000325636471284801,0.002427471876850229 +/- 0.0014848947547643008,8.88099467140746e-05 +/- 0.0007257342020207923,-0.0012137359384250645 +/- 0.0014649902938612912,-0.010686796921255159 +/- 0.0011874583256442682,-0.004825340438129056 +/- 0.0013175969854510384,-0.00725281231497924 +/- 0.0016548756494225865,0.0007992895204263162 +/- 0.000688555556519409,0.0008880994671403575 +/- 0.001450260356887618,0.0002664298401421239 +/- 0.0004479794538313102,0.0029011249259917383 +/- 0.0007227090358634414,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0025458851391355506 +/- 0.0006237805655922476,0.0021906453522794857 +/- 0.0017118806743399574,-0.00127294256956777 +/- 0.0004595670425180584,-0.00029603315571339326 +/- 0.0004390881283064348,0.0001480165778567577 +/- 0.0010937213263416709,-0.00017761989342801598 +/- 0.00040155890959888893,0.0052397868561279036 +/- 0.0020934798351968384,-5.9206631142660895e-05 +/- 0.0003697452929779984,-0.0002368265245706991 +/- 0.0001776198934280382,0.002013025458851425 +/- 0.0014060795840186925,5.551115123125783e-17 +/- 0.0006066874343374473,0.00014801657785672439 +/- 0.0007860223829101024,-0.001716992303137932 +/- 0.0006853663056714281,-0.003374777975133192 +/- 0.0019645541767953855,-0.00047365304914146476 +/- 0.0006095695761389616,-0.000888099467140302 +/- 0.0004953582158283577,8.88099467140635e-05 +/- 0.0004782561995678867,-0.0015689757252812186 +/- 0.0011620951110947726,-0.0020130254588513695 +/- 0.0008761781282977399,0.0017465956187093345 +/- 0.0007305484120339417,0.001568975725281263 +/- 0.0009459174250249015,-0.001243339253996445 +/- 0.0014966518247204943,0.005802249851983443 +/- 0.0008182519219115059,-0.0016873889875665738 +/- 0.0011159311323251046,-0.008200118413262259 +/- 0.000783789360264877,-0.0050325636471284406 +/- 0.0014442049636057316,0.0035820011841326328 +/- 0.0010034607019939767,-0.003552397868561252 +/- 0.0016214403715369102,-0.005831853167554746 +/- 0.00138883411554052,-0.004558910597986965 +/- 0.0013119313088312701,-0.0015393724097098494 +/- 0.0010657193605684019,-0.00982830076968617 +/- 0.0014907848800490352
