,bvp_rms,hrv_rms,bvp_lineintegral,hrv_pct_5,hrv_pct_95,hrv_sum,hrv_mean,hrv_n_above_mean,bvp_pct_5,bvp_iqr_5_95,hrv_entropy,bvp_min,bvp_peaks,bvp_skewness,scl_pct_95,bvp_pct_95,scl_pct_5,scr_lineintegral,bvp_n_above_mean,bvp_n_below_mean,bvp_kurtosis,scl_ptp,hrv_iqr,hrv_n_below_mean,hrv_kurtosis,scl_rms,scl_skewness,scl_std,bvp_ptp,hrv_skewness,hrv_svd_entropy,hrv_perm_entropy,bvp_mean,bvp_sum,hrv_std,hrv_energy,bvp_max,scr_n_above_mean,scr_n_below_mean,scr_skewness,scr_perm_entropy,scr_pct_5,scl_iqr,scl_energy,scl_peaks,scr_n_sign_changes,scr_kurtosis,hrv_n_sign_changes,bvp_entropy,scr_entropy,scl_svd_entropy,bvp_n_sign_changes,scr_min,scl_n_below_mean,scl_n_above_mean,scr_iqr_5_95,scr_pct_95,hrv_peaks,hrv_lineintegral,scr_rms,scl_perm_entropy,scl_kurtosis,scl_n_sign_changes,scr_energy,bvp_perm_entropy,bvp_svd_entropy,hrv_iqr_5_95,scr_peaks,bvp_energy,hrv_ptp,scl_entropy,scl_mean,scl_sum,scr_iqr,scl_max,scl_min,hrv_max,scr_max,scr_ptp,scr_svd_entropy,scr_std,bvp_iqr,scl_iqr_5_95,hrv_min,scl_lineintegral,scr_sum,scr_mean,bvp_std
0,0.06288492706645052 +/- 0.007522773848878937,0.015137763371150702 +/- 0.004713110203975079,-0.05533225283630474 +/- 0.004358690728884581,-0.023014586709886597 +/- 0.005145707574193688,-0.019740680713128057 +/- 0.005622749152646942,0.21196110210696917 +/- 0.004289192155051392,0.21196110210696917 +/- 0.004289192155051392,0.10090761750405183 +/- 0.007210478158510538,0.0002593192868719285 +/- 0.00034911927436852275,-0.03367909238249598 +/- 0.002479052033063059,-0.009238249594813652 +/- 0.0013066868311666971,-0.043111831442463576 +/- 0.0035121971009611833,0.020713128038897854 +/- 0.001903668960781331,0.02376012965964338 +/- 0.002377805502119066,-0.025607779578606195 +/- 0.002750496393594354,-0.06732576985413294 +/- 0.004517317600933094,0.018768233387358148 +/- 0.0023214598729068138,-0.026094003241491127 +/- 0.0030485530034493257,0.013322528363046949 +/- 0.004936121509466234,0.013322528363046949 +/- 0.004936121509466234,-0.013873581847649964 +/- 0.002998335450203484,-0.02729335494327394 +/- 0.0028803708125151564,0.006450567260939999 +/- 0.0017662408720681216,0.05598055105348456 +/- 0.007650262333309646,-0.002269043760129719 +/- 0.0010043392794054848,-0.009335494327390637 +/- 0.001732303301897866,0.00716369529983788 +/- 0.0011817002355629493,-0.026256077795786082 +/- 0.0026294067799900516,-0.032058346839546246 +/- 0.0037647375778463127,0.00648298217179899 +/- 0.001781346082856934,0.0034359805510534303 +/- 0.002014945901837273,-0.01708265802269049 +/- 0.00145000124773713,0.0010372771474877807 +/- 0.0006611370520055504,0.0010372771474877807 +/- 0.0006611370520055504,-0.0006158833063209413 +/- 0.0034623312987603124,0.027941653160453772 +/- 0.008912391172494566,-0.016499189627228572 +/- 0.002627208028259613,0.0012641815235007626 +/- 0.0008508528199939493,0.0012641815235007626 +/- 0.0008508528199939493,0.0001944894651539464 +/- 0.0002150161938641804,-0.001782820097244764 +/- 0.002035955753315054,-0.001815235008103777 +/- 0.0007698114805210981,-0.005867098865478182 +/- 0.001687133054090519,-0.0033063209076175546 +/- 0.0009029749288287927,-9.72447325770065e-05 +/- 0.0002531685470310221,0.001750405186385695 +/- 0.001016816022130188,0.00022690437601293744 +/- 0.00025316854703097804,0.0 +/- 0.0,0.0 +/- 0.0,-0.0013290113452188335 +/- 0.0014601109406230412,-0.005705024311183193 +/- 0.0040801605128193506,-0.01429497568881688 +/- 0.0018362410422390197,0.0004538087520258749 +/- 0.00025931928687192854,0.00022690437601293744 +/- 0.00014854378265657258,0.00022690437601293744 +/- 0.00014854378265657258,-0.018508914100486263 +/- 0.0026272080282596115,-0.017860615883306376 +/- 0.002702128433888793,0.0029173419773095175 +/- 0.0010147472183143506,0.013614262560777902 +/- 0.005875957029748279,0.01594813614262557 +/- 0.002345549758849339,0.0009400324149108075 +/- 0.0009333017859895077,0.0045380875202592815 +/- 0.00142035023015926,0.0004862236628848882 +/- 0.0002988507117436902,0.0038249594813613784 +/- 0.0014910858995137743,0.05056726094003237 +/- 0.004962764138477697,0.018541329011345177 +/- 0.0036810553171029935,0.020907617504051835 +/- 0.0049015161111346465,0.0019773095623986546 +/- 0.0015372325058514416,0.05614262560777954 +/- 0.0034359805510534836,-0.009854132901134561 +/- 0.0036592974500278936,0.02058346839546187 +/- 0.0018178379115474858,-0.00936790923824964 +/- 0.0013862823196332584,-0.00936790923824964 +/- 0.0013862823196332584,0.014294975688816814 +/- 0.0027938945519308234,0.01290113452188003 +/- 0.0022588332434598786,-3.241491085902437e-05 +/- 0.00022690437601298027,0.09598055105348456 +/- 0.009087108487545799,0.01799027552674225 +/- 0.0021415930838455553,0.017860615883306275 +/- 0.0021425741160013873,-0.02200972447325774 +/- 0.00324618784528867,-0.024084278768233436 +/- 0.0034943514461093475,0.04703403565640189 +/- 0.002307841492554612,0.014554294975688786 +/- 0.002578768635746993,0.0691085899513776 +/- 0.009010878805135129,0.013549432739059907 +/- 0.0025100111095761267,-0.0005834683954619391 +/- 0.000404862106865375,-0.0005834683954619391 +/- 0.000404862106865375,0.1712479740680713 +/- 0.007681786766997319
