,bvp_n_below_mean,bvp_n_above_mean,bvp_peaks,scl_max,scl_pct_95,scl_rms,bvp_pct_95,scr_rms,hrv_max,scr_pct_95,scr_energy,hrv_min,bvp_perm_entropy,hrv_sum,bvp_lineintegral,bvp_iqr_5_95,bvp_iqr,bvp_min,scr_iqr_5_95,scl_energy,bvp_max,bvp_std,hrv_energy,scr_std,hrv_lineintegral,hrv_pct_5,bvp_rms,bvp_energy,scr_lineintegral,bvp_pct_5,scl_entropy,scl_iqr,scl_min,hrv_svd_entropy,scr_sum,scl_perm_entropy,scr_skewness,scr_pct_5,hrv_mean,bvp_skewness,bvp_ptp,hrv_std,hrv_rms,bvp_kurtosis,scl_std,hrv_iqr,hrv_pct_95,hrv_entropy,scr_n_below_mean,scl_iqr_5_95,hrv_n_above_mean,hrv_n_below_mean,scl_skewness,scr_perm_entropy,scl_n_below_mean,scr_kurtosis,bvp_mean,scr_ptp,bvp_sum,scr_peaks,scl_n_above_mean,scr_min,bvp_entropy,hrv_n_sign_changes,scl_peaks,scr_n_sign_changes,scr_entropy,scl_kurtosis,scr_svd_entropy,hrv_peaks,hrv_perm_entropy,hrv_skewness,scr_n_above_mean,hrv_iqr_5_95,hrv_kurtosis,scl_ptp,scl_n_sign_changes,scl_mean,bvp_n_sign_changes,scl_svd_entropy,scr_max,hrv_ptp,scr_iqr,scr_mean,bvp_svd_entropy,scl_lineintegral,scl_pct_5,scl_sum
0,0.03350416399743755 +/- 0.0029293692159317476,0.022773862908392062 +/- 0.001870167915053814,0.0032351057014734174 +/- 0.0023382447149263444,-0.012171684817424722 +/- 0.0015159717573605676,-0.021044202434336957 +/- 0.0020005761011693884,-0.014381806534272911 +/- 0.002364424796151245,0.002754644458680322 +/- 0.0030258464262958498,-0.005637411915438828 +/- 0.0018577834721332468,-0.006566303651505445 +/- 0.0017616912235746361,0.002498398462524032 +/- 0.0015281051174729698,-0.004676489429852648 +/- 0.0013604587175909946,-0.006213965406790511 +/- 0.0014410277872135913,-0.005124919923126203 +/- 0.002526168373239006,-0.0038436899423446524 +/- 0.0012238932206625785,0.013709160794362584 +/- 0.002094526934563975,0.0032991672005124872 +/- 0.002578624543571894,0.0064702114029468235 +/- 0.0019207769827757923,0.0016976297245355654 +/- 0.0010724323537977612,-0.010121716848174245 +/- 0.0011387821162479777,-0.0407431133888533 +/- 0.0030816178016158254,-0.0031069827033952556 +/- 0.0019799563690615714,0.00832799487508008 +/- 0.00208569129994872,-0.004644458680333108 +/- 0.001537809594382805,-0.005637411915438828 +/- 0.0021304662585926635,-0.003042921204356175 +/- 0.0013456727442408588,-0.003139013452914774 +/- 0.0015481160760531139,0.0020499679692504657 +/- 0.0013604587175909857,0.0016015374759769218 +/- 0.001281229980781562,-0.006085842408712361 +/- 0.0021677033075834054,0.004612427930813567 +/- 0.0025592548821829616,-0.004612427930813567 +/- 0.0008736823636762298,-0.001761691223574635 +/- 0.0015510954532739348,-0.0325752722613709 +/- 0.0018008575012005976,-0.0001921844971172426 +/- 0.001714168886644423,-0.005253042921204343 +/- 0.0017672151472304806,-0.00041639974375401456 +/- 0.0005174725951762833,0.00012812299807815064 +/- 0.0008253746782014748,-0.0014093529788597014 +/- 0.0008498718232813133,-0.008904548366431763 +/- 0.0010984258936247377,-0.0007687379884689149 +/- 0.0017555656125617907,-0.0016335682254964845 +/- 0.0013623427494001807,0.00451633568225498 +/- 0.0009970776692039202,-0.005124919923126192 +/- 0.0019951840489939037,-0.0062459961563100744 +/- 0.001148202967901018,-0.00714285714285714 +/- 0.0022921576762094525,-0.0019218449711723262 +/- 0.0012070111262919032,-0.0010249839846252385 +/- 0.001822096432200879,0.0003523382447149337 +/- 0.0009550321278588054,-0.0006406149903907754 +/- 0.0006718826701922745,-0.005637411915438817 +/- 0.0020217468082074927,0.00022421524663678304 +/- 0.00045411424980008224,-0.0006406149903907865 +/- 0.0005164803169954086,0.0008327994875080181 +/- 0.0006438100974452729,0.000512491992312647 +/- 0.00029356666847892894,0.0010570147341447899 +/- 0.0002050968685916614,-0.0017937219730941756 +/- 0.0012087099464518254,0.00012812299807816175 +/- 0.0002562459961563235,-0.0015054452274183227 +/- 0.0018679722372611598,0.00016015374759770218 +/- 0.00038570129976915206,0.0 +/- 0.0,-0.0008968609865470766 +/- 0.0012388904295844722,-0.0002882767456758639 +/- 0.0003021774866129756,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0005124919923126248 +/- 0.0007470790384170856,0.00032030749519539324 +/- 0.0006243942565540812,0.0007046764894298562 +/- 0.000845029209370463,-0.0021780909673286388 +/- 0.0006374038674609937,0.0008648302370275806 +/- 0.0004972509511934617,-0.002914798206278035 +/- 0.0005809851744784344,-0.0027546444586803442 +/- 0.0007740580380265629,0.0020179372197309474 +/- 0.0014038825753242073,-0.0003843689942344741 +/- 0.0005124919923126276,0.006181934657270971 +/- 0.001823503565341486,-0.0003523382447149337 +/- 0.0008284764353861572,-0.0353619474695708 +/- 0.002858463999657023,-0.0011210762331838487 +/- 0.0014625816856926228,-0.003971812940422803 +/- 0.0021400759882754515,0.0005765534913516945 +/- 0.0018051252791294505,0.003747597693786042 +/- 0.0017311427439937882,-0.006566303651505445 +/- 0.001863573120792919,-0.00121716848174247 +/- 0.002236654740563238,0.006982703395259471 +/- 0.00160025573309377,0.003875720691864182 +/- 0.001774457268989684,-0.04647661755285074 +/- 0.002298415528623989,-0.02158872517616911 +/- 0.002502501599567557
