,bvp_rms,hrv_rms,bvp_lineintegral,hrv_pct_5,hrv_pct_95,hrv_sum,hrv_mean,hrv_n_above_mean,bvp_pct_5,bvp_iqr_5_95,hrv_entropy,bvp_min,bvp_peaks,bvp_skewness,scl_pct_95,bvp_pct_95,scl_pct_5,scr_lineintegral,bvp_n_above_mean,bvp_n_below_mean,bvp_kurtosis,scl_ptp,hrv_iqr,hrv_n_below_mean,hrv_kurtosis,scl_rms,scl_skewness,scl_std,bvp_ptp,hrv_skewness,hrv_svd_entropy,hrv_perm_entropy,bvp_mean,bvp_sum,hrv_std,hrv_energy,bvp_max,scr_n_below_mean,scr_n_above_mean,scr_skewness,scr_perm_entropy,scr_pct_5,scl_iqr,scl_energy,scl_peaks,scr_n_sign_changes,scr_kurtosis,hrv_n_sign_changes,bvp_entropy,scr_entropy,scl_svd_entropy,bvp_n_sign_changes,scr_min,scl_n_below_mean,scl_n_above_mean,scr_iqr_5_95,scr_pct_95,hrv_peaks,hrv_lineintegral,scr_rms,scl_perm_entropy,scl_kurtosis,scl_n_sign_changes,scr_energy,bvp_perm_entropy,bvp_svd_entropy,hrv_iqr_5_95,scr_peaks,bvp_energy,hrv_ptp,scl_entropy,scl_mean,scl_sum,scr_iqr,scl_max,scl_min,hrv_max,scr_max,scr_ptp,scr_svd_entropy,scr_std,bvp_iqr,scl_iqr_5_95,hrv_min,scl_lineintegral,scr_sum,scr_mean,bvp_std
0,0.3094207511139401 +/- 0.006241311720817449,0.0601845957988542 +/- 0.006554247472694622,0.0545194143857415 +/- 0.004854092074326943,0.0190324633991088 +/- 0.007046326339215619,0.0019414385741565398 +/- 0.007266637842971437,0.29649904519414383 +/- 0.008723347461646666,0.29649904519414383 +/- 0.008723347461646666,0.1345003182686187 +/- 0.006441618463628703,0.03599618077657538 +/- 0.004367243901216233,0.034309357097390136 +/- 0.004075329930619766,0.02542966263526414 +/- 0.0024005556935879275,0.0767345639719923 +/- 0.004982606786462131,0.0312858052196053 +/- 0.004144952388818762,0.011139401654996762 +/- 0.0017020677221032262,-0.01056651814131131 +/- 0.001393129766278742,0.03370464672183319 +/- 0.0025952068913935042,-0.0018141311266709592 +/- 0.001224817403239584,0.05502864417568424 +/- 0.004906810372067316,0.028898790579248834 +/- 0.0028988663365335826,0.028898790579248834 +/- 0.0028988663365335826,-0.0026098026734564517 +/- 0.0008516287816842732,0.046912794398472256 +/- 0.005200941620831446,-0.013876511775938937 +/- 0.0021548454334577513,0.14229789942711646 +/- 0.006183673419323637,0.0012094207511138654 +/- 0.0008634411181572573,0.01912794398472305 +/- 0.0023058555934665752,-0.0002227880330999743 +/- 0.0010656059225195972,0.024156588160407333 +/- 0.0031457113846113977,0.04802673456397194 +/- 0.004299454476267022,0.005060471037555647 +/- 0.0016565262482078976,-0.007479312539783634 +/- 0.001567291184245097,0.0019096117122851086 +/- 0.0011207394565028058,0.00035009548058557717 +/- 0.0005410566518140993,0.00035009548058557717 +/- 0.0005410566518140993,0.1587205601527689 +/- 0.0038903050072812773,0.17008274984086563 +/- 0.003487039064239929,0.005951623169955389 +/- 0.0008545971726350774,-3.3306690738754695e-17 +/- 0.0008176468859748388,-3.3306690738754695e-17 +/- 0.0008176468859748388,0.0006047103755569161 +/- 0.0008825859085844513,0.003564608529598945 +/- 0.0020418860512215775,0.01795035009548055 +/- 0.0026020284450629675,0.04341183959261612 +/- 0.0039526861098052235,-0.006015276893698329 +/- 0.001509345092473492,0.0032781667727561636 +/- 0.0008779830823764488,-0.0002227880330999521 +/- 0.0005702251071664152,0.0012094207511138654 +/- 0.00044557606619985977,0.0 +/- 0.0,0.0 +/- 0.0,0.002259707192870741 +/- 0.0016256642634146583,0.009739019732654319 +/- 0.003243218129307964,0.011457670273710974 +/- 0.0030659693389668437,0.0008274984086568349 +/- 0.00038192234245701216,-0.0012094207511139654 +/- 0.0008979462749628376,-0.0012094207511139654 +/- 0.0008979462749628376,0.024061107574793072 +/- 0.003079814233839051,0.025970719287078246 +/- 0.0033020273327416666,0.0018777848504136995 +/- 0.0015227083022158732,0.05190961171228513 +/- 0.0028871367208597224,-0.024633991088478725 +/- 0.0025785651305575107,-0.0004455760661998931 +/- 0.0007423236021445268,0.003341820496499004 +/- 0.0012098394531348574,-0.0001591343093571007 +/- 0.0005737669120725755,-0.030935709739019768 +/- 0.001753657201012839,0.0226288987905792 +/- 0.002776243861813238,0.009134309357097336 +/- 0.0026630165048706455,0.005792488860598299 +/- 0.005730249489459911,-0.0032145130490134344 +/- 0.0010209430256108067,0.006110757479312501 +/- 0.002635294913365309,0.07488860598344997 +/- 0.006274090882090339,0.002641629535327761 +/- 0.0009229789942711841,0.010407383831954109 +/- 0.0016904228803169181,0.010407383831954109 +/- 0.0016904228803169181,-0.004042011457670314 +/- 0.00208241092335526,0.028771483131763153 +/- 0.002107313221800994,-0.0007638446849140945 +/- 0.0007423236021445268,0.20451941438574153 +/- 0.003846181117764687,-0.02320178230426485 +/- 0.0021418792308582056,-0.02297899427116492 +/- 0.0021293098260570134,0.016931890515595106 +/- 0.0013711431717719766,0.05556970082749836 +/- 0.005331735605696226,0.0188733290897517 +/- 0.003332106763907767,-0.017536600891152186 +/- 0.002188660884399018,0.13182686187141943 +/- 0.006071844594112543,-0.012889879057924936 +/- 0.0029039286427267105,0.04812221514958619 +/- 0.005037901702714043,0.04812221514958619 +/- 0.005037901702714043,0.05722469764481218 +/- 0.005517716851118878
