,bvp_peaks,hrv_lineintegral,hrv_max,bvp_perm_entropy,bvp_n_below_mean,bvp_n_sign_changes,scl_pct_95,bvp_ptp,hrv_energy,scr_lineintegral,scl_iqr,scl_ptp,scr_iqr_5_95,scl_min,scl_max,bvp_n_above_mean,hrv_min,scr_pct_95,bvp_kurtosis,bvp_iqr,scl_svd_entropy,scl_entropy,scr_n_below_mean,bvp_max,hrv_iqr,scl_sum,bvp_rms,hrv_svd_entropy,bvp_pct_95,hrv_mean,scr_svd_entropy,scr_n_above_mean,hrv_pct_5,hrv_kurtosis,scl_pct_5,scr_rms,scr_std,scl_mean,bvp_pct_5,hrv_ptp,scl_n_above_mean,scr_entropy,bvp_iqr_5_95,bvp_entropy,scl_peaks,bvp_sum,scl_n_below_mean,scl_lineintegral,scr_sum,scr_perm_entropy,hrv_sum,hrv_n_sign_changes,hrv_peaks,scr_n_sign_changes,scr_pct_5,scr_energy,scr_peaks,scr_mean,scr_kurtosis,hrv_skewness,bvp_std,hrv_n_above_mean,scl_std,bvp_mean,scr_ptp,scl_skewness,scl_iqr_5_95,hrv_perm_entropy,scl_perm_entropy,bvp_skewness,hrv_iqr_5_95,hrv_pct_95,scr_min,scl_kurtosis,hrv_rms,hrv_n_below_mean,bvp_lineintegral,scr_iqr,bvp_energy,scl_energy,bvp_min,scr_max,hrv_std,scr_skewness,hrv_entropy,scl_rms,scl_n_sign_changes,bvp_svd_entropy
0,0.05914496946319514 +/- 0.004334080049034566,0.08633879781420768 +/- 0.003696420832263596,0.02009000321440054 +/- 0.002872350601351993,0.008839601414336252 +/- 0.004159513755334525,-0.0007714561234329565 +/- 0.0010485057171520432,-0.008003857280617133 +/- 0.001531148230641535,0.01578270652523307 +/- 0.002487580509668381,0.02481517197042755 +/- 0.001916817938396088,0.000192864030858253 +/- 0.00021321920863745023,0.016072002571520437 +/- 0.0020176605369945696,0.0010928961748634225 +/- 0.0005961824812276341,0.003953712632594042 +/- 0.0010470265171907663,0.0 +/- 0.0,0.017904210864673763 +/- 0.002083417605027172,-0.000192864030858253 +/- 0.00025715204114433736,0.10064288010286085 +/- 0.0065599764167499726,-0.002635808421729324 +/- 0.00290294359495355,0.0008036001285760541 +/- 0.0004821600771456324,0.0032465445194471585 +/- 0.0016975565318561236,0.04156219864995181 +/- 0.0026547523484353568,0.008871745419479281 +/- 0.0032182554833259606,0.05654130504660883 +/- 0.0012893713352704335,0.0 +/- 0.0,0.022147219543555176 +/- 0.0020148420371860864,0.01054323368691742 +/- 0.0016377678177893942,-0.013307618129218879 +/- 0.0023410017944112066,0.01054323368691742 +/- 0.0010834008065800601,0.0034715525554484426 +/- 0.0008601149572651601,-0.003021536483445819 +/- 0.0006773162168339788,0.0 +/- 0.0,6.428801028608433e-05 +/- 0.00012857602057216865,-0.0018322082931533034 +/- 0.000659539843416375,0.0027965284474445683 +/- 0.001203148008499711,0.00022500803600129516 +/- 0.000538831713733234,-0.01125040180006428 +/- 0.0014800211421692488,0.0 +/- 0.0,-0.0033751205400192608 +/- 0.0005613709159939642,0.048376727740276446 +/- 0.00228312965054064,0.036804885888781766 +/- 0.0021574830208357285,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0018964963034393766 +/- 0.0008797127729607168,0.0 +/- 0.0,0.0 +/- 0.0,0.00016072002571521082 +/- 0.00021562854170683538,0.0 +/- 0.0,0.00012857602057216865 +/- 0.0005222782645217808,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.00041787206685954813 +/- 0.0005193022957699835,0.0 +/- 0.0,0.0 +/- 0.0,0.0029572484731597683 +/- 0.0007714561234330119,0.0 +/- 0.0,0.0 +/- 0.0,0.0003535840565734749 +/- 0.0010210466200108596,0.002571520411443262 +/- 0.0004312570834136708,0.0036322725811636534 +/- 0.0016330293533758375,0.0 +/- 0.0,-0.0005143040822886746 +/- 0.00015747282177970302,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0003535840565734638 +/- 0.0002670081601709554,0.0 +/- 0.0,-0.019736419157827034 +/- 0.003163205297368697,0.0016393442622951282 +/- 0.0009475668899378833,0.009836065573770526 +/- 0.003662724405848701,0.0 +/- 0.0,0.0003535840565734638 +/- 0.0003355932661173573,-0.0011250401800064313 +/- 0.0010781427085341307,0.0005143040822886746 +/- 0.00025715204114433736,0.009868209578913567 +/- 0.002357933132123858,0.0515589842494375 +/- 0.00531533953290758,0.0 +/- 0.0,-0.008261009321761492 +/- 0.0007337005599815802,-0.02089360334297651 +/- 0.0008977332075711446,0.014271938283510144 +/- 0.0014461230317199586,0.022532947605271646 +/- 0.0010990241721169352,-3.214400514304216e-05 +/- 9.64320154291265e-05,0.0 +/- 0.0,-0.016875602700096404 +/- 0.002839791419293435,0.0 +/- 0.0,-0.016297010607521666 +/- 0.002623431360043818
