,scr_lineintegral,scr_pct_95,scl_energy,hrv_sum,bvp_std,scr_energy,bvp_iqr,bvp_pct_95,scl_svd_entropy,hrv_energy,hrv_pct_5,scl_rms,scr_mean,bvp_perm_entropy,bvp_peaks,hrv_min,bvp_pct_5,bvp_n_below_mean,scr_sum,hrv_mean,scl_min,scl_sum,bvp_energy,scl_pct_95,bvp_lineintegral,scr_skewness,scl_lineintegral,scl_pct_5,scr_iqr_5_95,bvp_skewness,scl_iqr,scr_kurtosis,bvp_max,bvp_ptp,scr_std,bvp_rms,scl_max,bvp_min,scr_rms,scr_pct_5,bvp_n_sign_changes,scr_svd_entropy,bvp_iqr_5_95,scl_perm_entropy,hrv_max,scl_mean,scl_skewness,bvp_mean,scr_max,scr_ptp,scr_entropy,scr_peaks,bvp_sum,hrv_n_sign_changes,bvp_entropy,scr_n_sign_changes,scl_peaks,scl_n_below_mean,scr_min,hrv_kurtosis,scl_n_above_mean,scl_entropy,hrv_n_above_mean,hrv_rms,hrv_n_below_mean,hrv_svd_entropy,hrv_skewness,hrv_peaks,scr_perm_entropy,scl_kurtosis,scr_n_below_mean,bvp_n_above_mean,hrv_iqr,hrv_lineintegral,hrv_perm_entropy,hrv_pct_95,hrv_std,scr_n_above_mean,scl_n_sign_changes,scl_ptp,bvp_kurtosis,scr_iqr,scl_std,scl_iqr_5_95,hrv_entropy,hrv_ptp,hrv_iqr_5_95,bvp_svd_entropy
0,0.004829821717990246 +/- 0.0014528969096282178,0.0041166936790923425 +/- 0.0011781382071563281,-0.0020745542949757168 +/- 0.0011615217417937631,0.008492706645056691 +/- 0.0018945399281948005,-0.0017828200972447527 +/- 0.0011709816446151466,0.005024311183144203 +/- 0.0014658566035131552,0.0064829821717990125 +/- 0.0009938223479258295,-0.005251215559157252 +/- 0.001469793717828787,-0.006029173419773148 +/- 0.00152866465122226,0.004667747163695279 +/- 0.001528664651222249,0.002236628849270628 +/- 0.0014310366323918207,-0.0037925445705024653 +/- 0.001799246559011719,0.006256077795786019 +/- 0.0022130151298150303,0.006515397082657981 +/- 0.0030423427260557,0.014846029173419739 +/- 0.0035115987199872546,0.004732576985413262 +/- 0.001734727800357785,-0.004764991896272319 +/- 0.00178164098329481,-0.0009724473257698874 +/- 0.0031859092059139476,0.0005510534846028925 +/- 0.0010255618813326468,0.005672609400324125 +/- 0.0008727981859213192,-0.01730956239870344 +/- 0.0022042139384116604,-0.018411669367909268 +/- 0.0014840224495636487,-0.003889789303079483 +/- 0.0021206388633771313,-0.0019773095623987214 +/- 0.001145581656212154,-0.011604538087520289 +/- 0.0022023063535122366,-0.0007779578606158966 +/- 0.0007131280388978842,0.0003565640194489017 +/- 0.0009219748883843053,-0.021037277147487887 +/- 0.0010794700684179476,0.0019124797406806838 +/- 0.0011905586821527993,-0.0009724473257699095 +/- 0.0011322041618523789,0.005899513776337073 +/- 0.001586675948203623,0.000356564019448935 +/- 0.0011455816562121542,-0.0023338735818476896 +/- 0.0015733758313791432,-0.0021717990275527234 +/- 0.0018623769753287804,0.004376012965964293 +/- 0.0015082515558031587,0.0031766612641815017 +/- 0.0016830800629818025,-0.0027876823338735977 +/- 0.0018001223179144115,-6.482982171802653e-05 +/- 0.0011115998832727458,0.009692058346839528 +/- 0.0011363726510831857,0.0028525121555915355 +/- 0.0005762200594694074,-0.006677471636953025 +/- 0.002499103438236157,-0.00589951377633714 +/- 0.0014114451252562042,-0.006061588330632117 +/- 0.0009511442950483718,0.0011993517017827803 +/- 0.0006959776516559008,0.0025283630470015915 +/- 0.0012786439496477024,-0.0109562398703404 +/- 0.001403981058522372,0.0010048622366288118 +/- 0.0009219748883843063,0.00032414910858991064 +/- 0.0002050098969314737,0.0030145867098865242 +/- 0.0015949322009909171,0.00074554294975685 +/- 0.001527633279474647,0.0001620745542949442 +/- 0.00029885071174367216,-3.241491085900217e-05 +/- 9.72447325770065e-05,9.724473257696208e-05 +/- 0.00020755670137545345,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.00035656401944891283 +/- 0.0006868596466909781,0.00022690437601293744 +/- 0.00014854378265657258,-3.241491085903547e-05 +/- 0.0005698021339139968,0.0024635332252836207 +/- 0.0005834683954618873,-0.0035656401944894945 +/- 0.0019340594995366433,-0.0007455429497569277 +/- 0.0004595606767830739,0.0034359805510534524 +/- 0.0012737039030397527,-6.482982171803763e-05 +/- 0.0006285484418043931,0.0011021069692058072 +/- 0.0024048281349745688,3.2414910858957756e-05 +/- 0.0007595056410930304,0.004376012965964316 +/- 0.0011709816446151236,0.0004862236628848882 +/- 0.00041637706900049857,-4.4408920985006264e-17 +/- 0.0003835383976077534,-0.00016207455429499972 +/- 0.0009751448270010353,0.02855753646677469 +/- 0.0026312043920363806,-0.0029821717990275777 +/- 0.0020745542949757,-0.0016855753646677573 +/- 0.0013505780652187712,0.0015235008103727243 +/- 0.0010657557356741265,0.0022690437601296408 +/- 0.0006799409064311999,0.0008103727714748432 +/- 0.001115845347037827,0.00223662884927065 +/- 0.0008988930064092056,-0.00032414910858996615 +/- 0.0004348916649918504,0.006839546191247947 +/- 0.0012080807230848813,0.001329011345218789 +/- 0.001300237998063637,0.007487844408427846 +/- 0.0010498628681168119,-0.0009076175040519052 +/- 0.0014039810585223674,0.0039870340356563784 +/- 0.0010949332741688523,-0.004278768233387376 +/- 0.0015932843730884318,-0.006061588330632128 +/- 0.0011870232365381339,-0.0033063209076175217 +/- 0.001270399866597431,0.007585089141004831 +/- 0.0024222420346540394
