,bvp_rms,bvp_std,bvp_lineintegral,bvp_n_sign_changes,bvp_iqr_5_95,bvp_kurtosis,bvp_entropy,bvp_max,bvp_mean,bvp_sum,bvp_ptp,bvp_skewness,bvp_min,bvp_pct_5,bvp_pct_95,bvp_svd_entropy,bvp_energy,bvp_iqr,bvp_peaks,bvp_perm_entropy,bvp_n_below_mean,bvp_n_above_mean
0,0.23725815367606407 +/- 0.008082108074072777,0.4438363736871199 +/- 0.008344956311288716,-0.03322277501381985 +/- 0.00405803253780718,0.01603095632946374 +/- 0.004742423568718026,-0.025649530127142117 +/- 0.0032346575651360805,-0.0006080707573244859 +/- 0.0011971480280656504,0.0 +/- 0.0,-0.012548369264787229 +/- 0.002545843878312748,0.0013266998341625146 +/- 0.0007498430053206453,0.0013266998341625146 +/- 0.0007498430053206453,-0.013101160862354943 +/- 0.0032047613135733947,0.006578220011055802 +/- 0.0022173765749177983,-0.008126036484245503 +/- 0.0039013930323037968,-0.026810392482034318 +/- 0.002536223271852869,-0.023327805417357683 +/- 0.004386254156965701,-0.0013266998341625702 +/- 0.003049887058957187,0.03814262023217241 +/- 0.0027417571625510642,0.055113322277501355 +/- 0.003574386547336017,-0.0049751243781095186 +/- 0.004591831875576622,0.0039248203427307725 +/- 0.0012952321187241491,0.026699834162520718 +/- 0.0020091522217121245,0.026699834162520718 +/- 0.0020091522217121245
