,bvp_rms,bvp_std,bvp_lineintegral,bvp_n_sign_changes,bvp_iqr_5_95,bvp_kurtosis,bvp_entropy,bvp_max,bvp_mean,bvp_sum,bvp_ptp,bvp_skewness,bvp_min,bvp_pct_5,bvp_pct_95,bvp_svd_entropy,bvp_energy,bvp_iqr,bvp_peaks,bvp_perm_entropy,bvp_n_below_mean,bvp_n_above_mean
0,0.4095136290753608 +/- 0.0047553129705045945,0.31491181186531264 +/- 0.007674116983772337,0.04115446285408871 +/- 0.002994960069721396,0.04724746125066809 +/- 0.003993915914969391,0.039925173703901626 +/- 0.003089331056465718,0.00026723677177977747 +/- 0.0009635358833415295,0.0 +/- 0.0,0.022875467664350602 +/- 0.002504623092220202,0.00016034206306787536 +/- 0.0003422300501032939,0.00016034206306787536 +/- 0.0003422300501032939,0.02426509887760554 +/- 0.0026205559961798575,0.0024051309460181637 +/- 0.0005975595877872245,0.024211651523249576 +/- 0.0022932590008471216,0.03939070016034204 +/- 0.0024730593909693985,0.04099412079102081 +/- 0.002473059390969378,0.0035275253874933244 +/- 0.0021271778452306147,0.018172100481026177 +/- 0.0018514706654931847,0.02907536076964188 +/- 0.003972400679008454,0.0205237840726884 +/- 0.0027063578623564137,0.00828433992517369 +/- 0.001553654928246796,0.023249599144842304 +/- 0.0030163444274767482,0.023249599144842304 +/- 0.0030163444274767482
