,bvp_peaks,bvp_n_below_mean,bvp_std,bvp_perm_entropy,bvp_lineintegral,bvp_mean,bvp_sum,bvp_skewness,bvp_n_above_mean,bvp_energy,bvp_entropy,bvp_rms,bvp_pct_95,bvp_max,bvp_pct_5,bvp_kurtosis,bvp_iqr,bvp_iqr_5_95,bvp_svd_entropy,bvp_ptp,bvp_n_sign_changes,bvp_min
0,0.02902155887230512 +/- 0.006066872043205591,0.12377003869541184 +/- 0.006132997942403946,0.007075732448866745 +/- 0.0012060488794511514,-0.014980652294085161 +/- 0.0035000920106747916,0.000497512437810943 +/- 0.00016583747927031433,0.0 +/- 0.0,0.0008844665561083432 +/- 0.0005066418678779237,0.005251520176893287 +/- 0.0017697966383175287,0.04040906578220012 +/- 0.0019846681117762855,0.00497512437810943 +/- 0.0012845715907818904,0.0 +/- 0.0,0.0 +/- 0.0,0.03875069098949695 +/- 0.002415262827523914,-0.01796572692095083 +/- 0.0014677631893147255,0.0016583747927031434 +/- 0.0008913496681369279,-0.0045328911000552695 +/- 0.00324973763553324,-0.00381426202321723 +/- 0.0031894685985078145,-0.011276948590381485 +/- 0.001605952354486886,0.006522940851299031 +/- 0.002783787354784768,0.011387506909894918 +/- 0.0016248688177666116,0.026478717523493633 +/- 0.003500092010674773,0.02564953012714206 +/- 0.0031192340474661844
