,bvp_rms,bvp_std,bvp_lineintegral,bvp_n_sign_changes,bvp_iqr_5_95,bvp_kurtosis,bvp_entropy,bvp_max,bvp_mean,bvp_sum,bvp_ptp,bvp_skewness,bvp_min,bvp_pct_5,bvp_pct_95,bvp_svd_entropy,bvp_energy,bvp_iqr,bvp_peaks,bvp_perm_entropy,bvp_n_below_mean,bvp_n_above_mean
0,0.5298795180722892 +/- 0.005070271183735142,0.3078915662650602 +/- 0.0053506049869365534,0.002289156626505984 +/- 0.00366233353098087,-0.001265060240963889 +/- 0.0025621891949562385,0.05391566265060238 +/- 0.007144334500807478,0.0038554216867469405 +/- 0.001117303433192252,0.0 +/- 0.0,-0.022168674698795222 +/- 0.0018626054016554743,-0.0014457831325301652 +/- 0.00114932433905655,-0.0014457831325301652 +/- 0.00114932433905655,-0.017590361445783177 +/- 0.0030928910007213253,-0.020602409638554264 +/- 0.0016342963814759597,-0.0013855421686747472 +/- 0.004014507730493049,0.12602409638554213 +/- 0.005552635480386946,-0.016506024096385585 +/- 0.0031440935784818997,-0.005542168674698833 +/- 0.002495459659904571,0.0201204819277108 +/- 0.00337779416117498,0.01379518072289152 +/- 0.003380478999180302,0.025120481927710814 +/- 0.006024397582831723,-0.007048192771084383 +/- 0.002364793545348266,-0.022228915662650638 +/- 0.0030054143815099695,-0.022228915662650638 +/- 0.0030054143815099695
