,bvp_n_sign_changes,bvp_pct_5,bvp_std,bvp_ptp,bvp_lineintegral,bvp_max,bvp_entropy,bvp_mean,bvp_sum,bvp_rms,bvp_pct_95,bvp_iqr_5_95,bvp_skewness,bvp_iqr,bvp_kurtosis,bvp_perm_entropy,bvp_energy,bvp_n_below_mean,bvp_peaks,bvp_svd_entropy,bvp_min,bvp_n_above_mean
0,0.006734366648850898 +/- 0.001900201906427697,0.0006948156066274747 +/- 0.0008634684351364882,0.003313735970069487 +/- 0.0011413231696452413,0.00481026189203636 +/- 0.0012187871994646196,0.00048102618920363714 +/- 0.000734779641093939,-0.0027258150721539143 +/- 0.0013615969217377721,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0024051309460181858 +/- 0.0012246327351565585,-0.0014965259219668291 +/- 0.0007855124776429172,-0.0010689470871191654 +/- 0.0011211211631963031,0.006787814003206827 +/- 0.0012882919073430178,-0.0006413682522715014 +/- 0.0005756456234243055,-0.0008017103153393878 +/- 0.0011525311947005918,0.003260288615713547 +/- 0.0021703838059055998,-0.0019241047568145375 +/- 0.0007633809116561154,0.008605024051309496 +/- 0.0018116997602007775,0.03313735970069481 +/- 0.004070429238836943,-0.01715660074826293 +/- 0.0017310673159488716,0.003848209513629075 +/- 0.0007090592817435381,0.0031533939070016335 +/- 0.0012971310635501508
