,bvp_n_sign_changes,bvp_pct_5,bvp_std,bvp_ptp,bvp_lineintegral,bvp_max,bvp_entropy,bvp_mean,bvp_sum,bvp_rms,bvp_pct_95,bvp_iqr_5_95,bvp_skewness,bvp_iqr,bvp_kurtosis,bvp_perm_entropy,bvp_energy,bvp_n_below_mean,bvp_peaks,bvp_svd_entropy,bvp_min,bvp_n_above_mean
0,0.0073783359497645255 +/- 0.0008582532426403415,0.0025117739403453855 +/- 0.0010146896614162955,0.007535321821036112 +/- 0.0011747746897249529,-0.0030350601779173037 +/- 0.0006942176431931754,0.004552590266875989 +/- 0.000663975800128182,0.010308738880167456 +/- 0.0018874608892591727,0.0 +/- 0.0,0.00020931449502876732 +/- 0.000256356854294403,0.00026164311878597025 +/- 0.0005362088312903955,0.006174777603349035 +/- 0.0007690705628832559,-0.0019884877027733783 +/- 0.0013402667163647938,-0.002825745682888503 +/- 0.0008502394981304112,0.004290947148090007 +/- 0.001298762286341256,0.006070120355834652 +/- 0.0016907895783781796,-0.0038199895342752475 +/- 0.001345364744341444,0.021821036106750413 +/- 0.002281551999643306,0.00748299319727892 +/- 0.0012613260903395038,0.018942961800104664 +/- 0.0029950995334912045,0.038304552590266897 +/- 0.0025291566663724965,0.0005756148613291545 +/- 0.0024926227867743886,0.002616431187859769 +/- 0.0009648921462368379,0.01784406070120358 +/- 0.002357112638316121
