,bvp_peaks,bvp_n_below_mean,bvp_std,bvp_perm_entropy,bvp_lineintegral,bvp_mean,bvp_sum,bvp_skewness,bvp_n_above_mean,bvp_energy,bvp_entropy,bvp_rms,bvp_pct_95,bvp_max,bvp_pct_5,bvp_kurtosis,bvp_iqr,bvp_iqr_5_95,bvp_svd_entropy,bvp_ptp,bvp_n_sign_changes,bvp_min
0,0.1073260073260073 +/- 0.003346168975143514,0.06614338042909468 +/- 0.004779984195361263,0.0019884877027734004 +/- 0.0002093144950287673,0.03935112506541073 +/- 0.002757077942924024,0.0030873888016744845 +/- 0.0023687012658830547,0.001412872841444257 +/- 0.000525896160184255,0.0011512297226582758 +/- 0.0006102513757033366,0.016535845107273663 +/- 0.0024898748829660423,0.1255363683935112 +/- 0.00729397947823503,0.02087912087912084 +/- 0.0013123952071150597,0.0 +/- 0.0,-0.01151229722658299 +/- 0.0021061864780217688,-0.000889586603872361 +/- 0.00047095761381474744,0.018681318681318636 +/- 0.0020937989559123606,0.00041862899005753464 +/- 0.00039159156324162234,0.011878597592883256 +/- 0.0024661165186704694,0.00204081632653057 +/- 0.0036513982259381507,-0.00010465724751443917 +/- 0.0007326007326007333,0.054421768707482956 +/- 0.004321469978453713,0.02040816326530609 +/- 0.0024986575376898684,0.03244374672946097 +/- 0.003208730448300557,0.027053898482469873 +/- 0.003557191920325987
