,bvp_peaks,bvp_n_below_mean,bvp_std,bvp_perm_entropy,bvp_lineintegral,bvp_mean,bvp_sum,bvp_skewness,bvp_n_above_mean,bvp_energy,bvp_entropy,bvp_rms,bvp_pct_95,bvp_max,bvp_pct_5,bvp_kurtosis,bvp_iqr,bvp_iqr_5_95,bvp_svd_entropy,bvp_ptp,bvp_n_sign_changes,bvp_min
0,0.05646437994722955 +/- 0.006248342001315314,0.10923482849604223 +/- 0.006912727343034445,-0.0037467018469657053 +/- 0.000927619832783454,-0.008232189973614768 +/- 0.0033558022365350023,0.017572559366754625 +/- 0.0021506790366559118,0.005910290237467031 +/- 0.0008766885343449365,0.006015831134564642 +/- 0.0009498680738786446,0.007124010554089721 +/- 0.0019063210414974768,0.011345646437994716 +/- 0.0053621111960162424,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.008918205804749325 +/- 0.0008654997080135442,0.05377308707124011 +/- 0.0030629597595633645,0.00015831134564643358 +/- 0.00024182457493169982,-0.014986807387862799 +/- 0.004294879144986963,0.031767810026385235 +/- 0.0037149796109336216,0.0037467018469657053 +/- 0.0016256381847756525,0.0007915567282321789 +/- 0.0019063210414974646,-0.025593667546174148 +/- 0.0022543545502156925,-0.0071240105540896995 +/- 0.003510325777216377,-0.01551451187335091 +/- 0.004176540145099616
