,bvp_peaks,bvp_n_below_mean,bvp_std,bvp_perm_entropy,bvp_lineintegral,bvp_mean,bvp_sum,bvp_skewness,bvp_n_above_mean,bvp_energy,bvp_entropy,bvp_rms,bvp_pct_95,bvp_max,bvp_pct_5,bvp_kurtosis,bvp_iqr,bvp_iqr_5_95,bvp_svd_entropy,bvp_ptp,bvp_n_sign_changes,bvp_min
0,0.04029930518439331 +/- 0.004548994726018867,0.07300908605024047 +/- 0.0044984768385891594,0.0 +/- 0.0,0.01742383752004272 +/- 0.00426374573493943,0.0028861571352217564 +/- 0.001246595808625402,0.0 +/- 0.0,0.0 +/- 0.0,-0.00037413148049174615 +/- 0.0013102779980899415,0.0 +/- 0.0,0.00016034206306785314 +/- 0.0002449265470312734,0.0 +/- 0.0,0.0 +/- 0.0,-0.0025654730090860943 +/- 0.0016525520933982382,0.035595938001068916 +/- 0.003015870866844655,0.014804917156600695 +/- 0.0020147596819851113,-0.006680919294494958 +/- 0.0008700598928968351,0.0002137894174238042 +/- 0.00026183749254759983,0.004970603955104169 +/- 0.0005879208979155575,0.030678781400320654 +/- 0.0025876469132891803,0.017049706039550982 +/- 0.003636384541565795,0.019828968466060894 +/- 0.0031297522120699826,-0.013415285943345834 +/- 0.0023352273944364965
