,bvp_rms,bvp_std,bvp_lineintegral,bvp_n_sign_changes,bvp_iqr_5_95,bvp_kurtosis,bvp_entropy,bvp_max,bvp_mean,bvp_sum,bvp_ptp,bvp_skewness,bvp_min,bvp_pct_5,bvp_pct_95,bvp_svd_entropy,bvp_energy,bvp_iqr,bvp_peaks,bvp_perm_entropy,bvp_n_below_mean,bvp_n_above_mean
0,0.2468072289156626 +/- 0.0074662350223270064,0.3709036144578314 +/- 0.008046397967393454,0.1418674698795181 +/- 0.009755502855844372,0.05518072289156627 +/- 0.004925044201438488,0.02144578313253013 +/- 0.007174493942631046,0.0018674698795180578 +/- 0.000911611201832642,0.0 +/- 0.0,-0.008012048192771093 +/- 0.002877097334038441,-0.0022289156626505878 +/- 0.0007643721409909432,-0.0022289156626505878 +/- 0.0007643721409909432,-0.0035542168674698948 +/- 0.004567600021028291,0.0006024096385542132 +/- 0.002424652023794942,-0.0005421686746987953 +/- 0.00573049589901758,0.015180722891566256 +/- 0.006040940306853816,0.024457831325301216 +/- 0.007179550320693779,-0.006445783132530114 +/- 0.0026812304920804824,0.09397590361445786 +/- 0.003153313814048777,0.09674698795180725 +/- 0.004175355048473123,0.0019879518072289048 +/- 0.004050504933497415,-0.002349397590361446 +/- 0.0009880252690877569,-0.008855421686747 +/- 0.00450842343182353,-0.008855421686747 +/- 0.00450842343182353
