,bvp_n_sign_changes,bvp_pct_5,bvp_std,bvp_ptp,bvp_lineintegral,bvp_max,bvp_entropy,bvp_mean,bvp_sum,bvp_rms,bvp_pct_95,bvp_iqr_5_95,bvp_skewness,bvp_iqr,bvp_kurtosis,bvp_perm_entropy,bvp_energy,bvp_n_below_mean,bvp_peaks,bvp_svd_entropy,bvp_min,bvp_n_above_mean
0,-0.0019277108433735312 +/- 0.0018626054016554745,0.007650602409638529 +/- 0.0019622286114340044,0.00909638554216865 +/- 0.0014620073613869423,-0.027951807228915704 +/- 0.002736823299180855,-0.03674698795180727 +/- 0.003624484085901534,-0.03397590361445786 +/- 0.002273248465555816,0.0 +/- 0.0,0.0008433734939758519 +/- 0.0003995933482355658,-0.003554216867469906 +/- 0.0006842058247952031,-0.02072289156626509 +/- 0.002558645853204267,-0.0009036144578313587 +/- 0.0013537472924243623,0.006385542168674663 +/- 0.0013524062843761186,0.00686746987951804 +/- 0.002289156626506024,-0.00596385542168677 +/- 0.0022289156626506055,0.0019277108433734646 +/- 0.0024216567761736964,-0.04500000000000006 +/- 0.003913808643561628,-0.0118674698795181 +/- 0.001980636412382366,-0.027831325301204867 +/- 0.0035923015700904982,-0.07006024096385546 +/- 0.0032780163519067072,-0.02590361445783137 +/- 0.00507599383926288,-0.03843373493975908 +/- 0.0015892657781051839,-0.014518072289156659 +/- 0.003926768310296952
