,bvp_n_sign_changes,bvp_pct_5,bvp_std,bvp_ptp,bvp_lineintegral,bvp_max,bvp_entropy,bvp_mean,bvp_sum,bvp_rms,bvp_pct_95,bvp_iqr_5_95,bvp_skewness,bvp_iqr,bvp_kurtosis,bvp_perm_entropy,bvp_energy,bvp_n_below_mean,bvp_peaks,bvp_svd_entropy,bvp_min,bvp_n_above_mean
0,-0.003554216867469884 +/- 0.002504894323649599,-0.00915662650602409 +/- 0.001394679144914481,-0.002530120481927689 +/- 0.0018430191012985915,-0.008373493975903623 +/- 0.0013855421686746947,-0.009759036144578292 +/- 0.002185344234604458,-0.020481927710843374 +/- 0.0017250386823224433,0.0 +/- 0.0,-0.0001204819277108471 +/- 0.0005902384922368946,0.0014457831325301318 +/- 0.0003995933482355893,-0.0043975903614457915 +/- 0.0019436464825182773,0.004036144578313239 +/- 0.000810459279944177,-0.002409638554216875 +/- 0.0018271989021810943,-0.010361445783132528 +/- 0.001782969709270931,-0.010843373493975895 +/- 0.0023175161520085953,-0.0033132530120482005 +/- 0.0016220375925104068,0.0027710843373494167 +/- 0.0015048187947947994,-0.00987951807228915 +/- 0.001811240527514817,-0.03385542168674701 +/- 0.003057488563963732,0.0006626506024096313 +/- 0.005595928366557291,0.005060240963855411 +/- 0.0022891566265060216,-0.005903614457831319 +/- 0.0027579573836770256,-0.030240963855421698 +/- 0.003362719454687444
