,hrv_std,hrv_svd_entropy,hrv_min,scl_iqr,bvp_n_below_mean,scl_mean,scl_max,hrv_pct_5,scl_pct_95,scr_iqr,bvp_kurtosis,bvp_peaks,hrv_pct_95,hrv_iqr,scr_skewness,scr_energy,scl_lineintegral,scr_std,scl_svd_entropy,scl_skewness,scr_svd_entropy,bvp_lineintegral,bvp_skewness,scl_rms,scr_sum,bvp_pct_95,scl_n_below_mean,hrv_max,scr_ptp,hrv_peaks,bvp_energy,hrv_ptp,bvp_mean,hrv_sum,hrv_entropy,hrv_n_above_mean,scl_kurtosis,bvp_std,hrv_n_below_mean,hrv_n_sign_changes,bvp_sum,bvp_n_above_mean,bvp_iqr_5_95,scl_n_above_mean,scr_mean,bvp_entropy,scr_perm_entropy,hrv_mean,hrv_kurtosis,scl_n_sign_changes,scr_min,scl_perm_entropy,scr_peaks,scr_entropy,scr_n_sign_changes,scr_n_below_mean,scr_max,scr_kurtosis,scr_n_above_mean,scl_peaks,scl_energy,scl_pct_5,hrv_perm_entropy,scr_rms,bvp_pct_5,hrv_rms,scr_pct_5,hrv_skewness,bvp_rms,scl_sum,bvp_iqr,bvp_min,scr_pct_95,bvp_perm_entropy,scl_std,hrv_iqr_5_95,bvp_max,scl_entropy,bvp_n_sign_changes,hrv_lineintegral,scl_ptp,scr_iqr_5_95,hrv_energy,bvp_ptp,scl_iqr_5_95,scr_lineintegral,bvp_svd_entropy,scl_min
0,-0.001345609065155784 +/- 0.0008930255108299202,0.001876770538243666 +/- 0.0023438074707327005,0.0007436260623229884 +/- 0.003014910036293669,0.006267705382436295 +/- 0.0010146281007007221,0.004426345609065185 +/- 0.0022465611792580682,0.011260623229461785 +/- 0.002586683054922048,0.0009560906515581169 +/- 0.00047640311781422466,0.008038243626062336 +/- 0.0011203464603085258,0.004922096317280467 +/- 0.0028304256527468437,-0.02584985835694048 +/- 0.0030088733408283434,-0.005594900849858331 +/- 0.0009606699692811796,-0.015191218130311579 +/- 0.00478883956456316,-0.015616147308781836 +/- 0.0015632960378643384,3.3306690738754695e-17 +/- 0.0008673830533934852,-0.00038951841359771147 +/- 0.0005358621087259578,0.0 +/- 0.0,0.0 +/- 0.0,0.005417847025495792 +/- 0.001399061350222277,-0.005559490084985808 +/- 0.002833082498437609,-3.541076487247885e-05 +/- 0.0008144475920679886,-0.009525495750708202 +/- 0.0015712965816100486,-0.004461756373937653 +/- 0.0011977007454169796,0.002195467422096353 +/- 0.0025623303845786986,-0.007932011331444744 +/- 0.001028742142091636,0.0 +/- 0.0,0.010516997167138841 +/- 0.002300609896711177,0.0027974504249292376 +/- 0.0005119274891926677,-0.012393767705382397 +/- 0.00351620158280634,-0.0025141643059489625 +/- 0.0005358621087259674,0.0016643059490085489 +/- 0.0008681055716806875,0.0024433427762039937 +/- 0.0013101983002832824,-0.003966005665722361 +/- 0.0005665722379603402,0.0 +/- 0.0,-0.0025141643059489738 +/- 0.0015144054377013516,-0.0007436260623229218 +/- 0.0008446785015493126,0.0 +/- 0.0,-7.082152974504651e-05 +/- 0.00014164305949009303,0.0011331444759207332 +/- 0.00034695322135738993,0.0 +/- 0.0,0.0 +/- 0.0,0.0003186968838527093 +/- 0.00040218897633148695,0.03555240793201135 +/- 0.005874772891612023,-0.007790368271954629 +/- 0.001315451531232779,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.012110481586402256 +/- 0.0015899393994790172,0.00021246458923515065 +/- 0.0005299797998263481,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0009206798866856047 +/- 0.0002832861189801861,-0.0009915014164305514 +/- 0.0009206798866855502,-0.022450424929178446 +/- 0.002529825934772191,0.0 +/- 0.0,0.0 +/- 0.0,0.03629603399433431 +/- 0.005887671961187319,-0.02167138810198297 +/- 0.0031465807211789112,0.0007436260623229663 +/- 0.0006615276803211577,0.0 +/- 0.0,0.039270538243626085 +/- 0.0020796100368308656,-0.00580736543909346 +/- 0.0009528062356284246,0.0 +/- 0.0,-0.0010623229461755978 +/- 0.001952414837406537,-0.0001770538243626163 +/- 0.0001770538243626163,-0.008498583569405072 +/- 0.001276753284512749,-0.02910764872521242 +/- 0.0030821607856924903,-0.003718130311614698 +/- 0.0019921505919313093,0.0 +/- 0.0,0.017138810198300325 +/- 0.0018750994751945882,-0.005382436260623213 +/- 0.0013039626515242199,0.0 +/- 0.0,-0.0005311614730877934 +/- 0.0013828345743460736,-0.02283994334277617 +/- 0.002802824114065833,-0.0007082152974503874 +/- 0.0014685864981110425,0.0261331444759207 +/- 0.002507922267652383,-0.0022308781869688097 +/- 0.0008236333817006141,0.0 +/- 0.0,0.0 +/- 0.0,0.00046033994334280235 +/- 0.00022673952682128942,0.0 +/- 0.0,0.039128895184136016 +/- 0.00496824514918998,-0.03162181303116145 +/- 0.0037876278431219663,0.00053116147308786 +/- 0.0014186420413604978
