,bvp_rms,hrv_sum,hrv_mean,hrv_rms,hrv_max,hrv_energy,bvp_std,hrv_n_below_mean,hrv_n_above_mean,hrv_min,scl_pct_95,scl_energy,hrv_std,hrv_pct_5,hrv_pct_95,bvp_pct_5,hrv_entropy,bvp_iqr_5_95,hrv_lineintegral,bvp_pct_95,hrv_ptp,bvp_min,scr_rms,bvp_ptp,bvp_n_sign_changes,hrv_iqr_5_95,bvp_energy,bvp_perm_entropy,bvp_skewness,bvp_n_below_mean,bvp_n_above_mean,scl_lineintegral,bvp_max,scl_entropy,scl_iqr_5_95,scr_max,scr_ptp,scl_min,hrv_skewness,scl_n_sign_changes,bvp_iqr,scr_peaks,scl_svd_entropy,scr_iqr,scl_pct_5,scr_svd_entropy,bvp_lineintegral,scl_kurtosis,scr_perm_entropy,scr_entropy,scr_n_below_mean,scr_n_above_mean,scr_energy,scr_min,bvp_entropy,hrv_n_sign_changes,scr_pct_5,scl_peaks,scl_sum,scl_mean,scl_n_above_mean,scl_n_below_mean,bvp_mean,bvp_sum,scr_kurtosis,hrv_perm_entropy,bvp_peaks,hrv_peaks,scr_n_sign_changes,scl_iqr,scr_mean,scr_sum,scr_skewness,bvp_kurtosis,hrv_iqr,scl_skewness,hrv_kurtosis,scr_pct_95,scr_iqr_5_95,hrv_svd_entropy,scl_perm_entropy,scl_std,scl_ptp,scr_std,scr_lineintegral,scl_max,bvp_svd_entropy,scl_rms
0,0.4022475570032573 +/- 0.007630010701893967,0.3886644951140065 +/- 0.007280403553886058,0.3886644951140065 +/- 0.007280403553886058,0.1550488599348534 +/- 0.007176480523133516,0.12355048859934854 +/- 0.004272071104067951,0.0950488599348534 +/- 0.002584603833860241,0.17322475570032575 +/- 0.007695573305977701,0.19775244299674266 +/- 0.005825885655459609,0.1953745928338762 +/- 0.007029795940177834,0.06833876221498368 +/- 0.004468124612242904,-0.021986970684039087 +/- 0.0012636589407994173,-0.002475570032573282 +/- 0.0007312685446463567,0.04198697068403908 +/- 0.0035096113841290486,0.023485342019543963 +/- 0.004472041053549018,0.009609120521172654 +/- 0.0028666345809370305,0.021824104234527675 +/- 0.00366503796196357,0.025309446254071655 +/- 0.0025979113200769142,0.0153745928338762 +/- 0.0030549509023305166,0.0024429967426709996 +/- 0.0007878427767067068,0.007654723127035845 +/- 0.0028777169724501354,0.05960912052117264 +/- 0.0046932674017792645,0.010846905537459284 +/- 0.002740999281617122,-0.005700325732899025 +/- 0.002590549465893646,-0.001205211726384381 +/- 0.002626344592221649,0.02022801302931595 +/- 0.0023689091642445288,0.006482084690553747 +/- 0.003993251530157645,0.01840390879478825 +/- 0.0017796466944166452,0.009478827361563524 +/- 0.0022682332714728044,0.006840390879478808 +/- 0.004052724694461445,0.006775244299674266 +/- 0.004692815234775772,0.006775244299674266 +/- 0.004692815234775772,-0.0028013029315961057 +/- 0.0018264294161402057,0.0009120521172638508 +/- 0.0009073868584484713,0.01218241042345276 +/- 0.0022293079651164458,-0.0016938110749185609 +/- 0.0021399436750041555,-0.003094462540716614 +/- 0.0018033368776112708,-0.0031596091205211676 +/- 0.0018197365112004634,-6.514657980456473e-05 +/- 0.0003798665729541173,-0.0009771986970684154 +/- 0.0010803338079333588,0.0003908794788273884 +/- 0.0001954397394136942,0.002345276872964186 +/- 0.0046405221676894155,-0.0010097719869706756 +/- 0.00039760767477958764,0.0005863192182410604 +/- 0.002868669557824607,-0.0023778501628664685 +/- 0.0016289901954462441,-3.2573289902282364e-05 +/- 0.0006587540200702571,0.016058631921824117 +/- 0.002463755452423535,0.0023452768729641748 +/- 0.0017709807451554752,0.004397394136807819 +/- 0.0013450047441083215,0.0007166123778501676 +/- 0.0014479550990809701,0.0036482084690553918 +/- 0.0006482002847600306,0.00016286644951141183 +/- 0.0003337768979140163,0.00016286644951141183 +/- 0.0003337768979140163,-0.002736156351791541 +/- 0.0007456366867921655,0.00013029315960912946 +/- 0.00015957587900868703,0.0 +/- 0.0,0.0 +/- 0.0,0.002019543973941396 +/- 0.0002437561815488077,0.0 +/- 0.0,0.002638436482084694 +/- 0.0010847443521398573,0.002638436482084694 +/- 0.0010847443521398573,0.0017589576547231256 +/- 0.0006383035160346938,0.0017589576547231256 +/- 0.0006383035160346938,0.0010097719869706866 +/- 0.0008550100813294152,0.0010097719869706866 +/- 0.0008550100813294152,-0.0001954397394136942 +/- 0.0004418456015065624,0.002475570032573282 +/- 0.001917125598640031,-0.0009771986970683933 +/- 0.0033788410371048704,0.004657980456026056 +/- 0.0014715774590327829,-0.0004234527687296596 +/- 0.00041330871467263626,6.514657980456473e-05 +/- 0.00013029315960912946,0.012280130293159618 +/- 0.0020757646861700304,0.012214983713355054 +/- 0.0020716714809326394,-0.0002931596091205191 +/- 0.0006424456978278926,0.0015635179153094536 +/- 0.001440608754885708,-0.004495114006514667 +/- 0.0023252857716709744,0.0016938110749185609 +/- 0.0006955751304254893,0.0002931596091205191 +/- 0.0013465815380191788,0.004723127035830621 +/- 0.0009580091967330547,0.005081433224755705 +/- 0.0011762521228187574,0.012377850162866444 +/- 0.001374268606497015,-0.0027687296416938124 +/- 0.0012968097223058296,0.03925081433224755 +/- 0.001928437800080214,0.03153094462540716 +/- 0.002084690553745941,0.04286644951140064 +/- 0.0028254395364431806,0.04286644951140065 +/- 0.0016364634119974573,0.010977198697068414 +/- 0.0012786831548137203,0.013778501628664497 +/- 0.0023581352179463523,-0.005179153094462541 +/- 0.0010034476743159154
