,accy_pct_5,accy_mean,accz_perm_entropy,accz_pct_5,accz_mean,accx_svd_entropy,accx_perm_entropy,accz_sum,accy_perm_entropy,accx_iqr,accy_sum,accx_energy,accx_std,accx_n_below_mean,accy_peaks,accz_kurtosis,accy_iqr_5_95,accz_pct_95,accy_max,accz_lineintegral,accx_n_above_mean,accx_iqr_5_95,accz_skewness,accx_pct_5,accy_iqr,accz_iqr,accz_svd_entropy,accy_lineintegral,accz_rms,accy_n_below_mean,accz_energy,accz_n_above_mean,accz_n_sign_changes,accz_entropy,accx_max,accx_skewness,accx_ptp,accx_entropy,accy_ptp,accx_rms,accx_kurtosis,accx_lineintegral,accz_ptp,accy_svd_entropy,accy_entropy,accz_n_below_mean,accy_energy,accy_kurtosis,accy_std,accx_mean,accy_n_above_mean,accz_iqr_5_95,accx_n_sign_changes,accx_min,accz_max,accx_sum,accy_rms,accz_min,accy_skewness,accy_n_sign_changes,accz_std,accy_pct_95,accz_peaks,accx_peaks,accy_min,accx_pct_95
0,0.02606137032366541 +/- 0.0022946354037757396,0.04745691467002945 +/- 0.003656998738965964,0.0 +/- 0.0,-0.002522068095838581 +/- 0.0008194026351247518,0.07772173182009248 +/- 0.0025182119883564898,0.020596889449348454 +/- 0.003083164492793995,0.03480453972257249 +/- 0.0034345015915620827,0.0796553173602354 +/- 0.003472616990722644,0.008490962589323248 +/- 0.0009361520576427035,0.0 +/- 0.0,0.059562841530054644 +/- 0.0037030911289175285,0.0 +/- 0.0,-0.01151744430432956 +/- 0.0014944421046348263,0.0012189995796553221 +/- 0.0006076852582934484,0.0 +/- 0.0,0.0002522068095838437 +/- 0.0002788251189874066,0.00012610340479192185 +/- 0.0002691519225486535,0.0894913829340059 +/- 0.003045396500492645,0.006052963430012615 +/- 0.0018533339794071682,0.06986128625472889 +/- 0.0014777970434003368,-0.003783102143757877 +/- 0.0005316986397928861,0.00021017234131986973 +/- 0.0004699596421815166,0.0007566204287515532 +/- 0.000617777993135736,0.011811685582177378 +/- 0.0018746618849077503,0.0 +/- 0.0,4.203446826397395e-05 +/- 0.00012610340479192182,-0.02753257671290458 +/- 0.0016088826573354127,0.0 +/- 0.0,0.0 +/- 0.0,0.0008827238335434862 +/- 0.0003965523804984059,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-8.40689365279479e-05 +/- 0.0005884825556956353,0.004497688104245501 +/- 0.001030487656337228,0.0 +/- 0.0,-0.0007145859604875792 +/- 0.000328299692135648,0.01693989071038251 +/- 0.0008204800881018556,0.033627574611181175 +/- 0.002443790139344031,0.0015973097940310988 +/- 0.0008976106138740289,0.012862547288776793 +/- 0.0014217347225967036,0.0 +/- 0.0,0.01630937368642288 +/- 0.0018966816599711794,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.009667927700714585 +/- 0.0009399192843630927,0.0021857923497267786 +/- 0.0005576502379748517,-0.0019756200084068976 +/- 0.000977696792737552,0.0 +/- 0.0,-0.002185792349726756 +/- 0.0004118519954237968,0.005926860025220704 +/- 0.001054219100797336,0.0 +/- 0.0,0.0003362757461117916 +/- 0.0001681378730558958,0.01151744430432955 +/- 0.001446376673735629,0.0 +/- 0.0,0.012063892391761245 +/- 0.0018035677135708247,-0.00029424127784783983 +/- 0.001144233508937881,0.04678436317780581 +/- 0.004182588010628243,0.0 +/- 0.0,0.2103404791929382 +/- 0.006138183887775294,0.022824716267339208 +/- 0.001899009163190652,0.030811265237494743 +/- 0.003420324819913953,0.0006725514922236275 +/- 0.0005044136191677391,4.203446826397395e-05 +/- 0.00022636253918176466
