,accx_mean,accz_energy,accz_perm_entropy,accy_perm_entropy,accx_n_below_mean,accx_lineintegral,accy_pct_95,accz_peaks,accz_std,accx_pct_5,accz_sum,accz_mean,accx_max,accx_ptp,accz_max,accz_ptp,accx_iqr,accx_iqr_5_95,accy_pct_5,accy_peaks,accx_svd_entropy,accx_sum,accz_n_sign_changes,accz_iqr,accy_sum,accy_mean,accz_rms,accz_min,accy_n_above_mean,accy_rms,accy_n_sign_changes,accz_pct_95,accx_n_above_mean,accx_perm_entropy,accy_ptp,accy_min,accx_n_sign_changes,accy_iqr_5_95,accy_skewness,accy_kurtosis,accx_peaks,accx_kurtosis,accz_n_below_mean,accz_skewness,accx_pct_95,accy_max,accz_kurtosis,accy_std,accy_n_below_mean,accx_skewness,accy_iqr,accz_n_above_mean,accx_std,accy_entropy,accz_entropy,accy_lineintegral,accx_entropy,accx_min,accz_pct_5,accz_iqr_5_95,accy_svd_entropy,accz_lineintegral,accz_svd_entropy,accy_energy,accx_rms,accx_energy
0,-0.0003357112882920399 +/- 0.00031402915541534163,0.022954259336970262 +/- 0.0034197369252000507,0.3122534620226606 +/- 0.00981533995341079,0.13738984473352922 +/- 0.007232416457510874,-0.000377675199328531 +/- 0.002421212209274309,0.04154427192614357 +/- 0.0050286704755166485,0.007679395719681126 +/- 0.001829645770590986,0.0326059588753672 +/- 0.00471436106146604,0.0014687368862778328 +/- 0.0019161477225062276,0.00965169953839703 +/- 0.0030143994957730464,0.031011330255979918 +/- 0.00294017021495652,0.031011330255979918 +/- 0.00294017021495652,0.009693663449433542 +/- 0.002657014875077921,0.005874947545111253 +/- 0.0018672761612494376,-0.0020142677297523503 +/- 0.0015679011071984305,0.014183801930339957 +/- 0.002851076416527577,-0.007217792698279424 +/- 0.001665919701324313,-0.0026856903063364967 +/- 0.000923206042803191,0.03428451531682759 +/- 0.0031010734010645897,0.018799832144355898 +/- 0.004102173532471637,0.021191775073436902 +/- 0.004235029836170462,0.00877045740663034 +/- 0.0026303707837540473,0.01661770877045745 +/- 0.0023228455733274134,0.0003776751993286309 +/- 0.001332973577362037,-0.001007133864876164 +/- 0.0006280583108306937,-0.001007133864876164 +/- 0.0006280583108306937,0.07767519932857748 +/- 0.003965312044143189,0.015904322282836815 +/- 0.0027030101410302743,-0.0030633655056650833 +/- 0.0014050078928059698,0.03470415442719268 +/- 0.00589305404753555,0.00029374737725560427 +/- 0.0015252020012913323,-0.015568610994544652 +/- 0.0011636948907983243,0.020646244229962286 +/- 0.00294226573948101,0.0019303399076794458 +/- 0.0015498267152849012,4.196391103654662e-05 +/- 0.002347354808383864,0.004951741502308071 +/- 0.0019575163725875987,0.0017205203524969126 +/- 0.0007376582388269698,0.006630297943768415 +/- 0.0017281796292046988,-0.004951741502307971 +/- 0.0028634027879533216,0.0010910616869492795 +/- 0.0013558954613011724,-0.0006294586655475776 +/- 0.0012900063910146315,0.006504406210658897 +/- 0.0014925236461417375,-0.000377675199328531 +/- 0.00043811609353381275,0.0 +/- 0.0,0.006210658833403338 +/- 0.0013243586939202295,-0.0023499790180444347 +/- 0.00046729033678810465,0.007343684431389041 +/- 0.0013565446810948156,0.0016365925304238859 +/- 0.002231990960465321,0.009735627360470057 +/- 0.001522312811348468,0.01200167855644151 +/- 0.0027974541858999404,0.0004616030214016242 +/- 0.0012227278459364989,0.00016785564414607547 +/- 0.001031322343889593,0.012043642467478011 +/- 0.0017307251890307594,0.0006714225765841686 +/- 0.0015384223902495488,0.0014687368862778328 +/- 0.0017123126951828242,0.0066722618548049175 +/- 0.0019179848731894827,0.010155266470835122 +/- 0.001463331579870969,0.00020981955518261096 +/- 0.002133566734181465,-0.0007553503986570953 +/- 0.0008961039237961693,0.0055812001678556935 +/- 0.0019417096603037076,-0.0054553084347460645 +/- 0.001904625382779744,0.0013848090642048171 +/- 0.0025735204542949286,0.011246328157784369 +/- 0.00315036917819948,0.07469576164498536 +/- 0.002895205759237984,-0.005874947545111153 +/- 0.0020212496145685776,0.003566932438103265 +/- 0.002360819669162448
