,accy_pct_95,accy_sum,accy_mean,accx_iqr_5_95,accy_max,accy_min,accy_energy,accz_energy,accx_iqr,accz_iqr_5_95,accx_svd_entropy,accz_svd_entropy,accx_energy,accx_lineintegral,accz_pct_95,accx_kurtosis,accy_n_above_mean,accz_std,accz_lineintegral,accz_min,accx_sum,accy_iqr_5_95,accx_mean,accy_skewness,accy_ptp,accz_max,accz_iqr,accy_iqr,accz_rms,accy_std,accz_peaks,accx_skewness,accx_rms,accz_sum,accy_n_sign_changes,accy_rms,accz_pct_5,accy_pct_5,accz_n_above_mean,accy_lineintegral,accz_n_sign_changes,accx_n_below_mean,accy_svd_entropy,accx_pct_5,accx_min,accx_n_sign_changes,accz_skewness,accz_n_below_mean,accz_kurtosis,accy_entropy,accy_peaks,accz_entropy,accx_entropy,accx_perm_entropy,accy_n_below_mean,accx_n_above_mean,accz_ptp,accx_peaks,accy_kurtosis,accx_ptp,accz_mean,accx_max,accx_pct_95,accx_std,accy_perm_entropy,accz_perm_entropy
0,0.017253803042434013 +/- 0.0012461475113109228,0.010328262610088113 +/- 0.001115163192728932,0.006805444355484458 +/- 0.0012659238031098275,0.0047237790232186215 +/- 0.0009093528175821279,0.003642914331465219 +/- 0.0011386279145979054,0.002602081665332323 +/- 0.0012042921502394726,0.0024019215372298452 +/- 0.0004736653148998794,0.0023618895116093498 +/- 0.0008482634147484649,0.0020816653322658805 +/- 0.0003489911083699426,0.0018014411529224117 +/- 0.0006516741631745144,0.0016012810248199338 +/- 0.0004736653148998794,0.0015612489991994384 +/- 0.00033253097930015626,0.0015212169735789427 +/- 0.000560448358686938,0.0012810248198559693 +/- 0.0004311581110595991,0.0012409927942354736 +/- 0.0006565740379045792,0.0010408326661329958 +/- 0.00036689957525666496,0.0010008006405124892 +/- 0.0005142206796903684,0.0010008006405124892 +/- 0.0006266003139511068,0.0009607686148919936 +/- 0.0005717716916367443,0.0008807045636510136 +/- 0.00029957224874090186,0.0008006405124100002 +/- 0.0005063695212439605,0.0007205764611690312 +/- 0.00039223214456094916,0.0007205764611690202 +/- 0.0003922321445609696,0.0006004803843075446 +/- 0.0002685429916933239,0.0006004803843075224 +/- 0.00048204942268987065,0.0005604483586870268 +/- 0.0006253202302567589,0.0005204163330665423 +/- 0.0002563300335241505,0.00048038430744601346 +/- 0.00058834821684146,0.000440352281825529 +/- 0.0005204163330664791,0.00036028823058454896 +/- 0.00033253097930019366,0.00032025620496404226 +/- 0.00024019215372301784,0.0003202562049640312 +/- 0.00029957224874094934,0.0002802241793435245 +/- 0.000507949461186968,0.0002802241793435245 +/- 0.00047535396665488214,0.00024019215372302893 +/- 0.00040824815961515,0.00024019215372301784 +/- 0.00032025620496401456,0.00020016012810253336 +/- 0.0003227485087389747,0.00020016012810252225 +/- 0.0008632449420675956,0.0001601281024820378 +/- 0.0003668995752567134,0.00012009607686155332 +/- 0.0005079494611869653,0.00012009607686153112 +/- 0.000360288230584507,0.00012009607686153112 +/- 0.0002563300335241765,0.00012009607686153112 +/- 0.0002563300335241765,8.006405124102444e-05 +/- 0.0005310848343243577,8.006405124101334e-05 +/- 0.00016012810248202669,4.003202562051778e-05 +/- 0.00021557905552983665,2.2204460492503132e-17 +/- 0.00025318476062199783,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-4.0032025620462266e-05 +/- 0.0011526164971087441,-4.0032025620473366e-05 +/- 0.0002802241793435039,-4.0032025620484466e-05 +/- 0.00021557905552982223,-0.00016012810248197117 +/- 0.0002655424171621797,-0.00020016012810245565 +/- 0.00044757165282224615,-0.00020016012810245565 +/- 0.00041020619559488386,-0.00024019215372297342 +/- 0.00019611607228047458,-0.0004003202562049557 +/- 0.0002531847606219627,-0.0004403522818254513 +/- 0.000280224179343469,-0.0004403522818254513 +/- 0.00041794661765053384,-0.0008006405124099114 +/- 0.0001790286611288826,-0.0016413130504403183 +/- 0.00045467640879104533,-0.0027622097678142053 +/- 0.001426061899964511
