,accy_iqr_5_95,accx_iqr_5_95,accy_pct_95,accz_mean,accx_std,accx_skewness,accy_std,accx_pct_95,accy_energy,accy_svd_entropy,accz_peaks,accx_n_above_mean,accy_n_above_mean,accx_n_below_mean,accx_kurtosis,accy_kurtosis,accy_skewness,accz_sum,accz_rms,accx_sum,accy_rms,accy_n_below_mean,accx_entropy,accx_iqr,accy_peaks,accz_pct_95,accy_entropy,accy_sum,accy_iqr,accx_svd_entropy,accy_ptp,accz_lineintegral,accz_kurtosis,accz_skewness,accz_n_below_mean,accx_rms,accz_iqr,accx_energy,accx_ptp,accz_n_above_mean,accx_lineintegral,accx_min,accx_max,accy_max,accz_pct_5,accx_n_sign_changes,accz_entropy,accx_pct_5,accz_energy,accz_perm_entropy,accz_iqr_5_95,accz_std,accy_pct_5,accx_peaks,accy_lineintegral,accz_ptp,accz_n_sign_changes,accz_svd_entropy,accy_perm_entropy,accx_mean,accz_max,accy_n_sign_changes,accz_min,accy_min,accx_perm_entropy,accy_mean
0,-0.00017846519928610416 +/- 0.000718801069220365,-0.0007733491969065809 +/- 0.0010406219919414786,-0.007614515169541924 +/- 0.004121906532140381,-0.006781677572873268 +/- 0.0020120802528599347,0.0014277215942891219 +/- 0.0007847058868693059,-0.001516954193932185 +/- 0.00028060622046567293,0.0003271861986912872 +/- 0.0005395109205002231,0.005145746579417021 +/- 0.001144668733188228,0.0015764425936942272 +/- 0.0009504191141386328,-0.005562165377751349 +/- 0.0017397178841034645,0.0005948839976204878 +/- 0.0008620688129797245,0.0008923259964307096 +/- 0.000703876238322373,0.0008923259964307096 +/- 0.0009215903262837345,-0.002230814991076724 +/- 0.0004461629982153566,-0.00017846519928612636 +/- 0.0007664544156290853,2.9744199881054367e-05 +/- 0.0009065883791867022,0.0009220701963117417 +/- 0.0008868561282495622,-0.0006543723973824855 +/- 0.0016867872550574699,-0.000446162998215327 +/- 0.001652075440451965,0.0035395597858417726 +/- 0.0009725034339245536,0.0021118381915526617 +/- 0.0011243937044280693,0.0013384889946460477 +/- 0.0009615246802643836,-0.0026769779892920733 +/- 0.0007981206344436965,-0.0031231409875074113 +/- 0.0007194162178731499,0.0023200475907198094 +/- 0.0008178302846441257,0.0018441403926234613 +/- 0.000675658339773973,0.001041046995835826 +/- 0.0007194162178731406,0.009012492563950036 +/- 0.0027001770890627795,0.002825698988697223 +/- 0.0014342133790887595,0.002558001189768011 +/- 0.0006808758561724831,0.0063355145746579414 +/- 0.001167625605377193,0.001368233194527091 +/- 0.0010147960802636513,0.00020820939916716964 +/- 0.0002676977989292216,-0.0009220701963117084 +/- 0.000630268295669752,-8.923259964305208e-05 +/- 0.000461754155153464,0.004937537180249874 +/- 0.0015352156931069622,0.0008328375966686786 +/- 0.0005452201897627359,0.009845330160618703 +/- 0.0008666747343446289,0.005205234979179063 +/- 0.0008848587020014062,-0.0005651397977394334 +/- 0.0006015392152336876,-0.0021118381915526396 +/- 0.0013198517389847702,0.003390838786436645 +/- 0.0008943067446979674,0.008953004164187994 +/- 0.0009905309818766625,-0.01799524092801902 +/- 0.0021252017463291215,0.0075847709696609256 +/- 0.00220689135057103,0.004372397382510429 +/- 0.0010307985396290071,-0.002320047590719798 +/- 0.0005919021041681271,0.003569303985722805 +/- 0.0014326703841513672,0.0013384889946460477 +/- 0.0009706822648471406,0.011094586555621677 +/- 0.0013890891646443297,0.0033016061867935597 +/- 0.0012790005948839882,0.001041046995835826 +/- 0.0008333685738323512,0.02117787031528854 +/- 0.0019810619637533264,-0.0006543723973824855 +/- 0.0008178302846441121,0.005800118976799551 +/- 0.0010064797332355153,0.0028554431885782217 +/- 0.001331530594027325,0.0030339083878643813 +/- 0.0009936521765907247,0.008328375966686508 +/- 0.0013759706729589997,0.01606186793575254 +/- 0.001522484698640064,0.0038667459845330267 +/- 0.000959221623830894,0.005026769779892937 +/- 0.0020149362944009734,0.005978584176085678 +/- 0.0010924668454614641,0.003004164187983349 +/- 0.0015192852812756954,0.009666864961332577 +/- 0.0012136945724629887,0.017459845330160616 +/- 0.0032092048178032065,0.015288518738845947 +/- 0.001745556305903779
