,accx_mean,accz_energy,accz_rms,accy_perm_entropy,accx_energy,accx_sum,accz_perm_entropy,accx_rms,accy_energy,accz_peaks,accy_peaks,accx_n_below_mean,accz_svd_entropy,accx_n_above_mean,accz_min,accy_pct_95,accz_lineintegral,accy_svd_entropy,accy_pct_5,accz_std,accx_max,accz_ptp,accz_n_sign_changes,accx_iqr_5_95,accx_lineintegral,accy_min,accx_iqr,accy_skewness,accz_sum,accz_mean,accx_pct_5,accz_n_above_mean,accy_iqr,accx_pct_95,accx_ptp,accx_perm_entropy,accy_lineintegral,accz_skewness,accy_n_above_mean,accx_min,accx_n_sign_changes,accx_std,accy_sum,accy_mean,accz_n_below_mean,accy_std,accy_n_below_mean,accz_iqr,accz_pct_95,accx_svd_entropy,accy_ptp,accx_peaks,accy_entropy,accy_kurtosis,accy_n_sign_changes,accy_iqr_5_95,accz_max,accx_skewness,accy_max,accz_iqr_5_95,accx_kurtosis,accy_rms,accz_pct_5,accz_entropy,accz_kurtosis,accx_entropy
0,0.38429959260419927 +/- 0.0036331973299604933,0.48962707615167655 +/- 0.005255472167408734,0.1304293324976496 +/- 0.004314659675210452,0.20830460670636158 +/- 0.008922348333521757,0.2161078031964901 +/- 0.005766898710321999,0.21955499843309303 +/- 0.00544995367178399,0.13610153556878715 +/- 0.0071490117754127785,0.003509871513632057 +/- 0.00108377414389161,0.07492948918834216 +/- 0.006717554953291278,0.04581635850830458 +/- 0.002695079912253215,0.05239736759636474 +/- 0.004280381342266097,0.03422124725791283 +/- 0.004002948881688667,0.0012848636790974144 +/- 0.002951280737371246,0.0010341585709808254 +/- 0.0030223031096532566,0.04412409902851766 +/- 0.0024225820232012247,0.07514885615794419 +/- 0.0029257135736719055,0.14719523660294573 +/- 0.00652864514644234,0.05857098088373548 +/- 0.004111033474679637,0.02146662488248192 +/- 0.004134378272406385,0.026825446568473788 +/- 0.0028557281729600726,0.05506110937010339 +/- 0.002868937691046276,0.03713569413976806 +/- 0.0034535993616672074,0.041115637731118725 +/- 0.0013427944397134896,-0.0030711375744281177 +/- 0.0010746742838910815,0.09423378251331865 +/- 0.006737408256758691,0.019335631463491043 +/- 0.003559466282833753,-0.008053901598245105 +/- 0.0011978385994118818,0.022344092760889944 +/- 0.0021486630794637297,0.008022563459730469 +/- 0.0018497467331085786,0.008022563459730469 +/- 0.0018497467331085786,0.0010968348480099865 +/- 0.002265251064682073,0.005045440300846094 +/- 0.0011338171429097759,0.017424005014102108 +/- 0.0026709214356204986,-0.010466938263867177 +/- 0.0014712246435983026,0.01648386085866497 +/- 0.003080715945457727,0.0038232528987777624 +/- 0.0029156260356284556,0.08856157944218108 +/- 0.005404716048213125,0.009244750861798767 +/- 0.001353357748773989,0.0003760576621748113 +/- 0.0006837174625280695,0.00047007207771854187 +/- 0.0026191260555815496,-0.0013475399561266531 +/- 0.0008757874404564082,0.03685365089313691 +/- 0.002700176650396476,0.015418364149169517 +/- 0.002952445180398336,0.015418364149169517 +/- 0.002952445180398336,-0.003666562206204993 +/- 0.0017281498814117357,-0.010247571294265156 +/- 0.002242593627428986,-0.0029457850203698176 +/- 0.0015301229226867556,-0.004888749608273313 +/- 0.0013602340591795993,0.003791914760263215 +/- 0.0014323277821405654,0.0019429645879034396 +/- 0.001565652898376281,0.005108116577875232 +/- 0.00138065752252654,0.02297085553118141 +/- 0.00198719384048734,-0.0026637417737386815 +/- 0.0007315962099610667,0.0006581009088059808 +/- 0.0009954484596846416,0.0005954246317768197 +/- 0.0007475312091429988,0.005014102162331513 +/- 0.0011123935662362282,0.003979943591350621 +/- 0.0016226378522092846,-0.009464117831400842 +/- 0.0019154756239343291,-0.009965528047634009 +/- 0.001400081974533923,-0.0015669069257286505 +/- 0.002370124776081376,0.0011595111250391366 +/- 0.0003976364005155129,-0.0288310874334065 +/- 0.0028308592392694964,-0.004951425885302452 +/- 0.0027740891226989274,-0.01228455029771236 +/- 0.002802267490580786,-0.013945471638984686 +/- 0.0018971871974509983,-0.010529614540896303 +/- 0.0016174851645959039
