,accz_energy,accx_mean,accx_sum,accx_energy,accy_energy,accz_svd_entropy,accx_svd_entropy,accx_lineintegral,accz_perm_entropy,accx_std,accx_rms,accz_peaks,accx_pct_95,accy_peaks,accy_rms,accz_rms,accx_skewness,accx_pct_5,accx_n_above_mean,accx_min,accz_min,accy_sum,accy_mean,accx_perm_entropy,accy_ptp,accz_iqr_5_95,accx_iqr,accy_entropy,accy_min,accx_entropy,accy_pct_95,accz_max,accz_ptp,accz_kurtosis,accz_n_above_mean,accx_n_sign_changes,accz_skewness,accx_iqr_5_95,accz_iqr,accy_svd_entropy,accz_pct_5,accy_kurtosis,accy_skewness,accy_max,accy_iqr_5_95,accy_iqr,accy_n_sign_changes,accy_n_above_mean,accy_n_below_mean,accy_pct_5,accz_pct_95,accz_n_below_mean,accx_max,accx_kurtosis,accy_std,accx_n_below_mean,accz_lineintegral,accz_entropy,accy_perm_entropy,accx_peaks,accz_sum,accz_mean,accx_ptp,accz_n_sign_changes,accy_lineintegral,accz_std
0,0.2820416889363977 +/- 0.00792409978194795,0.21154462854088724 +/- 0.00599849827754065,0.25312667022982366 +/- 0.0066807055016567364,0.26472474612506686 +/- 0.005845342426582004,0.1014430785676109 +/- 0.0032405144609778955,0.029716729021913413 +/- 0.004310389129589727,-0.005611972207375715 +/- 0.004141738913107296,0.006787814003206838 +/- 0.003726396154688048,0.1192410475681454 +/- 0.006039551042223394,0.0035809727418492977 +/- 0.001374127218832975,0.016034206306787823 +/- 0.003188975711421964,0.05280598610368788 +/- 0.004294454179925307,0.0033137359700694978 +/- 0.000748262960983421,0.034206306787814014 +/- 0.006121997247793207,0.1241047568145377 +/- 0.007447424243014588,0.17632282202031 +/- 0.0037675646282366738,-0.004061998931052901 +/- 0.0007999267529179961,0.010368786745056136 +/- 0.0019739375000127706,0.0031533939070016227 +/- 0.0016114177906660983,-0.0012292891501870628 +/- 0.0008634684351364738,0.0019775521111705108 +/- 0.0008297260660748392,0.0030999465526456603 +/- 0.0007855124776429203,0.0030999465526456603 +/- 0.0007855124776429203,0.004543025120256572 +/- 0.0040156715673461945,-0.005344735435595915 +/- 0.002028184496099438,0.0030999465526456603 +/- 0.0020533803006198346,0.003634420096205249 +/- 0.0008551576696953514,0.0005344735435595993 +/- 0.00174011978579366,-0.0015499732763228137 +/- 0.00136159692173778,-0.004115446285408863 +/- 0.001122394441475126,0.04591127739176911 +/- 0.001443078567610911,0.004543025120256572 +/- 0.0014191253925549881,0.0022447888829503215 +/- 0.0014695592821878836,-0.0001068947087119021 +/- 0.0010084426651049475,-0.0010689470871191654 +/- 0.0010689470871191762,0.0015499732763228247 +/- 0.0007726794385249007,0.0008017103153394212 +/- 0.0003585357526723278,0.01138428647781935 +/- 0.0031352238110235165,-0.00026723677177979964 +/- 0.00043090634678239343,-0.0018172100481026244 +/- 0.000763380911656106,0.001175841795831123 +/- 0.001260270029134322,0.0008017103153394212 +/- 0.0005476724086563133,-0.000374131480491724 +/- 0.00041743718203670303,-0.004115446285408853 +/- 0.0008297260660748183,-0.02057723142704434 +/- 0.0029782216388572974,0.003260288615713547 +/- 0.0006524081034598363,-0.0024585783003741035 +/- 0.0011005483849264456,0.0010154997327632477 +/- 0.0012523115461101015,-0.0028327097808658387 +/- 0.001454907278334181,0.02298236237306257 +/- 0.003942082076875633,0.0010689470871191986 +/- 0.0006760614986998049,-0.00026723677177976636 +/- 0.0010756072580170137,0.012185996793158748 +/- 0.0025386086770791943,0.0009620523784072855 +/- 0.0011160135231331335,-0.010582576162479939 +/- 0.0025386086770791917,-0.0027792624265098763 +/- 0.0018941790643152705,0.0008551576696953722 +/- 0.002030999465526457,-0.0001068947087119021 +/- 0.0018941790643152753,0.04045964724746125 +/- 0.004585583661956524,-0.0017637626937466512 +/- 0.0029376603065016074,-0.0020309994655264506 +/- 0.0008879341382061069,-0.0020309994655264506 +/- 0.0008879341382061069,0.004115446285408886 +/- 0.0014351385977656372,0.0034206306787814113 +/- 0.0006413682522714996,0.0714591127739177 +/- 0.006042388288406637,0.002244788882950288 +/- 0.0025832273594002214
