,accy_min,accz_pct_95,accx_svd_entropy,accy_pct_5,accx_n_sign_changes,accx_min,accy_peaks,accz_svd_entropy,accz_iqr_5_95,accz_entropy,accz_skewness,accy_entropy,accz_max,accy_svd_entropy,accz_n_below_mean,accz_energy,accz_peaks,accz_iqr,accz_std,accy_skewness,accx_skewness,accx_entropy,accx_n_below_mean,accz_lineintegral,accx_iqr_5_95,accy_rms,accz_ptp,accy_kurtosis,accz_sum,accy_std,accx_n_above_mean,accz_kurtosis,accx_kurtosis,accz_n_above_mean,accx_ptp,accx_std,accz_mean,accz_pct_5,accz_rms,accy_lineintegral,accy_energy,accx_iqr,accy_n_above_mean,accx_rms,accy_n_below_mean,accy_mean,accz_n_sign_changes,accy_n_sign_changes,accz_min,accy_sum,accy_iqr,accx_lineintegral,accy_iqr_5_95,accx_max,accy_pct_95,accx_pct_5,accz_perm_entropy,accy_max,accx_energy,accx_mean,accy_ptp,accx_pct_95,accx_perm_entropy,accy_perm_entropy,accx_peaks,accx_sum
0,-0.004810261892036305 +/- 0.0012420042799168602,0.0004275788348477083 +/- 0.0007090592817435515,-0.006199893105291243 +/- 0.0014773142662838279,-0.007910208444681942 +/- 0.0007855124776429082,-0.004008551576696917 +/- 0.0005476724086563079,-0.0024585783003740922 +/- 0.0009007108255666812,-0.0021913415285942928 +/- 0.0007347796410939276,-0.00037413148049166847 +/- 0.0008959409200555979,-0.0028861571352217672 +/- 0.000641368252271507,-0.0010154997327631921 +/- 0.0007347796410939341,-0.00037413148049165735 +/- 0.00041743718203667745,0.0 +/- 0.0,-0.0025120256547300434 +/- 0.0010432507373566654,-0.001496525921966818 +/- 0.0006675572419453275,-5.344735435595105e-05 +/- 0.00016034206306785314,0.001068947087119243 +/- 0.0009855205192189171,-0.0003741314804916795 +/- 0.0005371392635553437,5.3447354355962154e-05 +/- 0.00016034206306788645,-0.0024051309460181415 +/- 0.0006435913724634985,0.0012292891501871294 +/- 0.00048102618920365937,-0.0003206841261357285 +/- 0.0005450582056218686,-0.000106894708711891 +/- 0.0004659432328744516,-0.0002137894174238042 +/- 0.00042757883484765,0.00037413148049175726 +/- 0.0010154997327632435,-0.001710315339390678 +/- 0.0003206841261357729,-0.0011223944414751053 +/- 0.0008088052351908801,-0.0024051309460181303 +/- 0.0006865436974166171,-0.0013361838588989428 +/- 0.0004927602596094797,-0.0011223944414750831 +/- 0.0006070452534260078,-0.005611972207375693 +/- 0.0004927602596094797,-0.0005344735435595438 +/- 0.0004140014266389327,-0.0006948156066274192 +/- 0.0004810261892036273,-0.000106894708711891 +/- 0.0003206841261357285,-5.344735435593995e-05 +/- 0.0002878228117121373,-0.0025654730090860166 +/- 0.0006232979043126839,0.0001068947087119465 +/- 0.0005756456234243138,0.00048102618920365937 +/- 0.000772679438524906,-0.002779262426509832 +/- 0.0004659432328744643,-0.0009086050240512567 +/- 0.0005879208979155665,0.001389631213255005 +/- 0.00042757883484767777,-0.004061998931052868 +/- 0.0011758417958311006,0.0005879208979155837 +/- 0.00016034206306788642,0.002725815072153981 +/- 0.0006524081034598409,-0.004756814537680343 +/- 0.0010809058480041073,-0.0002137894174238042 +/- 0.00026183749254759983,0.020256547300908655 +/- 0.0016808321959932025,0.0012827365045430695 +/- 0.0006844601002066191,6.661338147750939e-17 +/- 0.0008943452982726622,-0.002993051843933681 +/- 0.0007999267529180021,0.01127739176910747 +/- 0.0011325291341751575,0.0005344735435596437 +/- 0.001352122997399619,0.0008017103153394323 +/- 0.0005476724086563405,-0.005451630144307806 +/- 0.0005756456234243489,-0.0010154997327631698 +/- 0.0009086050240513109,0.0001068947087119687 +/- 0.0019969579574846863,-0.0024585783003741035 +/- 0.0005951645497413022,0.00021378941742387081 +/- 0.0013135441718273046,0.003313735970069531 +/- 0.0017203075296024675,-0.0025120256547300434 +/- 0.0009869687500063853,-0.0012827365045429584 +/- 0.001074278527110747,-0.005398182789951855 +/- 0.00069481560662749,0.0005344735435596326 +/- 0.0006323976251309191,0.005184393372528096 +/- 0.0018053816947145487,0.004008551576696995 +/- 0.0009927405462857742,-0.001924104756814493 +/- 0.0007633809116561028,-0.001924104756814493 +/- 0.0005951645497413062
