,accy_pct_95,accy_std,accx_max,accx_svd_entropy,accx_pct_95,accy_n_below_mean,accz_perm_entropy,accx_iqr_5_95,accx_peaks,accz_max,accz_lineintegral,accz_svd_entropy,accz_n_above_mean,accz_rms,accz_iqr,accz_entropy,accz_pct_5,accz_pct_95,accz_ptp,accz_sum,accz_energy,accz_std,accz_mean,accy_svd_entropy,accy_entropy,accz_min,accy_n_sign_changes,accy_pct_5,accz_peaks,accz_kurtosis,accz_skewness,accz_n_sign_changes,accz_n_below_mean,accz_iqr_5_95,accx_ptp,accy_rms,accy_n_above_mean,accy_lineintegral,accy_iqr_5_95,accy_iqr,accy_peaks,accy_kurtosis,accy_min,accy_max,accy_ptp,accy_sum,accx_entropy,accy_mean,accy_skewness,accy_energy,accx_std,accx_pct_5,accx_n_below_mean,accx_iqr,accx_n_above_mean,accx_lineintegral,accx_skewness,accx_n_sign_changes,accx_mean,accx_min,accx_sum,accx_energy,accy_perm_entropy,accx_kurtosis,accx_rms,accx_perm_entropy
0,0.1025301204819277 +/- 0.006316976736828101,0.0 +/- 0.0,0.0 +/- 0.0,0.08343373493975902 +/- 0.006948632630057002,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0008433734939759074 +/- 0.0006708149834735054,0.01608433734939759 +/- 0.002395288596635077,-0.0015060240963855388 +/- 0.0007253972637826884,0.0 +/- 0.0,0.017228915662650623 +/- 0.005509331742252383,0.003554216867469884 +/- 0.0005003990278866004,0.0 +/- 0.0,0.01036144578313255 +/- 0.0013416299669469869,0.03554216867469877 +/- 0.003941066803324347,0.0 +/- 0.0,0.0 +/- 0.0,0.03126506024096387 +/- 0.0025337037162425427,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0024698795180722933 +/- 0.0008281763304137005,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.01614457831325302 +/- 0.0017624986552202144,0.0 +/- 0.0,0.0 +/- 0.0,0.0036144578313253017 +/- 0.002825551662544232,0.0 +/- 0.0,0.0 +/- 0.0,-0.008132530120481929 +/- 0.0021425806317805786,0.00993975903614457 +/- 0.0014570345328250324,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.07138554216867468 +/- 0.006025602221432605,0.0 +/- 0.0,0.011265060240963853 +/- 0.0022548153340015424,0.002048192771084334 +/- 0.00118047698447382,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.002650602409638536 +/- 0.0016867469879518022,0.010963855421686753 +/- 0.002282806665240532,0.0075903614457831226 +/- 0.002208470214436573,0.010783132530120476 +/- 0.0022289156626505795,0.0 +/- 0.0,0.05102409638554214 +/- 0.009540350623933058
