,hrv_sum,hrv_mean,hrv_max,hrv_lineintegral,hrv_min,hrv_n_below_mean,hrv_rms,hrv_n_above_mean,hrv_svd_entropy,hrv_entropy,hrv_iqr,hrv_ptp,hrv_iqr_5_95,hrv_std,hrv_kurtosis,hrv_n_sign_changes,hrv_perm_entropy,hrv_peaks,hrv_skewness,hrv_energy,hrv_pct_95,hrv_pct_5
0,0.3012800819252432 +/- 0.008307564039880012,0.3012800819252432 +/- 0.008307564039880012,0.21362007168458783 +/- 0.008296827076509616,0.2080901177675371 +/- 0.0068704037348569485,0.20235535074244754 +/- 0.005594060536097356,0.11751152073732718 +/- 0.008762345448498788,0.1073220686123912 +/- 0.007629803726268664,0.10650281618023553 +/- 0.008438449185643692,0.09825908858166921 +/- 0.006697459095727073,0.08499743983614952 +/- 0.005186464828305404,0.04567332309267791 +/- 0.004361605619876471,0.019457245263696875 +/- 0.0028600594047657867,0.009933435739887354 +/- 0.0032961550311175008,0.0027137736815155966 +/- 0.0023132323600771067,0.00025601638504862967 +/- 0.0008335289603737661,0.0 +/- 0.0,-0.006554019457245275 +/- 0.0037402933676906765,-0.007014848950332808 +/- 0.002124164722241832,-0.008550947260624686 +/- 0.0019571443782505265,-0.028059395801331287 +/- 0.002930688790835494,-0.03814644137224782 +/- 0.0038809922297260184,-0.04992319508448541 +/- 0.004575464782798774
