,hrv_svd_entropy,hrv_max,hrv_pct_95,hrv_peaks,hrv_perm_entropy,hrv_skewness,hrv_entropy,hrv_ptp,hrv_std,hrv_n_sign_changes,hrv_n_below_mean,hrv_iqr_5_95,hrv_n_above_mean,hrv_mean,hrv_kurtosis,hrv_rms,hrv_sum,hrv_iqr,hrv_energy,hrv_pct_5,hrv_lineintegral,hrv_min
0,-0.008372579801151258 +/- 0.003407393112736713,-0.026164311878597635 +/- 0.0043214699784537,-0.007116692830978577 +/- 0.0029620034951512034,0.006227106227106172 +/- 0.0019502506701814964,-0.009105180533752 +/- 0.002354206568121833,-0.001622187336473091 +/- 0.003117398431942732,0.0016745159602302051 +/- 0.0022299608323037667,-0.01004709576138153 +/- 0.0031028711837516715,-0.011250654107796998 +/- 0.001707709981379464,0.0 +/- 0.0,-0.0021978021978022455 +/- 0.0024744302286838047,-0.004971219256933579 +/- 0.0023314149042329055,-0.0054945054945055305 +/- 0.0018013515937267033,-0.0021454735740450313 +/- 0.0024370760904646816,-0.006384092098377847 +/- 0.0016842989994171919,-0.010099424385138722 +/- 0.0025318619368713794,-0.001569858712715877 +/- 0.0036555205016374627,-0.009994767137624327 +/- 0.0030463170230932376,-0.0006279434850863907 +/- 0.00412567312285232,-0.04029304029304033 +/- 0.0041070469639662216,-0.026425954997383615 +/- 0.00566141540048864,-0.057613814756671954 +/- 0.004129985038697143
