,hrv_lineintegral,hrv_svd_entropy,hrv_max,hrv_iqr,hrv_mean,hrv_std,hrv_ptp,hrv_iqr_5_95,hrv_energy,hrv_sum,hrv_rms,hrv_pct_5,hrv_entropy,hrv_skewness,hrv_peaks,hrv_n_below_mean,hrv_n_sign_changes,hrv_perm_entropy,hrv_n_above_mean,hrv_kurtosis,hrv_pct_95,hrv_min
0,0.10625895843287148 +/- 0.008763641107088391,0.007692307692307698 +/- 0.003571887948698635,0.034878165312947906 +/- 0.00805457831357345,0.021834687052078326 +/- 0.0035112993839795667,0.05714285714285713 +/- 0.004472825509209158,0.01118012422360246 +/- 0.0005320367284118651,-0.001433349259436245 +/- 0.0019230398277590122,0.003248924988055413 +/- 0.0033770849588289215,0.01032011466794075 +/- 0.004144337972709316,0.01853798375537504 +/- 0.003927132840522599,-0.0095078834209269 +/- 0.0032082698450453056,0.010559006211180121 +/- 0.0032786504470707556,-0.007787864309603443 +/- 0.001982080125436349,0.004156712852365019 +/- 0.002169051020127317,0.009507883420926889 +/- 0.001916499868144434,-0.0010989010989011171 +/- 0.0018633540372670677,0.0 +/- 0.0,0.003870043000477763 +/- 0.0026033698472671413,-0.00043000477783085024 +/- 0.00033444816053510576,0.007262302914476815 +/- 0.002218478120639062,0.02121356903965599 +/- 0.002969951317328242,0.0491638795986622 +/- 0.006033891557724917
