,hrv_sum,hrv_mean,hrv_max,hrv_lineintegral,hrv_min,hrv_n_below_mean,hrv_rms,hrv_n_above_mean,hrv_svd_entropy,hrv_entropy,hrv_iqr,hrv_ptp,hrv_iqr_5_95,hrv_std,hrv_kurtosis,hrv_n_sign_changes,hrv_perm_entropy,hrv_peaks,hrv_skewness,hrv_energy,hrv_pct_95,hrv_pct_5
0,0.13046709129511674 +/- 0.008475300915588973,0.13046709129511674 +/- 0.008475300915588973,0.05276008492568999 +/- 0.005844428708492915,0.0703821656050955 +/- 0.009144928473155723,0.09633757961783435 +/- 0.006909392880163769,0.12484076433121012 +/- 0.005078927267051241,0.2969214437367303 +/- 0.009367124593824107,0.1039808917197452 +/- 0.006362567077580841,0.09336518046709126 +/- 0.0036112927161728427,0.08885350318471334 +/- 0.0029761880613325257,-0.015711252653927844 +/- 0.0010126743114829639,0.004033970276008469 +/- 0.0009844605621545284,0.09516985138004241 +/- 0.0027483213303608456,0.021868365180467052 +/- 0.005090009382053878,0.003131634819532869 +/- 0.0005541563964389797,0.0 +/- 0.0,0.008651804670912921 +/- 0.00100849256900213,-0.0017515923566879255 +/- 0.0005838641188959583,0.0029193205944798017 +/- 0.001283799004506153,0.06056263269639062 +/- 0.005835986657706774,0.15143312101910822 +/- 0.005546899599529388,0.1581210191082802 +/- 0.005654548058778579
