,hrv_sum,hrv_mean,hrv_max,hrv_lineintegral,hrv_min,hrv_n_below_mean,hrv_rms,hrv_n_above_mean,hrv_svd_entropy,hrv_entropy,hrv_iqr,hrv_ptp,hrv_iqr_5_95,hrv_std,hrv_kurtosis,hrv_n_sign_changes,hrv_perm_entropy,hrv_peaks,hrv_skewness,hrv_energy,hrv_pct_95,hrv_pct_5
0,0.0012035583464154564 +/- 0.0008453947891891031,0.0012035583464154564 +/- 0.0008453947891891031,0.25787545787545785 +/- 0.006083638568009893,0.21601255886970172 +/- 0.004913320604628167,0.21318681318681315 +/- 0.0058467724640349095,0.22119309262166403 +/- 0.005024910420486506,0.28503401360544217 +/- 0.008834243426465233,0.25934065934065936 +/- 0.007627065206070973,-0.00010465724751442806 +/- 0.003779271603405079,-0.00863422291993723 +/- 0.003352709257905047,0.12098377812663523 +/- 0.0034138161026269057,-0.0003139717425431843 +/- 0.0006279434850863408,0.12004186289900569 +/- 0.003472665624916168,0.025379382522239646 +/- 0.0023078050309994777,-3.3306690738754695e-17 +/- 0.0007020621593405896,0.0 +/- 0.0,0.006541077969649378 +/- 0.0009719610476717307,0.0003663003663003539 +/- 0.000525896160184235,0.0023024594453165625 +/- 0.0010775123119818823,0.2145473574045002 +/- 0.008871206625967916,0.0814756671899529 +/- 0.004397161519318844,0.21376242804814233 +/- 0.007867587264085525
