,hrv_sum,hrv_mean,hrv_max,hrv_lineintegral,hrv_min,hrv_n_below_mean,hrv_rms,hrv_n_above_mean,hrv_svd_entropy,hrv_entropy,hrv_iqr,hrv_ptp,hrv_iqr_5_95,hrv_std,hrv_kurtosis,hrv_n_sign_changes,hrv_perm_entropy,hrv_peaks,hrv_skewness,hrv_energy,hrv_pct_95,hrv_pct_5
0,0.05736738703339882 +/- 0.006440742619955006,0.05736738703339882 +/- 0.006440742619955006,0.021119842829076606 +/- 0.007747247211446098,0.06100196463654223 +/- 0.006959224068392351,0.05112966601178781 +/- 0.007414551064401423,0.04611984282907662 +/- 0.005092209441368486,0.35004911591355603 +/- 0.006516147369965094,0.04808447937131629 +/- 0.005129968486167587,0.06110019646365419 +/- 0.005412564759904082,0.06227897838899802 +/- 0.002443979431163978,-0.006974459724950888 +/- 0.007848716839071982,0.004076620825147326 +/- 0.00601965566281402,0.03624754420432219 +/- 0.0021045466881756793,0.04484282907662083 +/- 0.00318345391416479,-4.911591355599709e-05 +/- 0.00014734774066799128,0.0 +/- 0.0,0.007809430255402738 +/- 0.0008908819816904218,9.823182711196087e-05 +/- 0.00029469548133593816,-0.0025540275049116155 +/- 0.001025570383979429,0.022495088408644393 +/- 0.006690589863991273,0.1423379174852652 +/- 0.004590696049331215,0.13222003929273082 +/- 0.005392918362008185
