,hrv_lineintegral,hrv_svd_entropy,hrv_max,hrv_iqr,hrv_mean,hrv_std,hrv_ptp,hrv_iqr_5_95,hrv_energy,hrv_sum,hrv_rms,hrv_pct_5,hrv_entropy,hrv_skewness,hrv_peaks,hrv_n_below_mean,hrv_n_sign_changes,hrv_perm_entropy,hrv_n_above_mean,hrv_kurtosis,hrv_pct_95,hrv_min
0,0.06747496046389037 +/- 0.009209264228538717,-0.023299947285187105 +/- 0.005835889300199489,0.01360042171850292 +/- 0.005764021901038105,0.01618344754876121 +/- 0.0017170793331473177,0.03758566157090145 +/- 0.0020558777016341616,0.0 +/- 0.0,0.006694781233526648 +/- 0.003465172046293042,0.07522403795466528 +/- 0.0035911905809701793,0.032050606220347944 +/- 0.0024590203035720877,0.0025303110173959366 +/- 0.0018382283367593699,0.015445440168687397 +/- 0.0020558777016341672,-0.02329994728518713 +/- 0.004274778056449813,0.0019504480759093613 +/- 0.0008836612869920869,0.0091196626251977 +/- 0.004035696793974317,-0.0033737480231945003 +/- 0.0012739110146119796,0.0010542962572483105 +/- 0.000471495619926168,0.0 +/- 0.0,0.0006852925672114152 +/- 0.0015287295730100304,0.004375329467580425 +/- 0.0012485734614999494,-0.0003162888771744532 +/- 0.0008565143283749103,-0.02419609910384818 +/- 0.005294887414691561,0.08603057459146024 +/- 0.009013462282126086
