,hrv_lineintegral,hrv_svd_entropy,hrv_max,hrv_iqr,hrv_mean,hrv_std,hrv_ptp,hrv_iqr_5_95,hrv_energy,hrv_sum,hrv_rms,hrv_pct_5,hrv_entropy,hrv_skewness,hrv_peaks,hrv_n_below_mean,hrv_n_sign_changes,hrv_perm_entropy,hrv_n_above_mean,hrv_kurtosis,hrv_pct_95,hrv_min
0,0.0936507936507937 +/- 0.004772903517201311,0.06088069636456739 +/- 0.0029454125997480022,0.05232974910394269 +/- 0.007479184694935055,0.02324628776241684 +/- 0.00242554414384579,0.019918074756784487 +/- 0.0017506729131877843,0.01971326164874556 +/- 0.002371435980933831,0.0174603174603175 +/- 0.003609377070881103,0.009472606246799875 +/- 0.002916789630030959,0.008858166922683108 +/- 0.002487973499898908,0.0071684587813620635 +/- 0.001049354917148954,0.0044034818228367075 +/- 0.001654428512176522,0.0025089605734767485 +/- 0.000425326362668642,0.0024577572964670225 +/- 0.0010934027907866278,0.0012800819252432594 +/- 0.0019328813198337975,0.0006144393241167778 +/- 0.0007525314109933001,0.00025601638504867407 +/- 0.00139757747710766,0.0 +/- 0.0,-0.00020481310803887042 +/- 0.0029431864543164013,-0.00035842293906807043 +/- 0.0006080052271908748,-0.005427547363031171 +/- 0.0024363291865581696,-0.016538658474142286 +/- 0.002968465548517305,-0.035330261136712705 +/- 0.00615292120258058
