,hrv_svd_entropy,hrv_max,hrv_pct_95,hrv_peaks,hrv_perm_entropy,hrv_skewness,hrv_entropy,hrv_ptp,hrv_std,hrv_n_sign_changes,hrv_n_below_mean,hrv_iqr_5_95,hrv_n_above_mean,hrv_mean,hrv_kurtosis,hrv_rms,hrv_sum,hrv_iqr,hrv_energy,hrv_pct_5,hrv_lineintegral,hrv_min
0,-0.0020169851380042237 +/- 0.0017411061005155912,0.006104033970276035 +/- 0.001409333126045824,0.005467091295116788 +/- 0.0009801584560838377,-0.0009554140127388088 +/- 0.0005716735464049283,-0.004140127388534987 +/- 0.0018046709129511582,-0.001008492569002084 +/- 0.001099379786476024,0.0004246284501062014 +/- 0.0010825943765589818,-0.0013800424628449659 +/- 0.0012605458691122978,-0.001804670912951134 +/- 0.0010929543674083819,0.0 +/- 0.0,0.0009023354564756225 +/- 0.0004145567768527883,-0.0036093418259023125 +/- 0.0007800922747716946,0.0011677282377919652 +/- 0.0006189970164379336,-0.001326963906581713 +/- 0.0013269639065817307,0.004033970276008514 +/- 0.0008624244590908715,0.0002653927813163648 +/- 0.0008308108196655392,-0.0002123142250530452 +/- 0.001215023688137967,0.0005307855626327185 +/- 0.001087786705515886,-0.0019639065817409485 +/- 0.0013851367675902417,-0.005148619957537126 +/- 0.001062897260854594,-0.014649681528662384 +/- 0.0023038783879204485,-0.005838641188959626 +/- 0.002643290785135618
