,hrv_lineintegral,hrv_svd_entropy,hrv_max,hrv_iqr,hrv_mean,hrv_std,hrv_ptp,hrv_iqr_5_95,hrv_energy,hrv_sum,hrv_rms,hrv_pct_5,hrv_entropy,hrv_skewness,hrv_peaks,hrv_n_below_mean,hrv_n_sign_changes,hrv_perm_entropy,hrv_n_above_mean,hrv_kurtosis,hrv_pct_95,hrv_min
0,0.038555992141453874 +/- 0.005907196875898098,0.04371316306483305 +/- 0.005042460812459953,-0.017337917485265187 +/- 0.005353634577603135,-0.013703339882121756 +/- 0.0025279192991076132,-0.0037328094302553462 +/- 0.0007672150958651172,0.002897838899803562 +/- 0.0013796239592522722,-0.010363457760314276 +/- 0.0031560557615751255,0.004616895874263327 +/- 0.0007980391360153351,-0.003241650294695431 +/- 0.0024380498322182256,0.030943025540275105 +/- 0.0018767164218607773,0.008497053045186687 +/- 0.0028474524637791447,-0.011542239685658085 +/- 0.0019054189333271975,0.019646365422396894 +/- 0.0021296152641138355,-0.009577603143418434 +/- 0.0024186782420913635,-0.00427308447937127 +/- 0.0025145237202692018,0.005206286836935215 +/- 0.0017599678651442883,0.0 +/- 0.0,0.013752455795677843 +/- 0.002552137732174171,-0.0008349705304518173 +/- 0.0013900758053128637,0.006532416502947003 +/- 0.0024660884500261587,0.05108055009823187 +/- 0.004490817072951847,-0.035166994106090324 +/- 0.004322200392927311
