,hrv_svd_entropy,hrv_max,hrv_pct_95,hrv_peaks,hrv_perm_entropy,hrv_skewness,hrv_entropy,hrv_ptp,hrv_std,hrv_n_sign_changes,hrv_n_below_mean,hrv_iqr_5_95,hrv_n_above_mean,hrv_mean,hrv_kurtosis,hrv_rms,hrv_sum,hrv_iqr,hrv_energy,hrv_pct_5,hrv_lineintegral,hrv_min
0,0.01147859922178992 +/- 0.003153611882771885,0.007976653696498059 +/- 0.004285679138504055,0.01157587548638136 +/- 0.004085603112840492,0.0016050583657587492 +/- 0.0016572689725098016,-0.008317120622568064 +/- 0.002623304778241586,0.0006322957198443557 +/- 0.002527779466962303,-0.002675097276264582 +/- 0.0020317702893195865,-0.018628404669260655 +/- 0.0022294098514330694,-0.013132295719844311 +/- 0.0021751634022371415,0.0 +/- 0.0,-0.003258754863813218 +/- 0.0023127419120561672,-0.017023346303501895 +/- 0.0032409204764509178,-0.0022859922178988246 +/- 0.0014599543793583252,-0.006274319066147838 +/- 0.0015140449821277554,0.0008268482490272344 +/- 0.002017749855320182,-0.009533073929961056 +/- 0.0024724251025561848,-0.01177042801556416 +/- 0.0018042059329758113,-0.007830739299610867 +/- 0.0017996108949416278,-0.0034533073929960967 +/- 0.0018257124882415752,-0.0013618677042801508 +/- 0.003403279316057556,-0.02986381322957199 +/- 0.004495805450697005,-0.016731517509727577 +/- 0.00270980316676735
