,scl_pct_95,scl_pct_5,scr_lineintegral,scl_svd_entropy,scr_pct_95,scl_min,scl_sum,scl_skewness,scr_svd_entropy,scl_mean,scr_pct_5,scr_rms,scl_ptp,scl_kurtosis,scr_perm_entropy,scl_perm_entropy,scr_kurtosis,scr_ptp,scr_iqr,scr_skewness,scr_iqr_5_95,scl_iqr,scl_iqr_5_95,scr_n_sign_changes,scl_n_sign_changes,scl_peaks,scr_peaks,scr_min,scr_n_above_mean,scr_n_below_mean,scl_lineintegral,scr_entropy,scr_max,scr_energy,scl_rms,scr_mean,scl_n_below_mean,scl_std,scr_std,scl_n_above_mean,scl_energy,scl_max,scr_sum,scl_entropy
0,0.013579136690647486 +/- 0.0034991144709251255,0.03561151079136691 +/- 0.004264714281071722,0.046133093525179844 +/- 0.0038532887204367826,-0.003372302158273377 +/- 0.0064260818021387115,-0.0014838129496402952 +/- 0.000986138138465004,-0.01551258992805754 +/- 0.002816988328718912,-0.0022032374100719454 +/- 0.0005488559179736357,0.000899280575539585 +/- 0.0013785710176938918,-0.034262589928057544 +/- 0.00208780337522372,-0.014118705035971213 +/- 0.0020027929362697802,-0.0008093525179856065 +/- 0.0007735904017124875,0.01034172661870505 +/- 0.0020506752249984344,-0.011330935251798546 +/- 0.00302831982742496,0.00152877697841729 +/- 0.0014388489208633135,0.005305755395683465 +/- 0.0014047211647314139,-0.0026528776978417268 +/- 0.0013406521147370247,-0.010971223021582743 +/- 0.0019308372799985733,-0.017535971223021564 +/- 0.0005320215632283982,-0.018165467625899278 +/- 0.004479283958781389,0.0 +/- 0.0,0.0018435251798561425 +/- 0.0007374649040852877,-0.021627697841726634 +/- 0.002723573331098517,0.009082733812949672 +/- 0.000799298059111124,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.00013489208633095108 +/- 0.00020605106542070042,-0.00017985611510789034 +/- 0.0009258660198729571,0.008723021582733836 +/- 0.0021109162939398495,0.0 +/- 0.0,-0.03794964028776978 +/- 0.003268485943414801,-0.0020233812949640327 +/- 0.000785263003443036,0.0037320143884892244 +/- 0.0015966979230723382,0.0 +/- 0.0,0.001798561151079159 +/- 0.0006032557493254874,0.004226618705035967 +/- 0.00041210213084135237,-0.016681654676258994 +/- 0.0012630010706104445,-0.0013039568345323826 +/- 0.00046943824230713836,0.0005395683453237599 +/- 0.0003364799808249867,-0.028192446043165474 +/- 0.002099873098711436,-0.0018435251798561314 +/- 0.0010144347277588703,-0.01447841726618706 +/- 0.003573438216961411
