,scl_pct_95,scl_pct_5,scr_lineintegral,scl_svd_entropy,scr_pct_95,scl_min,scl_sum,scl_skewness,scr_svd_entropy,scl_mean,scr_pct_5,scr_rms,scl_ptp,scl_kurtosis,scr_perm_entropy,scl_perm_entropy,scr_kurtosis,scr_ptp,scr_iqr,scr_skewness,scr_iqr_5_95,scl_iqr,scl_iqr_5_95,scr_n_sign_changes,scl_n_sign_changes,scl_peaks,scr_peaks,scr_min,scr_n_above_mean,scr_n_below_mean,scl_lineintegral,scr_entropy,scr_max,scr_energy,scl_rms,scr_mean,scl_n_below_mean,scl_std,scr_std,scl_n_above_mean,scl_energy,scl_max,scr_sum,scl_entropy
0,-0.020231958762886526 +/- 0.0035341036378138437,-0.010996563573883122 +/- 0.00337793870297894,0.06679553264604818 +/- 0.006135999613381475,0.05330756013745708 +/- 0.00405444584073431,-0.003307560137457033 +/- 0.0007696079410295899,0.07753436426116844 +/- 0.007160151714999247,0.058977663230240576 +/- 0.0036803967291051645,-0.0010738831615120126 +/- 0.0025212251874277085,0.011554982817869486 +/- 0.0039013748125977664,0.008419243986254377 +/- 0.0015747682800535477,0.0052835051546392675 +/- 0.0012157192180485272,0.0025343642611684535 +/- 0.0011911876824624058,0.03221649484536086 +/- 0.0043890171046202355,0.0023195876288660488 +/- 0.0008417490525028481,-0.003178694158075579 +/- 0.0039658724699600766,-0.0003436426116838476 +/- 0.0005698668024665616,8.59106529209619e-05 +/- 0.0007873841400267738,-0.013015463917525727 +/- 0.002856125465614988,0.05652920962199316 +/- 0.004768621679167676,0.007474226804123796 +/- 0.0007489517085121405,0.0060996563573884055 +/- 0.0012857929164171574,0.0077319587628866815 +/- 0.0029260114030801275,0.04012027491408943 +/- 0.003356018038595282,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.003049828178694247 +/- 0.0007302405498282029,-0.012457044673539475 +/- 0.002368393256372882,0.0 +/- 0.0,0.08036941580756018 +/- 0.0039623814867976994,0.002147766323024103 +/- 0.0019963831681481937,-0.00588487972508589 +/- 0.0025050727339902545,0.00674398625429562 +/- 0.0017187499161290796,0.01537800687285229 +/- 0.0013419672982657434,0.004682130584192534 +/- 0.0014935857947348495,-0.0018470790378006807 +/- 0.0007932210185833043,0.003694158075601461 +/- 0.0010018817688737813,0.04660652920962205 +/- 0.00349631026548532,-4.295532646048095e-05 +/- 0.00012886597938144284,-0.007989690721649456 +/- 0.0023068250141061006,-0.029982817869415757 +/- 0.003551550963676043,-0.008977663230240518 +/- 0.0021940881080965784,0.004080756013745768 +/- 0.0038191609502397613
