,scl_max,scr_lineintegral,scl_ptp,scr_rms,scl_pct_5,scl_svd_entropy,scl_pct_95,scr_svd_entropy,scl_iqr,scl_min,scl_kurtosis,scr_entropy,scr_perm_entropy,scr_n_sign_changes,scl_lineintegral,scl_n_sign_changes,scl_sum,scl_energy,scl_n_above_mean,scl_n_below_mean,scl_skewness,scr_energy,scr_skewness,scl_mean,scl_peaks,scr_n_below_mean,scr_n_above_mean,scr_min,scr_pct_5,scr_kurtosis,scl_perm_entropy,scl_iqr_5_95,scr_pct_95,scr_iqr_5_95,scr_sum,scr_mean,scl_std,scr_ptp,scr_std,scr_max,scr_peaks,scr_iqr,scl_entropy,scl_rms
0,0.022852233676975874 +/- 0.005710958712927919,0.09652061855670098 +/- 0.008938527633145708,0.0448883161512027 +/- 0.004481580901466456,0.09179553264604808 +/- 0.010174248137404973,0.12117697594501711 +/- 0.005304417586093513,0.09656357388316147 +/- 0.008366480291367604,0.11056701030927832 +/- 0.004489602278506485,0.02087628865979374 +/- 0.005208765082894868,0.024613402061855583 +/- 0.0033386542185262842,-0.014690721649484595 +/- 0.0037878707362626334,-0.00017182130584196819 +/- 0.0008417490525028493,0.0013316151202749094 +/- 0.0015180925298172018,0.0034364261168384758 +/- 0.0011201378703097294,-0.0005584192439863078 +/- 0.0005450419905691837,-0.007431271477663304 +/- 0.0033880290441084294,0.0027920962199312616 +/- 0.00048025514980665413,0.007560137457044647 +/- 0.0014401249668591196,0.0002577319587628857 +/- 0.0002849334012332807,0.0009450171821305808 +/- 0.0006872852233676953,0.0009450171821305808 +/- 0.0006872852233676953,-0.0029209621993128154 +/- 0.0008969335488754736,0.0009020618556700999 +/- 0.00012886597938144284,0.0 +/- 0.00019210205992266168,-0.015721649484536138 +/- 0.0047297696249143486,0.0 +/- 0.0,-0.0005154639175258158 +/- 0.00037447585425611103,-0.0005154639175258158 +/- 0.00037447585425611103,-0.0006872852233677729 +/- 0.0002849334012333276,0.0005154639175257714 +/- 0.00017182130584192382,0.0003436426116838476 +/- 0.00037447585425607027,0.0009879725085910618 +/- 0.0010704412194482017,-0.004639175257732053 +/- 0.001546391752577314,-0.001632302405498387 +/- 0.0004208745262514037,-0.0014604810996564632 +/- 0.00047833027172079057,-0.007345360824742353 +/- 0.0027197879928310435,-0.007345360824742353 +/- 0.0027197879928310435,-0.009536082474226881 +/- 0.002197029527928587,-0.009536082474226881 +/- 0.002420790859726,-0.0001718213058419571 +/- 0.0007967026198879848,-0.00906357388316159 +/- 0.002418121640040811,-0.00493986254295542 +/- 0.0017422078857966645,-0.007474226804123796 +/- 0.001217993718106338,0.004768041237113385 +/- 0.0015301987225564272,0.014304123711340155 +/- 0.00234529788569049
