,scr_lineintegral,scr_max,scr_pct_5,scr_ptp,scr_energy,scl_skewness,scr_svd_entropy,scr_std,scl_ptp,scr_iqr,scr_perm_entropy,scr_kurtosis,scl_rms,scl_kurtosis,scr_iqr_5_95,scr_n_below_mean,scr_skewness,scr_rms,scr_n_above_mean,scr_mean,scl_energy,scr_sum,scl_n_above_mean,scr_pct_95,scl_min,scl_svd_entropy,scl_lineintegral,scl_n_below_mean,scl_perm_entropy,scl_n_sign_changes,scr_min,scr_n_sign_changes,scl_peaks,scl_iqr_5_95,scl_iqr,scr_peaks,scr_entropy,scl_pct_5,scl_max,scl_pct_95,scl_sum,scl_mean,scl_entropy,scl_std
0,0.024527491408934732 +/- 0.0031180359869346116,0.002061855670103163 +/- 0.00213743218292524,0.0037371134020619534 +/- 0.0013590457061474499,-0.005970790378006852 +/- 0.0017757754818379995,-0.005927835051546371 +/- 0.0017585472070840765,0.0011168384879725712 +/- 0.0012179937181063826,0.003006872852233755 +/- 0.0031035037574207143,-0.002061855670103074 +/- 0.0023823753649247614,-0.0038659793814432852 +/- 0.0017918087297778469,0.0018470790378007473 +/- 0.0023687827627083186,0.0008591065292096745 +/- 0.0021218366039911785,0.0014175257731959378 +/- 0.0019215007943595805,-0.01181271477663226 +/- 0.002141313330002487,-0.0034364261168384758 +/- 0.001069579003263633,-0.0036512027491408805 +/- 0.0015753540224134176,0.003135738831615209 +/- 0.001761168384879736,-0.0035223367697594377 +/- 0.002481018741957663,5.551115123125783e-17 +/- 0.0024299202102630885,0.0035652920962200296 +/- 0.0014636361715980035,-0.0009879725085910284 +/- 0.0026273073339129144,-0.015034364261168331 +/- 0.002598708498669093,0.005713058419244077 +/- 0.0018229463207837518,0.0021477663230241363 +/- 0.0016856887345660574,-0.004725085910652904 +/- 0.002329113696172837,-0.011554982817869375 +/- 0.0023562866240382178,0.004682130584192523 +/- 0.001775775481838026,-0.004682130584192423 +/- 0.002448453608247414,0.00030068728522342214 +/- 0.0014761890272714866,0.001202749140893533 +/- 0.0009371745802952079,1.1102230246251566e-17 +/- 0.0005433466770048918,-0.0009879725085910618 +/- 0.0006385768362250194,-0.0001718213058419238 +/- 0.00021043726312570184,0.0 +/- 0.0,-0.006400343642611661 +/- 0.0011597938144329856,-0.010352233676975908 +/- 0.0020818936110056,0.0 +/- 0.0,-0.0013316151202749094 +/- 0.0008251448759578384,-0.017053264604810936 +/- 0.002148195833341915,-0.009149484536082442 +/- 0.0023843108395838262,-0.021864261168384802 +/- 0.002387404335324777,-0.009664948453608213 +/- 0.0031286697138539652,-0.012499999999999956 +/- 0.0027061855670102997,-0.010481099656357351 +/- 0.002731634552505943,-0.007474226804123685 +/- 0.0026839345965314868
