,scr_lineintegral,scr_max,scr_pct_5,scr_ptp,scr_energy,scl_skewness,scr_svd_entropy,scr_std,scl_ptp,scr_iqr,scr_perm_entropy,scr_kurtosis,scl_rms,scl_kurtosis,scr_iqr_5_95,scr_n_below_mean,scr_skewness,scr_rms,scr_n_above_mean,scr_mean,scl_energy,scr_sum,scl_n_above_mean,scr_pct_95,scl_min,scl_svd_entropy,scl_lineintegral,scl_n_below_mean,scl_perm_entropy,scl_n_sign_changes,scr_min,scr_n_sign_changes,scl_peaks,scl_iqr_5_95,scl_iqr,scr_peaks,scr_entropy,scl_pct_5,scl_max,scl_pct_95,scl_sum,scl_mean,scl_entropy,scl_std
0,0.022089947089947114 +/- 0.0022260856369249265,0.009479717813051148 +/- 0.0011707158771915114,0.00934744268077602 +/- 0.0009415412920662629,0.008156966490299834 +/- 0.0018418517261203947,0.007319223985890655 +/- 0.0012502157741408875,0.00679012345679012 +/- 0.0010283865775741155,0.006128747795414469 +/- 0.002217335266433897,0.005643738977072321 +/- 0.0010015711368254496,0.005158730158730163 +/- 0.001818482418633281,0.004894179894179895 +/- 0.001343893355743232,0.004805996472663143 +/- 0.0008469741054805575,0.0044091710758377475 +/- 0.0010978747440907226,0.004320987654320985 +/- 0.0008549699924896563,0.0041005291005291045 +/- 0.0013087144691054462,0.003703703703703731 +/- 0.0014246467743742066,0.0034832451499118176 +/- 0.0008696244675183156,0.0031746031746031854 +/- 0.0008992979741785933,0.0029541446208112944 +/- 0.0009466891778476086,0.00277777777777779 +/- 0.0007649625913975928,0.0027336860670193917 +/- 0.0014328110061086567,0.002645502645502662 +/- 0.0015774729999998485,0.002601410934744275 +/- 0.0010331018089823614,0.002601410934744264 +/- 0.0014005626255968776,0.0022927689594356314 +/- 0.001304995466221228,0.0022486772486772443 +/- 0.0023780928677534,0.0019400352733686121 +/- 0.0024879604902409004,0.0018518518518518602 +/- 0.0009819690234268196,0.001587301587301615 +/- 0.0013256875113203642,0.000881834215167554 +/- 0.0011994242071195348,0.0006172839506172645 +/- 0.0004041072041407139,0.0001322751322751281 +/- 0.000443116209044117,0.0 +/- 0.0,0.0 +/- 0.0,-8.818342151672987e-05 +/- 0.0014328110061086218,-0.00044091710758376035 +/- 0.0016615029701425644,-0.00044091710758376035 +/- 0.0,-0.0005731922398588884 +/- 0.000443116209044117,-0.0023368606701939963 +/- 0.0030037427390213482,-0.0025132275132275007 +/- 0.0038893287813051773,-0.003174603174603152 +/- 0.002469135802469125,-0.0033068783068782915 +/- 0.0016991048384477694,-0.003835978835978826 +/- 0.001685318770160166,-0.004453262786596124 +/- 0.0012227005841148192,-0.005687830687830653 +/- 0.0013293486271323963
