,scl_max,scr_lineintegral,scl_ptp,scr_rms,scl_pct_5,scl_svd_entropy,scl_pct_95,scr_svd_entropy,scl_iqr,scl_min,scl_kurtosis,scr_entropy,scr_perm_entropy,scr_n_sign_changes,scl_lineintegral,scl_n_sign_changes,scl_sum,scl_energy,scl_n_above_mean,scl_n_below_mean,scl_skewness,scr_energy,scr_skewness,scl_mean,scl_peaks,scr_n_below_mean,scr_n_above_mean,scr_min,scr_pct_5,scr_kurtosis,scl_perm_entropy,scl_iqr_5_95,scr_pct_95,scr_iqr_5_95,scr_sum,scr_mean,scl_std,scr_ptp,scr_std,scr_max,scr_peaks,scr_iqr,scl_entropy,scl_rms
0,0.11367242183854413 +/- 0.00685239659385184,0.041950536630891364 +/- 0.0029472016191578387,0.009426038264115833 +/- 0.002404871437559518,0.053056462902473255 +/- 0.0030028279128690924,0.049930004666355665 +/- 0.003151085957281218,0.20919272048530096 +/- 0.00460552984122133,0.08315445636957544 +/- 0.004156986925118073,0.0507232851143258 +/- 0.00400899423401648,0.001959869342043874 +/- 0.0010599922250677314,0.04848343443770424 +/- 0.00662375983538557,0.005132991133924491 +/- 0.0023976169068904048,0.0013999066728884956 +/- 0.0017951828335671216,0.0069062062529165694 +/- 0.0021767435911695184,0.002333177788147478 +/- 0.0014153757245080213,0.002006532897806834 +/- 0.001400684182902839,-0.005179654689687352 +/- 0.0007932804479701349,0.0025664955669622348 +/- 0.00196042478185725,-4.666355576294911e-05 +/- 0.00044022310462233315,0.0005132991133924402 +/- 0.0010933620638226764,0.0005132991133924402 +/- 0.0010933620638226764,0.0025664955669622127 +/- 0.0011477717103358894,0.0 +/- 0.0,0.0011199253383107788 +/- 0.0008136068956678808,0.04965002333177797 +/- 0.0076197457310126695,0.0 +/- 0.0,0.0010265982267848805 +/- 0.0007752332116582428,0.0010265982267848805 +/- 0.0007752332116582428,-0.00023331777881474558 +/- 0.00023331777881474558,-0.0005599626691553894 +/- 0.00018665422305179645,0.00013999066728884735 +/- 0.00041997200186654203,0.0027531497900140423 +/- 0.0018601149256178497,0.0010732617825478298 +/- 0.0013850510573640525,-0.00041997200186654203 +/- 0.00013999066728884735,-0.00041997200186654203 +/- 0.00013999066728884735,-0.0003733084461035929 +/- 0.0011003104174103211,-0.0003733084461035929 +/- 0.0011003104174103211,-0.0006066262249183385 +/- 0.00046896293145687757,-0.0003733084461035929 +/- 0.0006190620233981145,-0.0005599626691553894 +/- 0.0007168591458580125,-0.0006066262249183385 +/- 0.0006615700830031647,0.0 +/- 0.0,-0.001166588894073728 +/- 0.00043021672689187506,-0.015492300513299107 +/- 0.0019885465004818017,0.026178254783014564 +/- 0.0029100255394622224
