,bvp_energy,bvp_max,bvp_ptp,bvp_pct_95,bvp_rms,bvp_pct_5,bvp_entropy,bvp_n_sign_changes,bvp_sum,bvp_lineintegral,bvp_mean,bvp_std,bvp_iqr_5_95,bvp_iqr,bvp_kurtosis,bvp_skewness,bvp_perm_entropy,bvp_svd_entropy,bvp_peaks,bvp_min,bvp_n_below_mean,bvp_n_above_mean
0,-0.009191390343222727 +/- 0.001641272365289811,-0.017044793484584007 +/- 0.002741564087946031,0.0011052937754508884 +/- 0.0022447680490488638,0.007329842931937214 +/- 0.0012530924507584533,-0.015474112856311773 +/- 0.0018432785942704719,-0.012914485165794054 +/- 0.0011280232361643473,0.0 +/- 0.0,-0.0032577079697498233 +/- 0.0016288539848749116,-0.00017452006980801517 +/- 0.0005235602094241071,-0.003955788248981929 +/- 0.0016205221962983117,0.0016870273414776981 +/- 0.0007100963127244669,-0.01692844677137866 +/- 0.0023042818290096765,-0.00418848167539263 +/- 0.0014899649185416608,-0.03304246655031989 +/- 0.0022500383485531,0.00034904013961611913 +/- 0.0007449824592708772,-0.0093077370564281 +/- 0.002522336636262813,-0.0010471204188481132 +/- 0.003555720020927546,-0.005933682373472892 +/- 0.002395725454563561,0.005584642233856951 +/- 0.0038780298574750383,-0.01692844677137866 +/- 0.003148355817972002,-0.007853403141361192 +/- 0.0019511936976437986,-0.023443862710878383 +/- 0.0039630532472952
