,bvp_pct_5,bvp_skewness,bvp_iqr_5_95,bvp_lineintegral,bvp_mean,bvp_min,bvp_sum,bvp_pct_95,bvp_entropy,bvp_energy,bvp_max,bvp_ptp,bvp_std,bvp_rms,bvp_n_above_mean,bvp_perm_entropy,bvp_iqr,bvp_peaks,bvp_kurtosis,bvp_n_sign_changes,bvp_n_below_mean,bvp_svd_entropy
0,0.0022043010752687887 +/- 0.0015101690220632436,-0.010322580645161294 +/- 0.004879161851414368,-0.0072043010752688265 +/- 0.0034693044741723952,-0.02704301075268818 +/- 0.0019979466855980814,0.010645161290322558 +/- 0.0028932524832416674,0.00854838709677418 +/- 0.006202399962174728,0.008763440860215044 +/- 0.0007233131208104242,-0.0006451612903226267 +/- 0.00032258064516128566,0.0 +/- 0.0,-0.00010752688172044333 +/- 0.00021505376344088667,0.014354838709677398 +/- 0.0013397780424061487,0.0001612903225806317 +/- 0.00024637503736319664,-0.0006989247311828372 +/- 0.000682181588196209,-0.05548387096774197 +/- 0.001730481391336676,0.0 +/- 0.0,0.020376344086021504 +/- 0.004229580519401485,0.08774193548387094 +/- 0.004458153213253309,-0.007741935483870988 +/- 0.002126206444439267,-0.03225806451612906 +/- 0.003732592464023611,0.011397849462365573 +/- 0.0016796235862164555,-0.039838709677419384 +/- 0.005330178133636183,-0.007419354838709691 +/- 0.004691919189090616
