,bvp_pct_5,bvp_skewness,bvp_iqr_5_95,bvp_lineintegral,bvp_mean,bvp_min,bvp_sum,bvp_pct_95,bvp_entropy,bvp_energy,bvp_max,bvp_ptp,bvp_std,bvp_rms,bvp_n_above_mean,bvp_perm_entropy,bvp_iqr,bvp_peaks,bvp_kurtosis,bvp_n_sign_changes,bvp_n_below_mean,bvp_svd_entropy
0,-0.00033821871476890085 +/- 0.000373914857988215,0.010992108229988685 +/- 0.003412584186621268,0.0 +/- 0.0,0.006989853438556903 +/- 0.00292036839841908,0.0 +/- 0.0,0.013246899661781275 +/- 0.0031612344741398014,-0.006313416009019202 +/- 0.0019330809695019425,0.011048478015783491 +/- 0.0014956594319528165,0.0 +/- 0.0,0.0002818489289740378 +/- 0.0009176336299943238,0.04464487034949264 +/- 0.006976202256777903,0.006538895152198365 +/- 0.0008805242024697517,0.0 +/- 0.0,0.008793686583990944 +/- 0.0013147580371691738,0.024464487034949245 +/- 0.0022434891479292327,0.022153325817361857 +/- 0.004723303702032514,0.01240135287485904 +/- 0.0042183285082006165,0.01048478015783535 +/- 0.002952829955740437,-0.013134160090191704 +/- 0.0034935626679472686,0.03940248027057493 +/- 0.0036744280693872143,0.04458850056369782 +/- 0.006052603213587347,0.033201803833145395 +/- 0.0025640508265037686
