,bvp_rms,bvp_std,bvp_lineintegral,bvp_n_sign_changes,bvp_iqr_5_95,bvp_entropy,bvp_ptp,bvp_pct_5,bvp_max,bvp_skewness,bvp_sum,bvp_mean,bvp_kurtosis,bvp_pct_95,bvp_min,bvp_svd_entropy,bvp_perm_entropy,bvp_peaks,bvp_energy,bvp_iqr,bvp_n_below_mean,bvp_n_above_mean
0,0.36718665949435175 +/- 0.009110463387343566,0.21769768692845615 +/- 0.008295368184872108,0.02829478214093596 +/- 0.003352433878619239,0.003496503496503478 +/- 0.0012325378415696186,0.02286175363098438 +/- 0.0049257474785159155,0.0 +/- 0.0,0.013824636901559962 +/- 0.002418264313393111,0.04276492738031196 +/- 0.0026707243867254184,0.011350188273265161 +/- 0.0010333175208337183,0.0008606777837546819 +/- 0.0011076525165128607,0.001075847229693383 +/- 0.0007607388716369523,0.001075847229693383 +/- 0.0007607388716369523,0.0016137708445400523 +/- 0.0015775016996896322,0.011565357719203861 +/- 0.002408672746340841,0.014308768154921981 +/- 0.0026701826026876638,0.003012372243141459 +/- 0.0021137044329627183,0.002420656266810095 +/- 0.002948783232633824,0.0125336202259279 +/- 0.0029858395021792284,0.00204410973641741 +/- 0.002543645060255375,-0.008552985476062435 +/- 0.003009008342323171,-0.012748789671866611 +/- 0.004608909943709953,-0.012748789671866611 +/- 0.004608909943709953
