,bvp_pct_5,bvp_skewness,bvp_iqr_5_95,bvp_lineintegral,bvp_mean,bvp_min,bvp_sum,bvp_pct_95,bvp_entropy,bvp_energy,bvp_max,bvp_ptp,bvp_std,bvp_rms,bvp_n_above_mean,bvp_perm_entropy,bvp_iqr,bvp_peaks,bvp_kurtosis,bvp_n_sign_changes,bvp_n_below_mean,bvp_svd_entropy
0,0.024489795918367408 +/- 0.002939732476229864,-0.010675039246467755 +/- 0.0034009579925216088,0.0054945054945055635 +/- 0.001103873527458354,0.0029827315541601897 +/- 0.001282851980338201,0.002250130821559437 +/- 0.0009078676908894594,0.0017268445839874968 +/- 0.0016556035603931467,0.0 +/- 0.0,0.010936682365253848 +/- 0.0009491552667303526,0.0 +/- 0.0,0.0105180533751963 +/- 0.001469866238114942,-0.00015698587127153108 +/- 0.0013248549347118948,-0.024594453165881693 +/- 0.002941594834653103,0.0 +/- 0.0,0.0012558869701727372 +/- 0.0017699146546612018,0.13197278911564628 +/- 0.006492968024802124,0.06839351125065415 +/- 0.005689399386679718,-0.005128205128205077 +/- 0.0010926537424291512,0.06138147566719001 +/- 0.0019586569620316818,0.00350601779173213 +/- 0.0015175300889586493,0.0019361590790162642 +/- 0.0037373775689521836,0.0003663003663003983 +/- 0.0009375443677220647,0.04008372579801158 +/- 0.003634485683764594
