,bvp_energy,bvp_max,bvp_ptp,bvp_pct_95,bvp_rms,bvp_pct_5,bvp_entropy,bvp_n_sign_changes,bvp_sum,bvp_lineintegral,bvp_mean,bvp_std,bvp_iqr_5_95,bvp_iqr,bvp_kurtosis,bvp_skewness,bvp_perm_entropy,bvp_svd_entropy,bvp_peaks,bvp_min,bvp_n_below_mean,bvp_n_above_mean
0,-0.004099722991689725 +/- 0.001315716574741023,-0.00542936288088639 +/- 0.0013063519249364717,-5.540166204981434e-05 +/- 0.0013671980808036652,0.005817174515235513 +/- 0.0009675484319431075,-0.005041551246537368 +/- 0.0009738723452214334,-0.004764542936288041 +/- 0.0010275477557335857,0.0 +/- 0.0,0.01329639889196682 +/- 0.001997535332667017,-0.0011634349030470558 +/- 0.0007202216066481963,-0.004099722991689725 +/- 0.0011933883229107043,-0.00033240997229915247 +/- 0.000367493051562907,-0.0039889196675899855 +/- 0.0010453164689259535,0.0007202216066482415 +/- 0.0008950412421830161,-0.0004986149584487066 +/- 0.001034988459405514,-0.005872576177285283 +/- 0.0007094874501310734,-0.004653739612188334 +/- 0.0012188365650969723,0.00016620498614959843 +/- 0.0012400570241329304,0.0016620498614958955 +/- 0.0017519543823647432,0.001274238227146851 +/- 0.002440818922095368,-0.002825484764542907 +/- 0.0012981024392088594,0.0032686980609418657 +/- 0.001321535783033408,0.00038781163434907783 +/- 0.0012400570241329124
