,bvp_rms,bvp_std,bvp_lineintegral,bvp_n_sign_changes,bvp_iqr_5_95,bvp_entropy,bvp_ptp,bvp_pct_5,bvp_max,bvp_skewness,bvp_sum,bvp_mean,bvp_kurtosis,bvp_pct_95,bvp_min,bvp_svd_entropy,bvp_perm_entropy,bvp_peaks,bvp_energy,bvp_iqr,bvp_n_below_mean,bvp_n_above_mean
0,0.2470914127423823 +/- 0.00684384335365418,0.40343490304709145 +/- 0.005527964402555756,-0.01556786703601103 +/- 0.003108916974315376,0.01961218836565102 +/- 0.003307437464066308,-0.010526315789473672 +/- 0.003054636842568476,0.0 +/- 0.0,-0.0024376731301938735 +/- 0.0034881055376614076,-0.012022160664819903 +/- 0.0030146853984294227,-0.0031578947368420705 +/- 0.0014457604820720116,0.001329639889196732 +/- 0.0018240529233412225,-0.0012188365650969146 +/- 0.0007349861031258524,-0.0012188365650969146 +/- 0.0007349861031258524,-0.0009418282548475987 +/- 0.0013581884401253437,-0.008365650969529048 +/- 0.0030491053530896403,0.00249307479224381 +/- 0.002772851801937339,-0.008698060941828211 +/- 0.0017528301406710654,0.001108033240997286 +/- 0.0014015635058917985,-0.010193905817174475 +/- 0.0031163127114515812,0.053130193905817205 +/- 0.0026273475238514023,0.05152354570637122 +/- 0.004093729241420769,-0.008365650969529025 +/- 0.0018282548476454186,-0.008365650969529025 +/- 0.0018282548476454186
