,bvp_energy,bvp_max,bvp_ptp,bvp_pct_95,bvp_rms,bvp_pct_5,bvp_entropy,bvp_n_sign_changes,bvp_sum,bvp_lineintegral,bvp_mean,bvp_std,bvp_iqr_5_95,bvp_iqr,bvp_kurtosis,bvp_skewness,bvp_perm_entropy,bvp_svd_entropy,bvp_peaks,bvp_min,bvp_n_below_mean,bvp_n_above_mean
0,0.0008068854222700427 +/- 0.0011599708796582902,-0.0019365250134481204 +/- 0.002948292545679364,-0.003335126412049494 +/- 0.0014593501846423486,0.004464766003227527 +/- 0.0019698583564927877,0.0013448090371167344 +/- 0.0022599194768800463,0.0027434104357181186 +/- 0.0011649493183274755,0.0 +/- 0.0,0.0038730500268961744 +/- 0.0026220672634650784,0.000591715976331364 +/- 0.00044683291355125947,-0.013448090371167298 +/- 0.0012028337694996222,-0.0003227541689080016 +/- 0.0008050903468044871,0.001559978483055413 +/- 0.0019610248664398222,0.007369553523399674 +/- 0.0016501195965764343,-0.024798278644432504 +/- 0.0022367534035816774,-0.011081226465841865 +/- 0.0018819640327633962,0.02538999462076382 +/- 0.002566295953066488,0.029639591178052715 +/- 0.003140755368906954,0.010328133405056472 +/- 0.0029345199993514462,0.003442711135018828 +/- 0.004243804824812473,0.0022592791823560997 +/- 0.0018603137671641592,-0.008768154922001104 +/- 0.003210011564892026,-0.007369553523399686 +/- 0.0019990214283014517
