,bvp_pct_5,bvp_skewness,bvp_iqr_5_95,bvp_lineintegral,bvp_mean,bvp_min,bvp_sum,bvp_pct_95,bvp_entropy,bvp_energy,bvp_max,bvp_ptp,bvp_std,bvp_rms,bvp_n_above_mean,bvp_perm_entropy,bvp_iqr,bvp_peaks,bvp_kurtosis,bvp_n_sign_changes,bvp_n_below_mean,bvp_svd_entropy
0,0.0006951871657753461 +/- 0.0026636169851149165,0.019304812834224562 +/- 0.0025360226099207196,0.005935828877005278 +/- 0.002131671810480724,0.010695187165775333 +/- 0.0026306682088232704,0.012513368983957163 +/- 0.0011764705882352838,0.0022459893048127786 +/- 0.0020122874569226405,0.015240641711229885 +/- 0.002182054092310502,0.005294117647058771 +/- 0.0019347649748797234,0.0 +/- 0.0,0.00245989304812827 +/- 0.0007637891367425634,-0.00021390374331553552 +/- 0.0013985772011360466,0.02967914438502669 +/- 0.004088374315197291,0.00074866310160423 +/- 0.0011011369134745425,0.0 +/- 0.0,0.032727272727272674 +/- 0.003561673969058118,-0.014064171122994707 +/- 0.006696459874591316,-0.020695187165775463 +/- 0.0017582120024356679,0.05315508021390371 +/- 0.005321863231925014,-0.011069518716577575 +/- 0.0022312990422486546,-0.0005347593582888277 +/- 0.001474229813057774,0.0665775401069518 +/- 0.005946418265515183,0.006844919786096204 +/- 0.004092219565713148
