,bvp_rms,bvp_std,bvp_lineintegral,bvp_n_sign_changes,bvp_iqr_5_95,bvp_entropy,bvp_ptp,bvp_pct_5,bvp_max,bvp_skewness,bvp_sum,bvp_mean,bvp_kurtosis,bvp_pct_95,bvp_min,bvp_svd_entropy,bvp_perm_entropy,bvp_peaks,bvp_energy,bvp_iqr,bvp_n_below_mean,bvp_n_above_mean
0,0.21213163064833007 +/- 0.008125529869722342,0.07809430255402754 +/- 0.00620884207978799,0.04611984282907668 +/- 0.006664035856924108,0.008889980353634619 +/- 0.0029094701806718763,0.0019646365422397285 +/- 0.00262666836092751,0.0 +/- 0.0,-0.00024557956777992995 +/- 0.0024286316925493587,-0.00044204322200388504 +/- 0.0026942216408452685,-0.0005893909626718651 +/- 0.0014865172839314002,-0.0009823182711198087 +/- 0.0017155451077183752,-0.0017681728880156622 +/- 0.0006289905930680505,-0.0017681728880156622 +/- 0.0006289905930680505,-0.003585461689587377 +/- 0.002504911591355595,-0.003732809430255357 +/- 0.0021877266651591297,-0.009626719056974441 +/- 0.0024577595291152944,-0.010265225933202327 +/- 0.0020890147660252096,-0.021660117878192508 +/- 0.0026307979844483478,-0.02986247544204316 +/- 0.001986615757972179,-0.03472495088408639 +/- 0.0025620434883585337,-0.048722986247544155 +/- 0.004090503499736158,-0.06458742632612964 +/- 0.0029243567085666614,-0.06458742632612964 +/- 0.0029243567085666614
