,bvp_rms,bvp_std,bvp_lineintegral,bvp_n_sign_changes,bvp_iqr_5_95,bvp_entropy,bvp_ptp,bvp_pct_5,bvp_max,bvp_skewness,bvp_sum,bvp_mean,bvp_kurtosis,bvp_pct_95,bvp_min,bvp_svd_entropy,bvp_perm_entropy,bvp_peaks,bvp_energy,bvp_iqr,bvp_n_below_mean,bvp_n_above_mean
0,0.2941826643397324 +/- 0.008978506840573946,0.5047120418848167 +/- 0.008722900359616778,0.008144269924374637 +/- 0.0013518266478909167,0.0123327515997673 +/- 0.002713648351295053,0.12175683536940082 +/- 0.006404619730373867,0.0 +/- 0.0,0.0004072134962187279 +/- 0.0014496725764254791,0.25916230366492143 +/- 0.008511022515028674,-0.002908667830133793 +/- 0.0017835613399367139,0.0017452006980802626 +/- 0.0018579080189262548,-0.0005235602094240787 +/- 0.00031327311268961326,-0.0005235602094240787 +/- 0.00031327311268961326,0.010762070971495064 +/- 0.0016910345379579398,0.01599767306573585 +/- 0.002052621147687863,0.0021524141942989906 +/- 0.001426137367321832,0.033507853403141365 +/- 0.0022105875509016853,-0.002908667830133771 +/- 0.0006883164378242652,0.052879581151832424 +/- 0.0029138987286488,0.02041884816753925 +/- 0.003514075232237114,0.0024432809773123785 +/- 0.004731750880200761,0.052995927865037804 +/- 0.0040758729623277265,0.052995927865037804 +/- 0.0040758729623277265
