1537819908.000000, 1537819908.000000, 1537819908.000000
32.000000, 32.000000, 32.000000
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,5,61
-9,5,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,5,61
-9,5,61
-9,6,61
-9,5,61
-9,5,61
-9,6,61
-9,6,61
-9,5,61
-9,5,61
-9,5,61
-9,6,61
-9,5,61
-9,6,61
-9,5,61
-9,5,61
-9,5,61
-9,5,61
-9,6,61
-9,5,61
-9,5,61
-9,5,61
-9,5,61
-9,5,61
-9,6,61
-9,6,61
-9,5,61
-9,5,61
-9,6,61
-9,5,61
-9,6,61
-9,6,61
-9,5,61
-9,5,61
-9,5,61
-9,5,61
-9,6,61
-9,5,61
-9,6,61
-9,5,61
-9,5,61
-9,5,61
-9,5,61
-9,6,61
-9,5,61
-9,5,61
-9,5,61
-9,5,61
-9,6,61
-9,5,61
-9,5,61
-9,5,61
-9,5,61
-9,5,61
-9,5,61
-9,5,61
-9,5,61
-9,5,61
-9,6,61
-9,6,61
-9,6,61
-9,5,61
-9,6,61
-9,5,61
-9,5,61
-9,5,61
-9,5,61
-9,5,61
-9,5,61
-9,5,61
-9,5,61
-9,6,61
-9,5,61
-9,5,61
-9,6,61
-10,5,61
-9,5,61
-9,5,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-9,6,61
-10,6,61
-9,6,61
-9,6,61
-10,6,61
-10,6,61
-9,6,61
-10,6,61
-10,6,61
-9,6,61
-10,6,61
-10,6,61
-10,6,61
-10,6,61
-10,6,61
-10,6,61
-10,6,61
-10,6,61
-10,6,61
-10,6,61
-10,6,61
-11,6,61
-11,6,61
-11,6,61
-11,6,61
-11,6,61
-12,6,61
-11,6,61
-11,6,61
-12,6,61
-12,6,60
-12,7,61
-11,7,61
-12,7,61
-12,7,60
-12,7,61
-12,7,61
-12,7,61
-12,7,60
-12,7,61
-12,7,60
-12,7,61
-12,7,61
-12,7,61
-12,7,61
-12,7,61
-12,7,61
-12,7,60
-12,7,61
-12,7,61
-12,7,61
-12,7,61
-12,7,61
-12,7,61
-12,7,61
-12,7,61
-11,7,61
-12,7,60
-12,7,61
-12,7,61
-12,7,60
-12,7,61
-12,7,61
-12,7,61
-12,9,60
-11,7,61
-11,7,61
-12,7,61
-11,7,60
-12,8,61
