,hrv_sum,hrv_mean,bvp_rms,bvp_std,hrv_max,hrv_rms,hrv_n_below_mean,hrv_n_above_mean,hrv_min,hrv_energy,hrv_std,scr_std,hrv_iqr_5_95,scr_lineintegral,scl_std,hrv_ptp,scl_svd_entropy,hrv_lineintegral,bvp_energy,scl_ptp,bvp_perm_entropy,scr_sum,scr_mean,bvp_svd_entropy,bvp_n_above_mean,bvp_n_below_mean,bvp_skewness,bvp_lineintegral,scl_min,scr_rms,hrv_skewness,bvp_iqr,scr_svd_entropy,bvp_kurtosis,hrv_kurtosis,scl_iqr_5_95,hrv_perm_entropy,scr_perm_entropy,scr_pct_95,scl_perm_entropy,scr_iqr_5_95,hrv_entropy,hrv_svd_entropy,scr_entropy,scl_kurtosis,scl_rms,scr_pct_5,scl_lineintegral,scl_max,scl_pct_95,scr_kurtosis,scr_skewness,scl_peaks,scr_energy,scr_n_sign_changes,scl_energy,scl_n_sign_changes,scl_n_above_mean,scl_n_below_mean,bvp_entropy,hrv_n_sign_changes,scr_min,scl_sum,scl_mean,scr_max,bvp_sum,bvp_mean,scr_n_below_mean,scr_n_above_mean,scr_ptp,bvp_max,scl_skewness,bvp_n_sign_changes,scl_iqr,scr_peaks,scr_iqr,bvp_pct_95,bvp_ptp,scl_entropy,hrv_peaks,scl_pct_5,hrv_iqr,bvp_pct_5,bvp_iqr_5_95,bvp_peaks,bvp_min,hrv_pct_5,hrv_pct_95
0,0.19511545293072827 +/- 0.005107665854463921,0.19511545293072827 +/- 0.005107665854463921,0.4034043812907046 +/- 0.005678977718915873,0.1429544108940202 +/- 0.0061435974131869445,0.08049141503848435 +/- 0.003903711000546466,0.3431616341030196 +/- 0.004970889460876821,0.11568975725281234 +/- 0.005638324297006536,0.1047069271758437 +/- 0.006695914000104,0.011900532859680324 +/- 0.003897757392689826,0.039638839550029635 +/- 0.004700219759289273,0.05053285968028422 +/- 0.00445832222673204,0.024393132030787478 +/- 0.0026682425907030806,0.04928952042628778 +/- 0.0039964476021314525,0.08016577856719956 +/- 0.003622749210367885,0.02418590882178808 +/- 0.0033728298262811996,0.08167554766133811 +/- 0.004216680308602444,0.006453522794553035 +/- 0.0037674217335543006,0.11930136175251631 +/- 0.006094257927719057,0.002279455298993516 +/- 0.0028148067861497508,0.02747187685020728 +/- 0.004135573649520496,0.038691533451746654 +/- 0.0035153236102820565,0.005713439905269413 +/- 0.0011696119754374607,0.005713439905269413 +/- 0.0011696119754374607,-0.006897572528123119 +/- 0.0017764456114479168,0.02735346358792188 +/- 0.003373219546061369,0.02735346358792188 +/- 0.003373219546061369,0.024452338661930174 +/- 0.0025575619972119843,-0.0024570751924215205 +/- 0.0015498685746250284,0.0005032563647128895 +/- 0.0015611363970911938,0.004470100651272979 +/- 0.0028806627252561437,0.0025162818235642814 +/- 0.0015734378053189199,-0.00301953818827706 +/- 0.0014848947547642921,0.015156897572528149 +/- 0.003182322001273339,-0.0020722320899940415 +/- 0.001248965252204197,0.0003256364712848181 +/- 0.00144693302662523,0.00962107756068683 +/- 0.003679038317624865,0.0005920663114269087 +/- 0.0010508134605860815,0.0035227945529899608 +/- 0.0008420048936250838,0.0030195381882771265 +/- 0.0006724580634458557,0.006423919478981688 +/- 0.0020554594833440036,0.0034931912374186356 +/- 0.0006181353764896843,0.11018354055654238 +/- 0.004782195501790095,-0.005654233274126674 +/- 0.0021772026060623826,0.003641207815275349 +/- 0.001213735938425091,0.005002960331557183 +/- 0.0011800551467137188,0.024008288928360023 +/- 0.003089116972935762,5.92066311426942e-05 +/- 0.0004918072150928453,0.00233866193013621 +/- 0.003246796859412446,0.02791592658377743 +/- 0.003127461044381816,0.014742451154529346 +/- 0.002011283333506582,0.001450562462995897 +/- 0.0006131532024040256,0.001272942569567792 +/- 0.0006356101407218466,0.0002664298401421239 +/- 0.00024590360754644605,-0.0003256364712847515 +/- 0.0003613545179317239,0.0024274718768502513 +/- 0.0008139566065641084,0.005772646536412129 +/- 0.001499284459692207,-0.003433984606275875 +/- 0.001243339253996446,-0.00044404973357013987 +/- 0.0006102879848457321,-0.00044404973357013987 +/- 0.0006102879848457321,0.0 +/- 0.0,0.0 +/- 0.0,-5.9206631142671995e-05 +/- 0.00011841326228534398,0.006927175843694533 +/- 0.002073077726466736,0.006927175843694533 +/- 0.002073077726466736,-0.002220248667850766 +/- 0.001995755333414219,0.0017761989342806705 +/- 0.0009454540806791937,0.0017761989342806705 +/- 0.0009454540806791937,-0.00017761989342801598 +/- 0.00030189576753064006,-0.00017761989342801598 +/- 0.00030189576753064006,-0.002575488454706898 +/- 0.001968342239180499,-0.004381290704558871 +/- 0.0012615320161434313,0.006542332741267065 +/- 0.001952248323717872,0.04840142095914747 +/- 0.0027268815787541397,-8.880994671397468e-05 +/- 0.00035151989600466316,-0.0008584961515689327 +/- 0.0010545596880140102,-0.0008288928359976077 +/- 0.0007465672121325459,0.046566015393724146 +/- 0.0028148067861497638,0.021758436944937863 +/- 0.0023356622021994365,0.002841918294849044 +/- 0.0027041296025267576,0.0033747779751332474 +/- 0.002034676172580167,0.014831261101243377 +/- 0.00313417894929136,0.006571936056838401 +/- 0.0015985790408525784,0.036441681468324494 +/- 0.0029408774632423682,0.04212551805802254 +/- 0.0029987150449135446,0.0059798697454115255 +/- 0.002019978935373804,0.06601539372409714 +/- 0.0034217130318057736,0.2577264653641208 +/- 0.005956375421209302,0.2251332149200711 +/- 0.004784851946490411
