,bvp_svd_entropy,bvp_n_below_mean,bvp_peaks,bvp_perm_entropy,bvp_n_above_mean,bvp_pct_95,bvp_pct_5,hrv_lineintegral,bvp_rms,scl_max,scl_min,scl_ptp,bvp_n_sign_changes,scl_entropy,hrv_max,scl_svd_entropy,scl_mean,hrv_svd_entropy,scl_pct_95,bvp_skewness,hrv_iqr_5_95,scl_iqr,scr_ptp,scl_pct_5,scl_rms,bvp_iqr_5_95,scl_std,bvp_std,bvp_max,bvp_energy,hrv_iqr,scr_max,hrv_entropy,scl_skewness,scl_iqr_5_95,bvp_kurtosis,hrv_ptp,hrv_kurtosis,bvp_lineintegral,scr_rms,scl_kurtosis,scr_min,hrv_n_above_mean,hrv_pct_95,bvp_sum,scl_peaks,scr_n_sign_changes,bvp_entropy,scr_peaks,hrv_n_sign_changes,scl_n_below_mean,hrv_std,scr_pct_5,scr_energy,scl_sum,scl_perm_entropy,scr_n_below_mean,bvp_mean,scr_sum,scr_skewness,hrv_peaks,scr_entropy,scl_n_sign_changes,bvp_iqr,scr_n_above_mean,hrv_n_below_mean,scr_svd_entropy,scr_std,scr_iqr,scr_kurtosis,hrv_skewness,scl_n_above_mean,scl_lineintegral,scr_perm_entropy,bvp_min,scr_pct_95,hrv_perm_entropy,scr_iqr_5_95,bvp_ptp,scr_mean,scr_lineintegral,scl_energy,hrv_rms,hrv_min,hrv_mean,hrv_sum,hrv_pct_5,hrv_energy
0,-0.009206631142688004 +/- 0.0013594982241805882,0.00198342214328 +/- 0.0021143068485102493,-0.004203670811130877 +/- 0.002214517964388996,0.0077856719952634655 +/- 0.002293254044625736,-0.005002960331557171 +/- 0.002922943293782637,0.0005624629958555172 +/- 0.001272942569567815,0.004114860864416803 +/- 0.0013530366941416877,0.005269390171699207 +/- 0.0010657193605683802,5.9206631142660895e-05 +/- 0.0014184900592907948,0.009650680876258111 +/- 0.0010771702426678703,-0.0021314387211368024 +/- 0.0008139566065641109,0.000621669626998178 +/- 0.001482827683406545,-0.008525754884547099 +/- 0.0017251394060785624,-0.0004440497335701954 +/- 0.0009929253896535511,-0.018294849023090608 +/- 0.002142102133229793,0.0015689757252812186 +/- 0.0011845026064974916,-2.9603315571358203e-05 +/- 0.0013594982241805793,0.0014209591474244943 +/- 0.0010820406679986586,0.0066015393724096925 +/- 0.001162095111094754,-0.012551805802249882 +/- 0.0012712202814436802,0.0036116044997039688 +/- 0.001335762483443277,-0.005121373593842527 +/- 0.001115931132325098,-0.001568975725281263 +/- 0.0009733145188143003,0.0024274718768501845 +/- 0.0013092566244816935,0.0010953226761396873 +/- 0.0006356101407218424,-0.0006512729425695807 +/- 0.0011826515308133766,-0.006423919478981688 +/- 0.0008378313616391352,-0.00224985198342218 +/- 0.0013119313088312832,-0.004677323860272387 +/- 0.0016577856719952506,0.00044404973357013987 +/- 0.0014457211897069054,0.0015393724097098604 +/- 0.0014966518247204943,0.001302545885139117 +/- 0.0009286197241775093,0.0028715216104203355 +/- 0.0009642686486028571,-0.0012433392539964784 +/- 0.0005890985418038116,-0.002338661930136188 +/- 0.0008625697030392956,-0.0014801657785672218 +/- 0.0013172643849192795,-0.0001184132622853995 +/- 0.0014634940312976189,-0.0001480165778567466 +/- 0.0005655705498680388,-0.0012729425695678365 +/- 0.0017566019774004514,0.003818827708703365 +/- 0.0010207779543852495,-0.0001480165778567355 +/- 0.0003309751298845109,-3.3306690738754695e-17 +/- 0.00026478010390760333,-0.0001776198934281048 +/- 0.000595019278929581,-0.01785079928952047 +/- 0.0021634738177138454,-0.0001480165778567577 +/- 0.00027292908399326925,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0026939017169923416 +/- 0.000627283010669545,0.0019834221432800335 +/- 0.0015723234724558425,-0.0005920663114269087 +/- 0.0006485761486147637,0.005091770278271157 +/- 0.0017453407901697627,-0.005032563647128496 +/- 0.001616026532144025,0.0008880994671402797 +/- 0.00035027115352869175,-0.0013025458851391725 +/- 0.0008701562141325594,0.00014801657785668 +/- 0.00023866956034037206,-0.0009473060982830295 +/- 0.0009977678831470137,5.9206631142660895e-05 +/- 0.0005890985418037992,-0.0002960331557134599 +/- 0.0005616834209890379,8.880994671399689e-05 +/- 0.0002975096394647877,-0.00112492599171109 +/- 0.0006321538337496438,-0.006660746003552443 +/- 0.0011711095586058318,-0.004795737122557753 +/- 0.0013159331421487884,0.000621669626998178 +/- 0.0003848431024274696,-0.0026346950858496367 +/- 0.0009769094138543592,-0.003670811130846685 +/- 0.0010099894676869154,-0.0071047957371225936 +/- 0.0010339993603654819,-0.001983422143280078 +/- 0.0005778336677307188,0.0006808762581408722 +/- 0.00044008492443216557,-0.0003552397868561652 +/- 0.0005262400483905141,0.002279455298993449 +/- 0.0009551371110066143,0.0012137359384250868 +/- 0.0003613545179317212,-0.0010361160449970709 +/- 0.001318926548842252,0.0003256364712847515 +/- 0.0013465441581461519,-0.0017465956187093234 +/- 0.0012729425695677875,-0.005387803433984617 +/- 0.0013553017338377301,0.000917702782711649 +/- 0.0006678812417216448,-0.0023090586145648627 +/- 0.0008959589076626358,-0.0009177027827117045 +/- 0.0010872923429370526,0.001006512729425657 +/- 0.0011480591728635597,-0.011426879810538793 +/- 0.0017523562565954628,-0.003197158081705176 +/- 0.0013488201006387885,-0.00834813499111905 +/- 0.0017899605041836585,-0.008792184724689178 +/- 0.0011469135954890728,8.880994671399689e-05 +/- 0.001503953321004209,-0.006127886323268217 +/- 0.0013242314533063965
