,accz_energy,accx_mean,accx_sum,accx_energy,accy_energy,accz_svd_entropy,accz_rms,accx_std,accx_svd_entropy,accz_peaks,accx_rms,accy_peaks,accy_pct_5,accy_sum,accy_mean,accz_perm_entropy,accx_iqr,accz_min,accx_peaks,accx_pct_95,accy_n_below_mean,accz_iqr_5_95,accz_iqr,accz_pct_5,accz_ptp,accx_min,accy_iqr,accy_iqr_5_95,accx_max,accy_std,accx_iqr_5_95,accz_n_above_mean,accx_entropy,accz_max,accy_max,accy_n_sign_changes,accy_svd_entropy,accy_entropy,accx_n_below_mean,accz_skewness,accz_kurtosis,accy_perm_entropy,accz_lineintegral,accx_n_above_mean,accx_n_sign_changes,accy_pct_95,accy_ptp,accx_pct_5,accy_kurtosis,accy_skewness,accy_min,accz_n_below_mean,accx_kurtosis,accx_skewness,accy_rms,accy_n_above_mean,accz_entropy,accz_pct_95,accx_perm_entropy,accz_n_sign_changes,accx_ptp,accy_lineintegral,accx_lineintegral,accz_std,accz_mean,accz_sum
0,0.44422332780541735 +/- 0.0046853775788650255,0.2766721945826423 +/- 0.0054345346526177086,0.29237147595356544 +/- 0.004110406068550891,0.29607517965726915 +/- 0.00850365263594447,0.08297401879491427 +/- 0.002768928642646354,0.024654505251520152 +/- 0.003436212331215063,-0.0015478164731896448 +/- 0.0011542627428315008,-0.0034273079049199407 +/- 0.0005953747713802631,-0.003980099502487633 +/- 0.0015398992014576405,0.007794361525704774 +/- 0.0022718322374830763,-5.527915975677145e-05 +/- 0.000627850563383112,0.03709231619679375 +/- 0.002981489565541567,-0.001326699834162548 +/- 0.0009315809588918436,0.00033167495854062866 +/- 0.0005637390285895812,0.00033167495854062866 +/- 0.0005637390285895812,0.12388059701492533 +/- 0.005683009500747822,0.0013819789939192861 +/- 0.0005096486709393502,0.0007186290768380288 +/- 0.0006564036532359239,5.527915975677145e-05 +/- 0.00029768738569013156,0.000497512437810943 +/- 0.0003869541182974001,-0.001326699834162559 +/- 0.0012653978045616314,0.000497512437810943 +/- 0.0006747681379620591,0.0005527915975677145 +/- 0.0005527915975677145,0.0005527915975677145 +/- 0.0006540718389275389,0.0008844665561083432 +/- 0.0006633499170812573,-0.003980099502487655 +/- 0.000982663838288065,0.000497512437810943 +/- 0.00016583747927031433,-0.0012714206744057432 +/- 0.0006564036532359239,0.0034273079049198297 +/- 0.0018300658216967134,-0.004422332780541827 +/- 0.0004944318358208468,-0.0025428413488115865 +/- 0.0006633499170812815,0.0005527915975677145 +/- 0.0006055528551743104,-0.003593145384190255 +/- 0.0008998795243836172,0.00016583747927031433 +/- 0.0006564036532359239,-0.004864566058595999 +/- 0.0006904364840683659,-0.0001105583195135429 +/- 0.000982663838288065,0.00033167495854062866 +/- 0.0003666804632786495,-0.003206191265892844 +/- 0.0009183663751153353,0.00016583747927031433 +/- 0.0007014139049446911,-0.0008844665561083432 +/- 0.0003666804632786495,-0.0001105583195135429 +/- 0.0002211166390270858,0.039192924267551076 +/- 0.0044939611026429335,-0.002487562189054804 +/- 0.001587772981353826,-0.0011608623548922225 +/- 0.0007599628018169241,-0.0003869541182974001 +/- 0.000497512437810943,0.008568269762299574 +/- 0.001548803286470076,-0.003593145384190255 +/- 0.0007100736638289149,-0.002266445550027707 +/- 0.0009066456311142854,-0.00033167495854062866 +/- 0.00044223327805417153,-0.0001105583195135429 +/- 0.0002211166390270858,-5.527915975677145e-05 +/- 0.0003869541182974001,-0.0011608623548922115 +/- 0.0005215025501413468,-0.0009950248756219083 +/- 0.0007739082365948352,0.0 +/- 0.0004281905302606301,0.1666666666666666 +/- 0.005708761020914941,-0.00027639579878385723 +/- 0.0007518778611794021,-0.0016583747927031768 +/- 0.000494431835820884,0.0006080707573244859 +/- 0.0003869541182974001,0.0005527915975677145 +/- 0.0004944318358208468,0.004532891100055258 +/- 0.0013034633634661738,0.0006080707573244859 +/- 0.0005771313714157271,0.20608070757324484 +/- 0.005587298515641004,0.03327805417357652 +/- 0.0031153129471764088,-0.000995024875621886 +/- 0.00033167495854062866,0.0012161415146489719 +/- 0.000849214565822949,0.0012161415146489719 +/- 0.000849214565822949
